model	simID	S	log10S	tree.length	PD	Gamma	Beta	Colless	Sackin	Yule.PDA.ratio	MRD	VRD	PSV	mean.Iprime	MPD	VPD	MGL_principal_eigenvalue	MGL_asymmetry	MGL_peakedness	MGL_eigengap	nLTT_stat
Mammal	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	10	5	0.698970004	10.2808641	2.929444219	0.136953465	9.999957687	2	12	2.079441542	2.4	0.3	0.738121984	0	1.104314348	NA	158.3711296	0.964163663	1.476786726	1	0.313284283
Mammal	1000	6	0.77815125	9.570000001	3.44466065	-0.423188972	9.999944685	2	16	2.708050201	2.666666667	0.266666667	0.733490876	0.208333333	1.066963224	NA	179.028551	0.722718293	1.283570363	1	0.119148516
Mammal	1001	6	0.77815125	9.570000001	3.44466065	-0.423188972	9.999944685	2	16	2.708050201	2.666666667	0.266666667	0.733490876	0.208333333	1.066963224	NA	179.028551	0.722718293	1.283570363	1	0.124875287
Mammal	1002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1081	4	0.602059991	25.72100969	2.51410121	0.689012588	-1.99992847	3	9	1.791759469	2.25	0.916666667	0.649316191	0.75	0.907350832	NA	318.6647563	1.379350144	1.107744596	1	0.18574006
Mammal	1082	3	0.477121255	9.820176943	2.346534006	0.19732469	9.99992847	1	5	0.693147181	1.666666667	0.333333333	0.782178002	NA	1.069306801	NA	83.90867351	0.901011243	1.675982865	1	0.186097485
Mammal	1083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1084	4	0.602059991	10.44904577	2.42260892	0.927638281	9.999956252	0	8	1.098612289	2	0	0.737101487	0	1.142857143	NA	127.429564	1.415886732	2.714813174	1	0.160231675
Mammal	1085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1086	4	0.602059991	10.44904577	2.42260892	0.927638281	9.999956252	0	8	1.098612289	2	0	0.737101487	0	1.142857143	NA	127.429564	1.415886732	2.714813174	1	0.11819693
Mammal	1087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1088	4	0.602059991	10.44904577	2.42260892	0.927638281	9.999956252	0	8	1.098612289	2	0	0.737101487	0	1.142857143	NA	127.429564	1.415886732	2.714813174	1	0.100463036
Mammal	1089	4	0.602059991	10.44904577	2.42260892	0.927638281	9.999956252	0	8	1.098612289	2	0	0.737101487	0	1.142857143	NA	127.429564	1.415886732	2.714813174	1	0.100540018
Mammal	1090	4	0.602059991	10.44904577	2.42260892	0.927638281	9.999956252	0	8	1.098612289	2	0	0.737101487	0	1.142857143	NA	127.429564	1.415886732	2.714813174	1	0.096228317
Mammal	1091	4	0.602059991	10.44904577	2.42260892	0.927638281	9.999956252	0	8	1.098612289	2	0	0.737101487	0	1.142857143	NA	127.429564	1.415886732	2.714813174	1	0.094762222
Mammal	1092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1096	29	1.462397998	9.11	15.61366578	-3.467167374	-0.557886307	87	187	30.52875926	6.448275862	4.756157635	0.867587772	0.56349676	1.234544153	NA	892.9657236	-0.385907883	1.759553614	38	0.121671917
Mammal	1097	27	1.431363764	9.023057335	14.45236679	-3.415335377	-0.161144227	62	156	27.19655475	5.777777778	3.487179487	0.857042424	0.533531746	1.21926511	NA	813.9173815	-0.369147317	1.760000803	35	0.126192218
Mammal	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1124	22	1.342422681	7.89	12.30832016	-2.912188624	-0.417791198	57	125	21.92355519	5.681818182	4.893939394	0.834126689	0.525276575	1.156035476	NA	580.5089904	0.258112725	1.143976047	8	0.134128092
Mammal	1147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1168	32	1.505149978	8.939337767	12.82674147	-1.956103945	9.999955774	40	172	29.74436521	5.375	1.016129032	0.845350346	0.287698413	1.329973742	NA	981.8277439	-0.584134039	2.603655917	58	0.085398454
Mammal	1169	20	1.301029996	7.970059568	8.372764002	-1.709624165	9.999940278	24	94	17.51555307	4.7	0.957894737	0.788203105	0.314930556	1.218836922	NA	534.3243423	-0.269789439	2.407750559	1	0.097545405
Mammal	119	35	1.544068044	14.62452781	18.61891776	-3.174414845	2.417636035	57	201	33.67634517	5.742857143	1.843697479	0.914159231	0.391547619	1.329102173	NA	1705.17361	-0.725155093	2.151471462	56	0.108170189
Mammal	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1232	20	1.301029996	20.637543	8.774318625	-1.267262765	2.259433378	30	98	17.38387525	4.9	1.568421053	0.800530246	0.377926587	1.222447003	NA	1409.864405	-0.176925461	2.013048143	1	0.07750596
Mammal	1251	123	2.089905111	22.55975259	39.0171275	-3.896178584	-0.33284472	814	1386	140.9129242	11.26829268	11.44382247	0.689435924	0.461276449	1.071612195	NA	10173.47797	0.254037898	2.435836084	2	0.131495938
Mammal	1252	121	2.08278537	20.54444822	41.00792226	-4.058475153	-0.147532753	695	1261	136.1089031	10.4214876	10.1792011	0.745714474	0.451954005	1.162834698	NA	9048.690289	0.104688383	2.444638923	4	0.116571958
Mammal	1253	117	2.068185862	18.4	43.04354252	-4.214330509	0.047841811	579	1131	129.5296519	9.666666667	8.672413793	0.813219657	0.437227254	1.269419854	NA	7764.826779	-0.024562426	2.902682233	19	0.097618838
Mammal	1254	110	2.041392685	18.4	38.52075028	-4.34883043	0.166654533	474	994	121.1925428	9.036363636	6.916096747	0.789265681	0.445402645	1.239940388	NA	7292.079077	-0.027697231	3.078578171	12	0.113195333
Mammal	1255	98	1.991226076	17.06175459	35.48094596	-4.369502509	0.153527369	379	839	107.747192	8.56122449	5.156006733	0.795045419	0.456372703	1.240948539	NA	6030.025331	-0.248288022	3.190330648	31	0.108232396
Mammal	1256	89	1.949390007	15.9032316	32.53442189	-4.028495345	0.368086419	287	707	96.37454056	7.943820225	3.939989785	0.809571693	0.449443994	1.267920833	NA	5094.308397	-0.43304479	3.01480766	21	0.106941486
Mammal	1257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1259	8	0.903089987	9.679283133	4.735898694	-1.004274296	9.999954341	5	25	4.718498871	3.125	0.410714286	0.815001041	0.145833333	1.169389086	NA	241.9843125	0.075754178	1.350284975	1	0.093693652
Mammal	1260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1382	14	1.146128036	37.72912669	5.471232698	-0.480388082	-0.770594018	24	62	13.30308365	4.428571429	2.263736264	0.709870029	0.710884354	1.115643492	NA	1784.365189	0.441197432	1.951311746	1	0.100594676
Mammal	14	7	0.84509804	13.00185105	4.09706011	-0.469712846	9.999953846	5	21	3.871201011	3	0.666666667	0.781328814	0.25	1.126979476	NA	287.387163	0.568713703	1.4206234	3	0.267964047
Mammal	1401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1454	107	2.029383778	66.38208635	13.74419831	-1.498314259	-0.145121186	415	949	121.0303485	8.869158879	5.548756833	0.389643114	0.481903081	0.662152111	NA	27325.20845	5.087344226	3.325523539	3	0.300444838
Mammal	1455	105	2.021189299	29.85662133	26.76235865	-3.36883549	0.225591329	312	840	116.3669094	8	4.730769231	0.814218494	0.471058165	1.387328326	NA	11300.19826	-0.095249016	3.276129107	206	0.181222103
Mammal	1456	62	1.792391689	29.03179087	18.40228625	-2.605961902	0.057169856	173	445	67.6094091	7.177419355	4.771285034	0.791745367	0.535912799	1.308761885	NA	6373.829245	0.053569765	2.41579772	118	0.148498708
Mammal	1457	36	1.556302501	22.70344925	10.80794383	-1.763522399	-0.332210839	110	240	37.91241789	6.666666667	5.885714286	0.696127868	0.562006469	1.127691147	NA	2867.956196	0.52857813	1.871627073	1	0.150705213
Mammal	1458	23	1.361727836	18.47890185	7.45076876	-1.557648006	-0.790011298	80	148	24.15793204	6.434782609	6.711462451	0.500856426	0.665608466	0.724240447	NA	1521.140083	2.190625999	1.383950489	3	0.140351971
Mammal	1459	21	1.322219295	9.607231792	10.70281954	-2.730546592	-0.610249333	61	123	21.06688958	5.857142857	5.228571429	0.772217957	0.636309524	1.0851314	NA	677.049159	0.155619247	1.344678371	3	0.123415627
Mammal	1492	26	1.414973348	25.88936446	10.79219052	-2.713948532	0.49664315	53	143	25.58611734	5.5	2.58	0.752970627	0.536575092	1.136101745	NA	2259.575849	0.313494998	1.631787899	1	0.127970485
Mammal	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1517	43	1.633468456	12.85259498	19.21428517	-3.294014234	0.186692289	120	290	44.11310937	6.744186047	4.671096346	0.832999794	0.404719251	1.246824085	NA	1891.887617	-0.290356925	1.900785147	9	0.093653934
Mammal	1518	34	1.531478917	11.50018946	15.69971893	-2.434548282	-0.053688137	89	217	34.4247972	6.382352941	3.819073084	0.837950327	0.421524064	1.24881962	NA	1318.203872	-0.347249897	1.760150695	4	0.070396591
Mammal	1519	25	1.397940009	10.75621432	12.22479261	-1.831826936	0.135580842	56	146	23.21405849	5.84	3.473333333	0.803708048	0.349311295	1.162975922	NA	929.3474679	0.122365065	1.46661138	2	0.062668218
Mammal	1520	23	1.361727836	10.05565901	10.95493886	-1.710207101	1.572108073	35	119	20.03600466	5.173913043	2.33201581	0.821040586	0.293333333	1.216019151	NA	778.5200569	0.004136937	1.549125354	10	0.067558802
Mammal	1560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1566	110	2.041392685	34.09383255	20.52125119	-0.567792383	-0.555452862	588	1078	132.4356313	9.8	9.555963303	0.596778535	0.558806289	1.019095275	NA	14127.61771	1.134384228	2.129849614	8	0.242929764
Mammal	1567	104	2.017033339	28.79398459	20.87310822	-1.449434345	-0.4703008	483	949	123.6499389	9.125	8.071601942	0.651405505	0.549243473	1.115229894	NA	11148.71338	0.945474636	2.159188529	23	0.229499821
Mammal	1568	91	1.959041392	26.15014697	17.42620717	-2.745729476	-0.492011092	383	785	108.2238311	8.626373626	6.881074481	0.607466432	0.563592022	1.038123427	NA	8710.791864	0.961362733	2.210690205	1	0.239249681
Mammal	1569	66	1.819543936	11.48727578	22.6925379	-3.589094501	-0.512500927	264	538	76.98765667	8.151515152	6.622843823	0.766216882	0.553881097	1.207852812	NA	2718.710884	0.003276002	2.39666322	8	0.128068066
Mammal	1570	61	1.785329835	9.955391465	23.88754847	-4.182518859	-0.357993198	202	458	69.63521557	7.508196721	5.354098361	0.842099743	0.521119057	1.313506793	NA	2093.847311	-0.517185705	2.513093849	7	0.115633117
Mammal	1571	47	1.672097858	9.304384571	20.57745	-3.83194192	-0.148159904	134	326	51.0903849	6.936170213	4.843663275	0.837116762	0.479592515	1.262062987	NA	1523.811461	-0.077337857	2.056294279	6	0.106197589
Mammal	1572	41	1.612783857	8.835699691	17.04693169	-3.594345744	-0.141095405	97	263	44.26601123	6.414634146	3.698780488	0.831317598	0.489406081	1.277035508	NA	1232.537619	-0.251628995	2.201328389	4	0.119269326
Mammal	1573	23	1.361727836	8.185240717	11.8970388	-3.299556997	-0.015970789	51	127	22.21569162	5.52173913	3.71541502	0.793290082	0.477513228	1.115510446	NA	630.6372567	0.149170802	1.313667813	3	0.128802833
Mammal	16	647	2.810904281	38.88691579	126.6935554	-8.224813977	-0.732065995	7502	11566	836.7756818	17.8763524	40.3221489	0.660156406	0.547770496	1.126611388	NA	95224.30628	0.675307134	3.913919102	9	0.232356946
Mammal	1634	25	1.397940009	16.85983752	10.14655431	-2.446206199	-0.751999602	78	156	26.73636474	6.24	5.106666667	0.597666529	0.598575036	0.830843499	NA	1482.498568	1.454761158	1.344981605	2	0.118272664
Mammal	1635	23	1.361727836	10.21477182	13.37759554	-3.115176306	-0.451271321	57	129	23.55831091	5.608695652	3.794466403	0.865405767	0.57034632	1.194153411	NA	773.8563934	-0.115120439	1.317666533	25	0.155328664
Mammal	164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	165	4	0.602059991	8.915235108	2.207806226	1.557878544	9.999956252	0	8	1.098612289	2	0	0.701301038	0	1.142857143	NA	112.0734044	1.721847024	5.571177448	1	0.05533074
Mammal	166	4	0.602059991	8.915235108	2.207806226	1.557878544	9.999956252	0	8	1.098612289	2	0	0.701301038	0	1.142857143	NA	112.0734044	1.721847024	5.571177448	1	0.059932826
Mammal	167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	169	4	0.602059991	8.915235108	2.207806226	1.557878544	9.999956252	0	8	1.098612289	2	0	0.701301038	0	1.142857143	NA	112.0734044	1.721847024	5.571177448	1	0.067628009
Mammal	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	170	4	0.602059991	8.915235108	2.207806226	1.557878544	9.999956252	0	8	1.098612289	2	0	0.701301038	0	1.142857143	NA	112.0734044	1.721847024	5.571177448	1	0.072371646
Mammal	1707	29	1.462397998	21.49094882	14.36467995	-3.171486227	-0.581257329	85	187	30.99686154	6.448275862	5.113300493	0.794182324	0.526581197	1.130546836	NA	2126.843925	0.015979181	1.51723952	3	0.108567833
Mammal	1708	26	1.414973348	19.27985224	13.75198106	-3.210120014	-0.410414486	61	153	26.97150985	5.884615385	3.786153846	0.832672781	0.503754579	1.1779186	NA	1686.485557	-0.122345895	1.569290502	27	0.116346444
Mammal	1709	20	1.301029996	16.86837878	11.5093322	-3.160925844	-0.924540366	45	111	21.04458383	5.55	2.892105263	0.841520763	0.552272727	1.158891054	NA	1136.335403	-0.17763965	1.576603053	1	0.148673792
Mammal	1740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1762	3	0.477121255	4.68	3	-1.732050808	9.99992847	1	5	0.693147181	1.666666667	0.333333333	1	NA	1.2	NA	37.44	-0.314269681	0.78339732	2	0.12006917
Mammal	1763	3	0.477121255	4.68	3	-1.732050808	9.99992847	1	5	0.693147181	1.666666667	0.333333333	1	NA	1.2	NA	37.44	-0.314269681	0.78339732	2	0.0919219
Mammal	1764	3	0.477121255	4.68	3	-1.732050808	9.99992847	1	5	0.693147181	1.666666667	0.333333333	1	NA	1.2	NA	37.44	-0.314269681	0.78339732	2	0.074352227
Mammal	1765	3	0.477121255	4.68	3	-1.732050808	9.99992847	1	5	0.693147181	1.666666667	0.333333333	1	NA	1.2	NA	37.44	-0.314269681	0.78339732	2	0.077404234
Mammal	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1807	37	1.568201724	11.31503099	12.17670048	-2.607631753	-0.857893034	141	275	43.06959516	7.432432432	6.418918919	0.609686047	0.618518369	0.921358988	NA	1497.358084	1.279216963	2.05774004	3	0.142276211
Mammal	1808	34	1.531478917	7.390005823	15.60971811	-3.114561544	-0.79081518	109	233	38.79292904	6.852941176	4.735294118	0.827046764	0.604632339	1.229455018	NA	854.7567458	-0.416991027	2.01973982	1	0.103844958
Mammal	1809	29	1.462397998	6.789047299	14.53180015	-3.115838566	-0.752060839	79	185	32.11836765	6.379310345	3.386699507	0.845583351	0.563129579	1.229079146	NA	681.3273872	-0.359222872	1.935095751	1	0.103760993
Mammal	1810	28	1.447158031	6.435	14.22128732	-3.167627748	0.635479989	52	156	28.78616314	5.571428571	2.402116402	0.880038914	0.534004884	1.29349871	NA	605.8132274	-0.440870132	2.017317496	32	0.112313508
Mammal	1811	22	1.342422681	6.316699436	10.80262486	-2.70310014	5.32435907	29	109	21.39598171	4.954545455	1.95021645	0.842003317	0.507575758	1.245522299	NA	457.2260116	-0.330637188	1.936419642	24	0.116638973
Mammal	1846	26	1.414973348	36.40956411	9.301392067	-0.124432307	1.25529552	46	140	24.6585326	5.384615385	2.646153846	0.739109429	0.463628039	1.168636964	NA	3296.860409	0.526661915	1.54809219	17	0.083774589
Mammal	1871	254	2.404833717	60.2413951	38.15749019	-1.352114201	-0.687075891	2041	3385	320.6698453	13.32677165	17.09042669	0.537383251	0.567038145	0.929729127	NA	58581.70634	1.270863159	2.514790063	6	0.278668355
Mammal	1872	250	2.397940009	48.10522416	45.57053818	-1.882518794	-0.645290393	1792	3122	313.3446964	12.488	15.69664257	0.654417638	0.562331977	1.132101333	NA	45352.86235	0.955626015	2.564152976	53	0.246897041
Mammal	1873	239	2.378397901	46.27579766	44.14074964	-2.157297786	-0.623532066	1544	2824	298.3212529	11.81589958	13.84831757	0.647747437	0.557429858	1.116567134	NA	41694.02035	0.984488061	2.622747854	34	0.244545175
Mammal	1874	217	2.336459734	36.89588657	47.00494231	-2.971431705	-0.48715446	1240	2420	263.9978691	11.15207373	12.63880355	0.724561809	0.522634684	1.238992595	NA	29783.10981	0.760814746	3.180090823	103	0.213379994
Mammal	1875	170	2.230448921	34.34374546	36.59538038	-3.508824551	-0.552739508	963	1865	207.3839757	10.97058824	11.7683606	0.613752667	0.51256235	1.019881432	NA	21866.69449	1.540228375	3.23588437	11	0.215277137
Mammal	1876	3	0.477121255	5.201503383	2.317626346	0.307804909	9.99992847	1	5	0.693147181	1.666666667	0.333333333	0.772542115	NA	1.063525269	NA	44.62595165	0.924803733	1.650162818	1	0.165517188
Mammal	1877	155	2.190331698	24.59495219	41.94911461	-4.906419819	-0.43881118	639	1479	185.9332691	9.541935484	9.003100126	0.785668556	0.488158547	1.309658476	NA	13613.65632	-0.270170394	3.212903977	1	0.169016736
Mammal	1878	82	1.913813852	17.37769102	34.8382493	-4.260187328	0.102796757	275	653	90.60149331	7.963414634	6.504817826	0.879649548	0.475670882	1.349773257	NA	4987.812126	-0.71324119	2.853359033	15	0.079810891
Mammal	1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1880	38	1.579783597	15.96786716	16.4033145	-2.910806877	-0.605382291	146	280	42.03451137	7.368421053	7.211948791	0.809815445	0.579185104	1.219369427	NA	2126.217074	-0.319275368	1.865842713	2	0.083210832
Mammal	1881	36	1.556302501	15.06675962	15.94625845	-2.931612175	-0.3163851	112	240	38.42359346	6.666666667	5.885714286	0.836070055	0.559161249	1.262640833	NA	1845.757229	-0.411216946	1.884835944	62	0.082340801
Mammal	1882	27	1.431363764	13.87377544	12.97024695	-2.696164455	-0.495471027	84	172	27.81899055	6.37037037	5.472934473	0.810272081	0.540919613	1.182039671	NA	1289.929202	-0.042452479	1.617533459	2	0.08913894
Mammal	1883	22	1.342422681	12.75818564	11.00099479	-2.633806696	-0.57881415	64	132	22.07598736	6	4.380952381	0.79417882	0.536040965	1.137983043	NA	956.4785785	0.10384122	1.576494034	4	0.103122646
Mammal	1884	20	1.301029996	11.95580639	10.00097207	-2.505406078	-0.20805167	46	108	19.03146493	5.4	2.989473684	0.802519977	0.495659722	1.160312391	NA	809.3183056	-0.035795631	1.58581733	2	0.104099248
Mammal	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	1960	61	1.785329835	10.11437815	30.24750328	-4.206012932	-0.908199813	286	546	75.31824394	8.950819672	9.347540984	0.84847873	0.491185467	1.219494932	NA	2138.373021	-0.075478173	1.461907328	74	0.094304002
Mammal	1961	38	1.579783597	9.40809898	18.36907409	-3.903992431	-1.010521497	201	341	46.03267819	8.973684211	9.593883357	0.701109514	0.475765192	0.945221722	NA	1246.47636	0.400114932	1.417990182	1	0.130090953
Mammal	1962	37	1.568201724	8.610473387	18.8854126	-4.022044304	-0.830645418	165	303	42.42176028	8.189189189	8.046546547	0.747913115	0.446475838	1.01269427	NA	1089.035141	0.26295691	1.444503192	5	0.132830736
Mammal	1963	33	1.51851394	7.04932063	19.53237597	-4.261227578	-0.81363612	133	257	37.04648187	7.787878788	5.547348485	0.837179621	0.401103989	1.112072069	NA	784.8800647	-0.245746534	1.525108014	3	0.173286316
Mammal	1964	32	1.505149978	6.724226829	19.38000751	-4.215485614	-0.476057036	102	224	33.58074597	7	4.193548387	0.866642046	0.358325702	1.158481904	NA	720.6105605	-0.30726645	1.561263871	2	0.184282068
Mammal	1965	30	1.477121255	6.310324461	18.5744836	-3.996827798	-0.103019937	74	190	30.14675876	6.333333333	2.643678161	0.903834913	0.316337936	1.222020153	NA	633.1441454	-0.397202599	1.623604117	30	0.191358269
Mammal	1966	29	1.462397998	6.143450306	18.02469525	-3.891173116	2.10905954	46	160	26.77946293	5.517241379	1.687192118	0.921330209	0.262143875	1.256295861	NA	586.9857008	-0.41752522	1.659225317	29	0.19336916
Mammal	1967	20	1.301029996	5.893710517	11.37607043	-2.76755074	1.864886264	25	99	16.98579025	4.95	1.313157895	0.886275742	0.199305556	1.257889758	NA	393.7143172	-0.459568988	1.768802205	19	0.141131676
Mammal	1998	23	1.361727836	9.971344962	13.26474084	-2.10727476	-0.980775218	70	144	25.19122118	6.260869565	4.565217391	0.883055034	0.539128296	1.235480111	NA	774.4024199	-0.304325875	1.538582256	32	0.147931103
Mammal	1999	22	1.342422681	9.917815938	12.32553956	-1.904339138	-0.483351662	49	121	22.10017873	5.5	3.404761905	0.876623382	0.493041126	1.242166412	NA	731.1118859	-0.298466499	1.592341636	31	0.131455038
Mammal	2	157	2.195899652	163.3573914	18.36187074	4.451070469	-0.800639116	1012	1798	200.4638038	11.4522293	16.13392128	0.615414517	0.597940303	1.123111781	NA	97236.77423	0.672814289	2.318196928	1	0.372055379
Mammal	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	2044	47	1.672097858	34.67452105	13.63228878	-0.273590077	-0.304273613	154	338	51.23861501	7.191489362	4.679925994	0.771841941	0.558477633	1.282714811	NA	5944.810928	-0.224104339	3.622612482	2	0.14245232
Mammal	2045	35	1.544068044	29.69219769	11.20293464	-0.290762723	-0.241117753	106	236	35.94792048	6.742857143	4.196638655	0.76253497	0.507989418	1.242737013	NA	3753.215007	0.214388876	3.586915689	6	0.118567448
Mammal	2046	33	1.51851394	28.43940339	10.45537124	-0.468950292	0.383921883	75	199	32.42155996	6.03030303	2.96780303	0.766353066	0.477310091	1.256260024	NA	3298.348349	-0.123232607	3.64597661	3	0.122183907
Mammal	2047	20	1.301029996	24.67757201	8.370497807	-1.082489109	-0.015866547	46	108	18.40001132	5.4	3.2	0.729862151	0.511000882	1.099285502	NA	1721.93622	0.563301746	2.163622647	2	0.069174744
Mammal	2090	22	1.342422681	41.33785948	7.113129062	0.481353775	-1.50497631	109	165	28.8511131	7.5	14.26190476	0.531608409	0.842736893	0.790071607	NA	3240.31705	1.76318802	1.251254153	5	0.110139478
Mammal	21	278	2.444044796	18.82370739	111.7591216	-7.868391088	-0.797289371	3406	4818	359.6090627	17.33093525	37.70236085	0.826020507	0.560758216	1.254444786	NA	18807.44637	-0.776472315	3.187491019	1	0.08606778
Mammal	212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	2124	94	1.973127854	51.54695038	16.52501438	-0.943957765	-0.99129753	507	927	122.4773075	9.861702128	14.35701213	0.642106548	0.614747083	1.123252203	NA	17890.95267	0.580507345	2.048709782	1	0.253125926
