model	simID	S	tree.length	PD	gamma	beta	Colless	Sackin	Yule.PDA.ratio	MRD	VRD	PSV	mean.Iprime	MPD	VPD	MGL_principal_eigenvalue	MGL_asymmetry	MGL_peakedness	MGL_eigengap	nLTT_stat
Mammal	2189	21	22.85428376	9.014807133	-2.010911338	0.128522028	43	111	20.01706746	5.285714286	2.814285714	0.649239116	0.515432099	0.919633921	NA	1662.413714	1.473827486	1.760307485	3	0.103695585
Mammal	22	277	17.99785601	115.7955394	-7.917266261	-0.74719742	3130	4540	353.9850452	16.3898917	36.86917281	0.862604794	0.557668537	1.311651323	NA	17774.35263	-0.793277705	3.202739586	6	0.080048415
Mammal	2217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	2218	64	81.69078247	13.83015719	0.653089251	-0.399729194	231	525	72.10854169	8.203125	5.942212302	0.718182826	0.470982537	1.24241876	NA	19575.47484	0.129906183	2.598989452	2	0.3346546
Mammal	2219	65	75.25976605	14.12096206	0.232861938	-0.067538207	182	486	71.44740339	7.476923077	4.659615385	0.762908279	0.466066017	1.331040297	NA	17842.74265	-0.340698986	3.017551919	1	0.329367583
Mammal	2220	297	67.3264087	24.60027228	-2.396615097	0.16356588	1189	3075	348.2344002	10.35353535	5.79013104	0.483620734	0.47317068	0.889007464	NA	77516.7289	3.96003055	4.428290611	19	0.346124371
Mammal	2221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammal	2222	158	28.72157687	25.3298551	-4.41246832	-0.145633504	507	1409	187.812575	8.917721519	4.623760381	0.599184535	0.506711287	1.046714227	NA	16992.9203	1.678857981	5.990369288	45	0.27068519
Mammal	2223	134	16.68854368	33.47454995	-5.360411061	-0.12017204	344	1118	158.3426363	8.343283582	3.475255302	0.790341413	0.498959663	1.341518945	NA	8027.477641	-0.924170666	5.073889504	1	0.194577353
Mammal	2224	70	11.67401717	25.49858178	-4.509268324	-0.388385056	185	535	81.18828596	7.642857143	3.885093168	0.839221856	0.481263792	1.332912607	NA	2838.127089	-0.557905368	2.744807334	2	0.125192244
Mammal	2225	39	10.22894637	13.45786228	-3.47341314	0.961960814	65	237	39.83787585	6.076923077	1.862348178	0.766020127	0.405648591	1.219840756	NA	1377.747526	-0.002004468	2.075275933	1	0.149263443
Mammal	2226	22	6.364632592	11.22289256	-3.545949638	-0.29050545	41	121	22.19448941	5.5	1.880952381	0.748261536	0.451287879	1.033200494	NA	481.3525414	0.167866182	1.613169702	1	0.145370385
Mammal	2227	21	5.282627036	12.11195665	-3.859950423	9.999926772	21	99	19.14996697	4.714285714	0.914285714	0.871192959	0.39537037	1.215734136	NA	356.067969	-0.271216755	1.703741075	20	0.163062051
Mammal	2263	31	10.59914718	14.85885482	-3.48446511	-1.118037876	112	228	37.1163036	7.35483871	5.63655914	0.758819943	0.587262982	1.072984255	NA	1144.796741	0.088984705	1.772685225	1	0.125184798
Mammal	2264	30	9.621474814	15.16548892	-3.64181042	-0.845249112	83	197	33.71510622	6.566666667	4.391954023	0.817603086	0.561466918	1.166177326	NA	987.496478	-0.12961577	1.8409216	2	0.131274941
Mammal	2265	28	9.103236735	14.41180893	-3.543511474	-0.595914525	57	165	30.34781039	5.892857143	3.062169312	0.836543266	0.539056777	1.197741102	NA	840.0004288	-0.260628605	1.892974751	3	0.134160085
Mammal	2293	64	11.78979611	21.29445929	-3.376240897	0.05258505	153	449	72.26400122	7.015625	2.872767857	0.803942827	0.531565297	1.295875407	NA	2642.705901	-0.336977437	2.730768178	1	0.131270199
