SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
8024,0,6,3,3,0.98,50,-0.504,0.04001,0.55,0,3
8114.03,4,5,1,3,0.92,18.325,-1.01335,0.0386888,0.44375,0,2
8632,4,6,3,3,0.83,840,-0.505,0.00601,0.34,0,3
9013,1,6,2,1,0.49,880,-0.489,0.04501,0.59,0,3
9317.4,1,6,2,4,0.23,16.25,-1.51937,0.0211075,0.4575,0,2
9527,5,6,2,1,0.77,330,-0.185,0.03301,0.43,1,0
10373,1,5,1,3,0.69,840,-0.529,0.03601,0.63,0,3
10600,4,7,1,3,0.85,610,-0.384,0.04401,0.27,0,3
10601,4,7,1,3,0.85,610,-0.384,0.04401,0.27,0,0
11044.9,0,3,3,4,0.62,902.4,-0.02204,0.034985,0.335,0,2
11054,0,5,3,2,0.74,210,-0.224,0.04901,0.71,0,3
11143,3,6,1,1,0.71,30,-0.399,0.03901,0.34,1,0
11194,0,2,3,4,0.01,90,-0.346,0.03201,0.39,0,3
11195,0,2,3,4,0.01,90,-0.346,0.03201,0.39,0,0
11261,5,6,1,1,0.99,80,-0.225,0.04101,0.58,0,3
11482,6,6,4,4,0.16,370,-0.416,0.03401,0.6,0,3
13882.1,0,5,2,3,0.57,276.5,-0.42612,0.030235,0.29,0,2
15254.4,0,4,4,3,0.81,30.5,-0.5307,0.05,0.205,0,2
15384.5,3,7,4,4,0.21,989.9,-0.0837,0.05,0.79,0,2
15612,5,6,2,4,0.04,260,-0.24,0.04901,0.57,0,3
15613,5,6,2,4,0.04,260,-0.24,0.04901,0.57,0,0
16449,1,7,4,1,0.69,130,-0.563,0.01701,0.59,0,3
16772.5,4,7,2,4,0.08,444,-0.7995,0.05,0.35,0,2
16856.1,1,4,1,3,0.15,384.9,-0.97524,0.020935,0.395,0,2
16874,0,5,3,2,0.81,190,-0.606,0.03501,0.56,0,3
17225,1,5,4,3,0.82,720,-0.029,0.03101,0.29,0,3
17226,1,5,4,3,0.82,720,-0.029,0.03101,0.29,0,0
17299,1,4,2,4,0.22,350,-0.521,0.02601,0.51,0,3
17497.9,4,6,1,3,0.01,925.7,-0.9292,0.003365,0.19,0,2
17835,1,3,1,3,0.1,750,-0.69,0.01501,0.32,1,0
18137.3,2,5,3,4,0.71,363.2,-0.9945,0.034895,0.33,0,2
19004,5,7,3,3,0.79,610,-0.527,0.03601,0.25,1,0
19664,5,5,1,4,0.16,370,-0.16,0.01201,0.49,0,3
19801,1,4,4,3,0.82,680,-0.137,0.04201,0.52,1,0
19943,5,6,3,1,0.71,970,-0.64,0.03501,0.27,1,0
20164,1,6,2,1,0.52,990,-0.68,0.04401,0.29,1,0
21400,1,6,4,3,0.22,490,-0.413,0.03601,0.66,1,3
21993,1,6,4,2,0.59,40,-0.554,0.02201,0.64,0,3
22186,1,3,3,2,0.8,860,-0.939,0.04301,0.53,1,3
22187,1,3,3,2,0.8,860,-0.939,0.04301,0.53,1,0
22226,5,5,1,3,0.25,210,-0.301,0.02501,0.55,1,3
23278,2,7,1,1,0.05,130,-0.583,0.04401,0.32,0,3
23279,2,7,1,1,0.05,130,-0.583,0.04401,0.32,0,0
23552,3,4,1,1,0.74,100,-0.259,0.01101,0.31,1,0
23887,2,6,1,4,0.83,680,-0.484,0.02401,0.41,0,3
24322,0,7,4,1,0.11,350,-0.411,0.01201,0.41,1,3
24450,1,2,4,4,0.88,400,-0.828,0.01901,0.58,0,3
24543,0,7,1,3,0.18,510,-0.581,0.01601,0.28,0,3
24766,3,5,2,3,0.71,250,-0.394,0.03401,0.7,1,3
24785,2,3,1,4,0.3,40,-0.87,0.04601,0.37,0,3
25318,6,5,2,4,0.23,540,-0.544,0.02501,0.48,0,3
25318,2,6,1,2,0.47,260,-0.365,0.00801,0.49,1,3
25479,2,4,4,4,0.62,370,-0.636,0.02801,0.28,0,3
25853,2,3,2,1,0.86,50,-0.377,0.01501,0.37,0,3
26149,6,7,4,2,0.67,690,-0.635,0.04701,0.38,0,3
26150,6,7,4,2,0.67,690,-0.635,0.04701,0.38,0,0
26778,0,4,4,1,0.23,500,-0.233,0.04601,0.5,1,0
26799,3,3,2,3,0.74,760,-0.061,0.02801,0.75,1,3
26885,0,6,2,3,0.1,960,-0.81,0.03901,0.25,1,0
27243,5,6,4,2,0.37,210,-0.994,0.02301,0.37,0,3
27526,2,5,1,1,0.52,500,-0.337,0.03401,0.25,0,3
27834,2,4,1,4,0.16,950,-0.416,0.02601,0.5,1,3
28801,2,3,3,1,0.7,760,-0.808,0.00501,0.28,0,3
28872,3,6,2,3,0.89,720,-0.593,0.04701,0.74,1,3
28992,1,7,1,2,0.29,620,-0.78,0.03801,0.48,1,3
28993,1,7,1,2,0.29,620,-0.78,0.03801,0.48,1,0
29315,0,6,3,4,0.7,590,-0.774,0.02001,0.53,1,3
29653,5,7,1,3,0.69,530,-0.206,0.03701,0.41,1,0
29777,1,2,3,4,0.23,300,-0.975,0.04301,0.32,0,3
29778,1,2,3,4,0.23,300,-0.975,0.04301,0.32,0,0
29832,2,2,1,2,0.45,560,-0.543,0.02501,0.39,1,0
29872,1,5,4,2,0.83,810,-0.09,0.04501,0.6,0,3
29873,1,5,4,2,0.83,810,-0.09,0.04501,0.6,0,0
30658,4,3,2,4,0.42,690,-0.497,0.04501,0.39,1,0
30658,5,6,4,4,0.51,170,-0.226,0.01301,0.46,1,3
30722,1,2,2,4,0.31,280,-0.786,0.04501,0.6,0,3
31076,3,4,3,3,0.84,390,-0.781,0.04901,0.6,1,3
31188,1,4,4,2,0.01,850,-0.081,0.03001,0.64,1,3
