SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
3809,3,3,4,3,0.4,60,-0.765,0.04101,0.54,0,3
4326,5,6,3,1,0.8,960,-0.307,0.03301,0.44,0,3
8783.4,0,6,1,4,0.53,32.5,-0.4704,0.0432975,0.35,1,2
9459,4,7,1,3,0.28,90,-0.707,0.01401,0.37,1,3
9520,3,4,4,1,0.03,130,-0.817,0.02401,0.57,0,3
9776,1,4,1,1,0.3,860,-0.386,0.03201,0.63,0,3
10018,0,3,2,1,0.93,440,-0.664,0.04701,0.59,0,3
10940,3,5,4,1,0.42,350,-0.374,0.04301,0.47,0,3
10941,3,5,4,1,0.42,350,-0.374,0.04301,0.47,0,0
11244,1,3,3,2,0.7,120,-0.022,0.04601,0.58,1,3
14189,4,4,4,2,0.33,550,-0.609,0.03401,0.37,0,3
14620.4,3,7,1,3,1,730.5,-0.79866,0.0399075,0.4,0,2
15582,6,7,4,3,0.52,350,-0.589,0.02001,0.37,1,3
15583,6,7,4,3,0.52,350,-0.589,0.02001,0.37,1,0
15918.6,7,7,1,3,0.07,853.5,-0.75152,0.05,0.4225,1,2
16772,0,5,3,4,0.17,380,-0.516,0.03401,0.52,1,3
16959.5,5,6,2,3,0.85,84.9,-0.07425,0.0318775,0.5,1,2
17006.3,2,2,4,3,0.43,115.8,-0.848331,0.0175356,0.359375,1,2
17092.8,1,7,2,2,0.04,96.05,-0.374105,0.0279581,0.326875,0,1
17140,0,7,2,3,0.37,850,-0.054,0.03801,0.6,1,3
17377.6,2,7,4,4,0.93,78.875,-0.612786,0.0265256,0.429375,0,2
17437.5,1,3,4,1,0.88,86.825,-0.602085,0.0209506,0.309375,0,2
17811.5,3,7,3,1,0.29,70.525,-0.06363,0.0375631,0.4125,0,2
18048.9,2,3,4,3,0.04,85.7,-0.746487,0.0243881,0.254375,1,2
18238.1,1,7,2,4,0.85,143.325,-0.534435,0.0218606,0.429375,1,2
18247,1,3,4,4,0.89,770,-0.918,0.04201,0.36,1,0
18297,4,3,2,2,0.66,540,-0.589,0.03801,0.46,1,0
18916.9,6,7,4,4,0.27,88.9,-0.06075,0.0298675,0.52,0,2
