SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
1977,2,6,4,3,0.92,760,-0.031,0.02101,0.45,0,3
3281,0,5,4,3,0.45,780,-0.157,0.02001,0.47,0,3
4034,0,3,3,4,0.65,280,-0.21,0.04301,0.3,0,3
4035,0,3,3,4,0.65,280,-0.21,0.04301,0.3,0,0
5633,4,6,1,3,0.35,750,-0.726,0.03801,0.26,0,3
5634,4,6,1,3,0.35,750,-0.726,0.03801,0.26,0,0
6034,3,4,2,3,0.46,320,-0.259,0.02501,0.49,0,3
7130.45,2,5,4,1,0.44,16.6,-1.44797,0.0346325,0.2725,0,2
7162,2,2,4,1,0.88,430,-0.639,0.04701,0.35,0,3
7163,2,2,4,1,0.88,430,-0.639,0.04701,0.35,0,0
7230,0,3,1,3,0.56,670,-0.63,0.03501,0.36,0,3
7259,5,6,4,1,0.43,220,-0.654,0.03101,0.31,0,3
7900,0,4,1,3,0.2,980,-0.656,0.02901,0.58,1,3
8178,5,6,1,3,0.66,380,-0.236,0.04301,0.64,0,3
8415,0,1,4,3,0.77,360,-0.669,0.02701,0.28,1,0
8647,0,6,2,4,0.11,350,-0.28,0.00801,0.35,0,3
9221,4,6,3,1,0.78,210,-0.984,0.04101,0.47,0,3
9463,0,1,2,2,0.86,890,-0.254,0.04401,0.25,0,3
9464,0,1,2,2,0.86,890,-0.254,0.04401,0.25,0,0
9465.1,0,4,2,4,0.26,787.7,-0.39552,0.041665,0.41,1,2
10387,1,6,2,3,0.71,410,-0.139,0.01001,0.3,0,3
10440,4,4,1,4,0.66,780,-0.859,0.04501,0.34,1,0
10501,2,5,4,3,0.5,740,-0.288,0.04201,0.42,0,3
11204.8,6,7,4,4,0.05,32.6,-0.48705,0.05,0.285,0,2
12073,3,5,4,4,0.44,250,-0.61,0.03401,0.3,1,0
12089,3,4,2,4,0.78,332.1,-0.01525,0.031785,0.52,0,2
12383,4,7,2,1,0.14,920,-0.288,0.01901,0.44,1,3
12649,5,7,2,1,0.58,230,-0.897,0.01901,0.37,0,3
12653,3,5,3,4,0.61,80,-0.557,0.01601,0.42,1,3
12796,2,4,4,2,0.15,790,-0.598,0.01801,0.34,0,3
12797,2,4,4,2,0.15,790,-0.598,0.01801,0.34,0,0
13010.2,2,7,1,4,0.4,143.3,-0.01836,0.05,0.54,1,2
13212,5,7,4,3,0.68,810,-0.515,0.01901,0.37,1,3
13229.7,5,6,4,2,0.89,573.2,-0.2997,0.049365,0.57,1,2
13503.1,2,2,2,2,0.53,223.7,-0.04464,0.05,0.41,0,2
14200.4,4,4,3,3,0.84,206.2,-0.02196,0.042105,0.25,1,2
14391.8,3,5,3,2,0.85,769.3,-0.58684,0.05,0.73,0,2
14446.2,0,7,2,4,0.48,83.1,-0.3406,0.024325,0.305,1,2
15518.7,1,3,1,2,0.09,335.9,-0.80367,0.003735,0.175,0,2
15564.6,0,5,4,3,0.71,139.6,-0.2418,0.037365,0.375,1,2
15721.7,0,7,3,1,0.39,400.9,-0.42624,0.05,0.59,0,2
15748,2,3,4,4,0.04,80,-0.574,0.02601,0.52,0,3
15818.9,2,3,2,2,0.83,794.9,-0.2225,0.05,0.6,0,2
16160,0,6,2,3,0.55,40,-0.955,0.04501,0.27,1,3
16161,0,6,2,3,0.55,40,-0.955,0.04501,0.27,1,0
16199.5,0,2,2,2,0.65,349.7,-0.91203,0.006015,0.255,0,2
16431.1,1,6,3,1,0.97,812.2,-0.09486,0.024045,0.425,0,2
16612.9,4,4,1,2,0.53,75.4,-0.338,0.05,0.485,0,2
16695,1,2,1,2,0.43,410,-0.123,0.04101,0.61,0,3
16774.9,7,7,2,2,0.1,83.3,-0.195,0.040145,0.385,1,2
17013,3,7,4,1,0.13,960,-0.752,0.04401,0.57,1,3
17463.5,2,7,2,4,0.73,69.2,-0.3172,0.036125,0.355,0,2
17727.1,1,7,2,3,0.06,665.6,-0.1679,0.031455,0.45,1,2
18040.4,5,6,3,4,0.09,293.7,-1.25874,0.036155,0.66,0,2
18066,5,6,1,3,0.76,430,-0.335,0.04601,0.49,1,3
18067,5,6,1,3,0.76,430,-0.335,0.04601,0.49,1,0
18366,4,7,4,1,0.59,380,-0.859,0.04101,0.43,0,3
18386,1,4,1,3,0.92,830,-0.618,0.03701,0.38,0,3
18387,1,4,1,3,0.92,830,-0.618,0.03701,0.38,0,0
18574,5,6,2,4,0.52,930,-0.241,0.03301,0.43,0,3
18575,5,6,2,4,0.52,930,-0.241,0.03301,0.43,0,0
18645.9,1,3,2,4,0.32,370.8,-1.15884,0.021815,0.65,1,2
19072,3,6,2,4,0.43,980,-0.414,0.04401,0.73,0,3
19699,1,6,3,4,0.4,680,-0.954,0.02501,0.44,1,3
21215,6,7,1,4,0.04,700,-0.499,0.04601,0.38,0,3
22024,0,2,1,4,0.34,410,-0.333,0.04001,0.5,1,3
