SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
2582,0,4,1,1,0.99,510,-0.568,0.03201,0.85,0,3
3073,4,6,4,3,0.53,330,-0.665,0.04101,0.69,0,3
4034,0,3,3,4,0.65,280,-0.21,0.04301,0.4,0,3
4035,0,3,3,4,0.65,280,-0.21,0.04301,0.4,0,0
5633,4,6,1,3,0.35,750,-0.726,0.03801,0.36,0,3
5634,4,6,1,3,0.35,750,-0.726,0.03801,0.36,0,0
6034,3,4,2,3,0.46,320,-0.259,0.02501,0.59,0,3
6335.2,1,7,4,4,0.16,488.6,-0.6678,0.034125,0.47,1,2
7162,2,2,4,1,0.88,430,-0.639,0.04701,0.45,0,3
7187.75,0,2,2,4,0.21,36.7,-0.516273,0.0246025,0.2875,0,2
7230,0,3,1,3,0.56,670,-0.63,0.03501,0.46,0,3
7231,0,3,1,3,0.56,670,-0.63,0.03501,0.46,0,0
7259,5,6,4,1,0.43,220,-0.654,0.03101,0.41,0,3
7260,5,6,4,1,0.43,220,-0.654,0.03101,0.41,0,0
8161.7,1,2,4,2,0.91,24.6,-0.50615,0.036885,0.235,1,2
8369.3,4,5,4,1,0.09,23.9,-1.337,0.05,0.215,0,2
8415,0,1,4,3,0.77,360,-0.669,0.02701,0.38,1,0
8647,0,6,2,4,0.11,350,-0.28,0.00801,0.45,0,3
8651.2,3,4,4,2,0.86,23,-0.77355,0.024935,0.395,0,2
8990.2,4,6,2,1,0.12,232.95,-1.32737,0.0274525,0.57,0,2
9221,4,6,3,1,0.78,210,-0.984,0.04101,0.57,0,3
9463,0,1,2,2,0.86,890,-0.254,0.04401,0.35,0,3
9857.75,4,7,2,1,0.77,448,-0.985534,0.0068025,0.1725,0,2
10387,1,6,2,3,0.71,410,-0.139,0.01001,0.4,0,3
10409.9,2,4,1,2,0.04,471.1,-1.15106,0.024565,0.485,0,2
10432.2,2,6,2,2,0.02,58.9,-0.81175,0.035295,0.515,0,2
10440,4,4,1,4,0.66,780,-0.859,0.04501,0.44,1,0
10501,2,5,4,3,0.5,740,-0.288,0.04201,0.52,0,3
12073,3,5,4,4,0.44,250,-0.61,0.03401,0.4,1,0
12383,4,7,2,1,0.14,920,-0.288,0.01901,0.54,1,3
12649,5,7,2,1,0.58,230,-0.897,0.01901,0.47,0,3
12653,3,5,3,4,0.61,80,-0.557,0.01601,0.52,1,3
12796,2,4,4,2,0.15,790,-0.598,0.01801,0.44,0,3
13212,5,7,4,3,0.68,810,-0.515,0.01901,0.47,1,3
14020.2,3,6,3,4,0.48,543,-1.11327,0.038075,0.46,1,2
14171.2,5,6,4,3,0.19,380.3,-0.2622,0.031965,0.395,1,2
14353,4,4,3,3,0.77,250,-0.91,0.01001,0.53,0,3
14593.3,0,7,1,4,0.38,155,-0.02376,0.032455,0.26,1,2
14721.7,2,5,4,2,0.69,359.9,-0.045,0.05,0.43,1,2
14891,3,2,2,2,0.9,130,-0.763,0.04901,0.55,0,3
15104,2,3,3,4,0.19,649,-0.52955,0.045275,0.45,0,2
15374.3,2,7,2,4,0.44,130.7,-0.2106,0.05,0.525,1,2
15690.2,4,4,1,3,0.2,153,-0.3458,0.027675,0.595,0,2
15748,2,3,4,4,0.04,80,-0.574,0.02601,0.62,0,3
15789.9,4,6,4,4,0.79,321.8,-0.43776,0.038555,0.87,1,2
15870.6,0,7,2,2,0.18,242.1,-1.29129,0.008905,0.545,1,2
15969.5,5,5,3,3,0.66,218,-1.02897,0.017715,0.33,1,2
16160,0,6,2,3,0.55,40,-0.955,0.04501,0.37,1,3
16161,0,6,2,3,0.55,40,-0.955,0.04501,0.37,1,0
16805.7,2,4,4,2,0.75,833.7,-0.5271,0.05,1,1,2
16903.4,3,4,3,3,0.08,191.6,-1.0836,0.006615,0.415,1,2
16911,3,4,1,4,0.77,166.9,-1.28871,0.034685,0.54,0,2
17042,0,4,2,4,0.57,162.1,-0.39,0.048175,0.565,0,2
17129.5,0,4,2,4,0.86,374.2,-0.92106,0.005985,0.265,1,2
17285.9,3,5,1,4,0.7,416.8,-0.26112,0.05,1,1,2
18067,5,6,1,3,0.76,430,-0.335,0.04601,0.59,1,0
18366,4,7,4,1,0.59,380,-0.859,0.04101,0.53,0,3
18367,4,7,4,1,0.59,380,-0.859,0.04101,0.53,0,0
18386,1,4,1,3,0.92,830,-0.618,0.03701,0.48,0,3
18387,1,4,1,3,0.92,830,-0.618,0.03701,0.48,0,0
18574,5,6,2,4,0.52,930,-0.241,0.03301,0.53,0,3
19072,3,6,2,4,0.43,980,-0.414,0.04401,0.83,0,3
19699,1,6,3,4,0.4,680,-0.954,0.02501,0.54,1,3
21215,6,7,1,4,0.04,700,-0.499,0.04601,0.48,0,3
22024,0,2,1,4,0.34,410,-0.333,0.04001,0.6,1,3
22719,4,6,3,1,0.88,340,-0.025,0.02601,0.48,1,3
22720,4,6,3,1,0.88,340,-0.025,0.02601,0.48,1,0
23003,3,3,3,1,0.46,360,-0.621,0.03501,0.51,0,3
23640,2,2,4,2,0.37,400,-0.009,0.01801,0.44,0,3
23932,4,3,4,3,0.64,390,-0.836,0.04501,0.62,0,3
23983,5,7,2,4,0.11,800,-0.426,0.02701,0.38,1,3
