SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
3477,0,3,2,2,0.94,510,-0.286,0.02901,0.53,0,3
7419,0,6,2,2,0.46,550,-0.328,0.04601,0.27,0,3
7420,0,6,2,2,0.46,550,-0.328,0.04601,0.27,0,0
10878,0,6,4,4,0.71,870,-0.054,0.01901,0.45,0,3
11601,2,5,4,3,0.73,770,-0.738,0.04601,0.55,0,3
11718,4,5,3,4,0.36,990,-0.777,0.04801,0.38,1,0
11887,1,3,3,3,0.69,270,-0.633,0.03801,0.34,0,3
11888,1,3,3,3,0.69,270,-0.633,0.03801,0.34,0,0
12013,2,2,2,4,0.96,260,-0.245,0.03401,0.4,0,3
12188,3,4,2,4,0.76,576.5,-0.16066,0.016575,0.345,0,2
12638.8,5,5,3,4,0.93,469.9,-1.22348,0.029475,0.37,0,2
13206.7,1,4,3,4,0.66,120.5,-0.385,0.032325,0.415,0,2
13745.6,7,7,4,3,0.61,488.6,-0.09639,0.041265,0.275,0,2
13897,7,7,2,3,0.29,90,-0.133,0.04301,0.25,1,0
14983,4,6,4,4,0.9,130,-0.788,0.02701,0.28,0,3
14984,4,6,4,4,0.9,130,-0.788,0.02701,0.28,0,0
16121,5,7,2,3,0.23,10,-0.536,0.01701,0.52,0,3
17365,0,6,3,4,0.92,520,-0.835,0.04001,0.29,0,3
17366,0,6,3,4,0.92,520,-0.835,0.04001,0.29,0,0
17662,1,4,4,4,0.44,800,-0.929,0.04501,0.56,0,3
17679,5,5,1,4,0.9,270,-0.457,0.01701,0.4,1,3
17719,6,7,3,3,0.54,670,-0.086,0.03701,0.57,1,3
17911.3,1,2,1,4,0.09,212.2,-0.78648,0.016835,0.265,1,2
19954,5,6,2,4,0.22,870,-0.787,0.04101,0.3,1,3
19955,5,6,2,4,0.22,870,-0.787,0.04101,0.3,1,0
20012,5,7,2,3,0.73,640,-0.426,0.04501,0.45,0,3
20060,5,7,1,4,0.73,100,-0.064,0.04901,0.34,0,3
20595,3,7,3,3,0.06,840,-0.87,0.03901,0.45,1,0
21013,1,5,1,2,0.49,460,-0.818,0.02801,0.34,1,3
21014,1,5,1,2,0.49,460,-0.818,0.02801,0.34,1,0
21029,0,5,2,3,0.24,600,-0.514,0.02301,0.36,1,3
21030,0,5,2,3,0.24,600,-0.514,0.02301,0.36,1,0
21656,3,3,2,4,0.98,820,-0.285,0.04701,0.43,1,3
21784,4,7,1,4,0.57,960,-0.474,0.04201,0.28,0,3
21785,4,7,1,4,0.57,960,-0.474,0.04201,0.28,0,0
21853,4,7,3,4,0.75,380,-0.119,0.02901,0.39,0,3
21972,3,7,3,1,0.63,300,-0.369,0.03601,0.36,0,3
21973,3,7,3,1,0.63,300,-0.369,0.03601,0.36,0,0
22046,4,4,3,1,0.98,630,-0.56,0.04201,0.7,0,3
22074,0,5,1,2,0.59,140,-0.409,0.04601,0.56,1,3
22348,6,7,2,1,0.47,920,-0.634,0.03701,0.41,0,3
22534,4,7,4,2,0.7,400,-0.838,0.04701,0.3,1,0
23065,3,4,4,4,0.76,370,-0.794,0.02601,0.44,0,3
23365,2,5,3,2,0.96,180,-0.999,0.00701,0.25,0,3
23819,4,6,4,3,0.53,390,-0.824,0.04001,0.58,0,3
23865,3,2,2,1,0.67,580,-0.718,0.00601,0.26,1,3
24128,4,7,1,4,0.43,710,-0.624,0.04601,0.35,1,0
24130,3,5,1,2,0.86,620,-0.277,0.01401,0.29,1,3
24131,3,5,1,2,0.86,620,-0.277,0.01401,0.29,1,0
24814,1,7,1,1,0.68,260,-0.296,0.03001,0.75,1,3
25225,3,4,4,2,0.16,270,-0.81,0.02201,0.31,0,3
25226,3,4,4,2,0.16,270,-0.81,0.02201,0.31,0,0
25494,5,5,3,4,0.51,230,-0.5,0.03401,0.53,1,3
25806,3,7,4,3,0.81,540,-0.914,0.04001,0.61,0,3
26823,4,3,2,2,0.12,840,-0.963,0.03301,0.37,1,0
27266,7,7,2,4,0.75,190,-0.314,0.02201,0.46,0,3
28667,2,3,2,1,0.22,610,-0.814,0.02301,0.44,1,3
28942,3,6,2,4,0.14,420,-0.199,0.03901,0.28,1,0
29279,5,7,4,4,0.45,220,-0.696,0.02801,0.27,1,3
29280,5,7,4,4,0.45,220,-0.696,0.02801,0.27,1,0
29313,2,4,3,1,0.74,520,-0.049,0.02701,0.41,1,3
29368,6,5,4,4,0.71,810,-0.487,0.01501,0.49,0,3
29518,3,5,4,1,0.05,460,-0.23,0.03701,0.43,1,3
29519,3,5,4,1,0.05,460,-0.23,0.03701,0.43,1,0
30161,3,2,4,2,0.75,770,-0.566,0.04501,0.5,1,3
30372,2,2,1,2,0.24,940,-0.617,0.03301,0.26,1,0
30820,7,7,1,3,0.15,950,-0.245,0.02501,0.35,0,3
30970,3,6,4,3,0.1,710,-0.166,0.01901,0.42,0,3
31966,4,7,2,3,0.02,610,-0.63,0.02601,0.32,0,3
31967,4,7,2,3,0.02,610,-0.63,0.02601,0.32,0,0
