SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
5824,0,3,4,3,0.17,440,-0.199,0.04201,0.65,0,3
6023.6,0,7,4,4,0.55,293.8,-0.42245,0.024095,0.635,0,2
6183.9,6,7,2,3,0.67,16.9,-0.566723,0.0122075,0.65,0,2
6873,0,4,2,4,0.13,150,-0.194,0.04301,0.52,0,3
7128,1,7,4,3,0.8,36.45,-0.395388,0.0247075,0.54,0,2
7457.35,3,7,3,4,0.91,27.45,-0.431736,0.05,0.165,0,2
8040,3,7,3,3,0.27,140,-0.075,0.03501,0.56,0,0
8085.6,2,6,2,1,0.99,34.25,-0.38974,0.0383675,0.48,0,2
8310.4,2,7,3,4,0.2,275.9,-0.20235,0.042735,0.545,0,2
8336.8,3,5,4,2,0.98,30.9,-0.44978,0.045475,0.25,1,2
8428.75,1,3,2,3,0.72,33.85,-0.424937,0.05,0.275,0,2
8782,2,7,3,1,0.5,35.7,-0.77927,0.026445,0.63,0,2
9166,1,6,3,3,0.99,19.2,-0.60668,0.035425,0.32,0,2
9360.9,5,6,1,3,0.23,38.8,-0.60145,0.019915,0.25,1,2
9584.8,1,6,1,2,0.98,15.4,-0.44978,0.019795,0.7,1,2
9599.6,3,6,3,1,0.07,19.5,-0.32949,0.048085,0.57,1,2
9607,4,5,4,2,0.4,800,-0.27,0.01901,0.37,1,3
9608,4,5,4,2,0.4,800,-0.27,0.01901,0.37,1,0
9635,1,5,2,2,0.38,32.1,-0.56484,0.037615,0.38,0,2
9874.1,1,6,4,3,0.64,36.4,-0.4707,0.032495,0.4,1,2
9934.5,4,5,1,3,0.85,30.4,-0.63283,0.035795,0.53,0,2
9955.5,0,5,2,2,0.07,34.8,-0.75312,0.032795,0.7,0,2
10014.4,5,6,2,2,0.14,31.3,-0.34518,0.026955,0.64,0,2
10323.9,3,5,2,3,0.56,26.1,-0.33995,0.045155,0.29,0,2
10661.6,4,4,1,4,0.2,44.9,-0.72697,0.041965,0.61,1,2
11029.3,1,2,3,1,0.3,21.3,-0.52823,0.041165,0.41,0,2
11861,0,4,3,4,0.63,240,-0.355,0.03401,0.43,1,3
12190.6,3,7,4,4,0.98,137,-0.18788,0.036245,0.355,1,2
12430.6,3,5,4,2,0.44,776.3,-0.01408,0.046265,0.58,1,2
12749.7,2,4,4,4,0.2,405.6,-0.47859,0.047035,0.295,0,2
12809,5,5,1,2,0.62,550,-0.793,0.04501,0.36,1,0
13657,0,2,3,1,0.25,300,-0.373,0.04401,0.66,1,3
14450,0,2,3,1,0.12,80,-0.111,0.03601,0.46,0,3
14718.7,2,7,4,2,0.19,460.1,-1.19126,0.019645,0.6,1,2
15094,1,7,1,3,0.32,160,-0.407,0.02601,0.49,1,3
15523,2,6,2,2,0.95,30,-0.523,0.03601,0.5,0,3
15579,2,2,4,1,0.77,160,-0.182,0.03601,0.46,1,3
15620,4,5,4,4,0.8,810,-0.814,0.04301,0.36,1,0
15683.7,0,5,2,2,0.34,473.1,-0.66581,0.021695,0.735,1,2
17674,0,3,1,3,0.89,850,-0.103,0.00701,0.38,1,3
18118,3,3,2,3,0.67,870,-0.657,0.03701,0.53,0,3
18261,1,3,3,3,0.33,200,-0.244,0.04301,0.71,0,3
19846,0,4,2,3,0.31,960,-0.119,0.02701,0.59,0,3
20137,2,4,3,4,0.83,470,-0.198,0.00801,0.38,1,3
20143,0,7,4,3,0.74,880,-0.746,0.04601,0.48,0,3
23318,2,7,3,3,0.82,490,-0.903,0.04101,0.35,1,0
24405,4,5,1,3,0.77,990,-0.865,0.04801,0.89,0,3
24649,1,6,3,4,0.61,650,-0.011,0.03401,0.54,0,3
26057,5,6,4,2,0.66,830,-0.544,0.01701,0.36,0,3
27194,0,7,3,2,0.09,360,-0.821,0.03001,0.49,0,3
27435,1,6,2,3,0.76,330,-0.479,0.02201,0.51,0,3
29334,4,4,4,2,0.76,300,-0.14,0.03701,0.37,0,3
31511,6,7,4,2,0.17,210,-0.738,0.04901,0.39,1,0
