SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
15653.3,1,6,2,1,0.82,82.5,-0.492,0.014745,0.503,0,2
15947.5,1,3,2,4,0.48,215.8,-0.61061,0.034795,0.484,0,2
16090.7,2,3,1,4,0.3,127.1,-0.60885,0.031065,0.519,0,2
16231.6,0,5,4,3,0.32,138.1,-0.90405,0.015975,0.225,0,2
16292.3,4,7,3,2,0.92,138,-0.63345,0.031315,0.436,0,2
16306.5,3,6,1,1,0.84,95.6,-0.5043,0.022885,0.311,0,2
16363.2,0,2,4,2,0.51,161.1,-0.46125,0.026465,0.26,0,2
16396.7,2,7,3,3,0.81,132.7,-0.67035,0.032675,0.367,0,2
16475.7,0,7,2,2,0.03,123,-0.80565,0.031705,0.401,0,2
16583.2,4,7,2,3,0.89,127.9,-0.3444,0.034015,0.299,0,2
16592,3,7,4,3,0.98,140.8,-0.5904,0.019115,0.326,0,2
16635.8,0,7,1,2,0.86,150,-0.6396,0.017335,0.305,0,2
16642,6,7,1,4,0.36,102.9,-0.3567,0.013325,0.466,0,2
16764.8,6,7,4,4,0.41,131.1,-0.54735,0.031805,0.257,0,2
16865.4,5,6,3,1,0.18,164.6,-0.4305,0.018955,0.406,0,2
16980.6,1,2,4,2,0.77,165.2,-0.4428,0.024165,0.218,0,2
16998.3,1,3,3,3,0.59,89.8,-0.80565,0.029795,0.454,1,2
17003.1,4,5,2,3,0.67,108.8,-0.31365,0.013895,0.302,1,2
17978,6,6,3,4,0.95,139.3,-0.61061,0.049335,0.62,0,2
18246,1,3,4,4,0.89,770,-0.918,0.04201,0.36,1,3
18247,1,3,4,4,0.89,770,-0.918,0.04201,0.36,1,0
20478,0,4,4,3,0.03,660,-0.073,0.04301,0.48,1,3
20501,2,5,1,1,0.73,630,-0.992,0.03701,0.43,1,3
20756,3,4,2,4,0.93,950,-0.616,0.04301,0.39,0,3
20993,1,2,2,3,0.33,170,-0.75,0.04101,0.48,1,3
20994,1,2,2,3,0.33,170,-0.75,0.04101,0.48,1,0
22213,1,4,4,3,0.87,90,-0.075,0.03501,0.56,1,3
22795,5,5,2,4,0.04,600,-0.234,0.02201,0.41,0,3
23464,3,5,1,1,0.94,420,-0.241,0.03701,0.56,1,3
24976,5,5,3,3,0.7,280,-0.241,0.04901,0.67,0,3
25531,5,6,2,3,0.24,70,-0.277,0.02501,0.42,0,3
27454,1,3,3,3,1,120,-0.615,0.02301,0.35,0,3
28058,0,2,4,1,0.15,290,-0.216,0.03701,0.42,0,3
29399,6,7,2,3,0.23,950,-0.157,0.02201,0.46,1,3
29671,2,6,3,2,0.6,170,-0.793,0.04301,0.65,1,3
30506,1,3,2,1,0.27,510,-0.377,0.02401,0.37,0,3
30563,5,5,3,3,0.47,790,-0.06,0.03701,0.56,0,3
