SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
2162,3,5,1,3,0.41,360,-0.922,0.01901,0.25,1,0
2683,0,4,3,4,0.22,530,-0.746,0.03001,0.28,1,3
2684,0,4,3,4,0.22,530,-0.746,0.03001,0.28,1,0
4096,5,5,2,3,0.81,370,-0.384,0.01501,0.38,0,3
5376,4,4,1,2,0.91,950,-0.781,0.03501,0.39,0,3
6018.95,3,6,4,4,0.47,38.975,-0.645036,0.0223888,0.265,0,2
7051,4,5,4,1,0.75,520,-0.835,0.02101,0.33,0,3
7529,1,5,2,3,0.26,350,-0.92,0.04401,0.61,1,3
8044,0,2,1,4,0.38,850,-0.812,0.04401,0.25,1,0
8534,2,7,4,1,0.37,580,-0.027,0.03601,0.32,1,0
9057.3,3,4,1,4,0.55,50.1,-0.69955,0.05,0.535,1,2
9127.8,1,3,2,3,0.32,27.95,-0.515318,0.05,0.21,0,2
9314.3,3,4,1,2,0.13,39.85,-0.604166,0.05,0.33,1,2
9748.7,1,7,1,1,0.5,43.7,-1.03698,0.05,0.555,1,2
10019,6,6,4,1,0.12,770,-0.501,0.03201,0.4,0,3
10320,5,6,2,3,0.3,630,-0.992,0.03801,0.28,1,3
10321,5,6,2,3,0.3,630,-0.992,0.03801,0.28,1,0
10483,7,7,2,2,0.86,590,-0.852,0.03801,0.29,0,3
10484,7,7,2,2,0.86,590,-0.852,0.03801,0.29,0,0
10673,4,5,1,3,0.77,380,-0.437,0.03201,0.46,1,3
11057,4,3,4,3,0.4,210,-0.831,0.02001,0.51,0,3
11292.9,3,7,3,4,0.8,49.75,-0.533088,0.0419775,0.25,1,2
11541.4,5,6,3,2,0.58,62.9,-1.21804,0.024745,0.785,0,2
11800,3,7,4,1,0.86,560,-0.557,0.02301,0.39,0,3
12277,5,6,1,1,0.2,780,-0.755,0.03501,0.48,1,3
12718.8,1,3,3,3,0.13,257.8,-0.87132,0.025355,0.42,1,2
13754.2,3,5,4,4,0.84,148.8,-0.46455,0.05,0.285,0,2
14584,3,7,4,1,0.99,690,-0.872,0.03801,0.32,1,0
15053,0,5,4,3,0.31,190,-0.992,0.03301,0.3,1,0
15488.1,0,7,2,4,0.14,71.8,-0.39488,0.015145,0.18,0,2
15547,4,3,2,1,0.02,410,-0.759,0.01801,0.34,0,3
15944.8,1,2,1,3,0.84,669.7,-0.73882,0.05,0.71,0,2
15998,3,5,3,4,0.72,240,-0.209,0.00201,0.25,1,3
16147.2,1,3,2,4,0.47,38.1,-0.44424,0.041495,0.36,0,2
16163,5,5,1,3,0.27,570,-0.55,0.04701,0.36,1,0
16333,1,7,1,1,0.13,300,-0.912,0.02201,0.3,1,0
16545,1,7,1,3,0.07,90,-0.409,0.00701,0.33,0,3
16588.7,2,3,3,1,0.63,337.6,-0.27472,0.035675,0.3,0,2
17538.8,3,6,3,3,0.78,617.2,-0.34506,0.034005,0.47,1,2
17700,4,4,4,3,0.92,70,-0.823,0.04901,0.55,0,3
18433.3,2,7,2,3,0.09,414.6,-0.0464,0.013335,0.19,1,2
18642.9,2,6,4,3,0.58,534.3,-0.30192,0.037145,0.61,1,2
18887,0,1,4,3,0.68,540,-0.625,0.01501,0.26,0,3
18992,0,6,4,2,0.78,750,-0.577,0.03901,0.52,1,3
18999,4,7,4,4,0.4,480,-0.095,0.00201,0.36,1,3
19012,0,6,4,4,0.42,80,-0.81,0.02301,0.37,0,3
19066,2,2,4,3,0.32,140,-0.238,0.04901,0.49,1,3
19893,5,6,1,2,0.8,570,-0.724,0.04601,0.53,0,3
19897,2,6,4,1,0.35,850,-0.203,0.01501,0.56,1,3
20780,4,3,4,2,0.13,630,-0.08,0.03601,0.42,0,3
21012,0,7,4,3,0.58,290,-0.822,0.02101,0.44,0,3
22428,3,6,1,1,0.4,470,-0.007,0.01701,0.45,1,3
23570,6,7,2,4,0.62,140,-0.489,0.03901,0.25,1,3
23571,6,7,2,4,0.62,140,-0.489,0.03901,0.25,1,0
23962,7,6,2,1,0.69,460,-0.663,0.04001,0.25,1,0
24388,4,4,4,3,0.12,580,-0.404,0.04801,0.38,0,3
24389,4,4,4,3,0.12,580,-0.404,0.04801,0.38,0,0
24660,1,2,3,4,0.19,460,-0.63,0.03601,0.55,1,3
24808,0,3,4,2,0.52,970,-0.178,0.04601,0.43,1,0
25170,4,3,3,2,0.01,980,-0.187,0.04101,0.33,0,3
25556,1,4,4,2,0.53,780,-0.772,0.04401,0.59,0,3
26073,2,3,1,1,0.97,910,-0.845,0.02901,0.51,0,3
26210,2,2,2,2,0.64,530,-0.37,0.00501,0.38,1,3
26304,4,6,4,3,0.32,410,-0.141,0.04101,0.57,1,3
26677,1,2,2,2,0.23,50,-0.617,0.02801,0.28,0,3
26678,1,2,2,2,0.23,50,-0.617,0.02801,0.28,0,0
27782,5,5,2,2,0.21,90,-0.022,0.03801,0.54,0,3
29144,7,6,4,2,0.02,240,-0.479,0.02201,0.31,1,0
29255,0,4,2,1,0.89,730,-0.46,0.02301,0.33,0,3
30926,3,3,3,1,0.61,520,-0.058,0.00901,0.3,1,3
31044,5,6,1,3,0.65,440,-0.639,0.03101,0.44,1,3
31045,5,6,1,3,0.65,440,-0.639,0.03101,0.44,1,0
31243,2,6,3,4,0.13,690,-0.697,0.04601,0.66,1,3
31486,3,5,3,4,0.61,640,-0.272,0.02701,0.46,1,3
