SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
2721,0,3,2,4,0.6,100,-0.268,0.01801,0.35,0,3
7531,1,3,3,2,0.54,70,-0.425,0.02001,0.28,0,3
10902,3,5,1,2,0.88,360,-0.841,0.04601,0.26,0,3
10903,3,5,1,2,0.88,360,-0.841,0.04601,0.26,0,0
11338,1,6,3,4,0.32,210,-0.032,0.02501,0.42,0,3
11606.7,3,6,2,4,0.76,28.7,-0.40488,0.025115,0.505,0,2
12491,3,4,1,3,0.3,720,-0.293,0.03601,0.28,0,3
12492,3,4,1,3,0.3,720,-0.293,0.03601,0.28,0,0
12904.1,3,7,1,4,0.96,150,-0.3298,0.05,0.165,1,2
12928.5,6,7,3,4,0.94,159.4,-0.87472,0.029515,0.6,0,2
12956.1,5,7,2,4,0.63,404.5,-1.14807,0.05,0.69,0,2
13143.2,2,3,4,2,0.57,140.7,-1.263,0.023715,0.23,0,1
13191,0,7,4,1,0.85,110,-0.735,0.02101,0.34,0,3
13409,1,5,4,2,0.5,70,-0.311,0.03501,0.33,1,0
13981.3,4,5,4,3,0.3,187.7,-0.3201,0.05,0.155,0,2
14477.3,2,5,3,4,0.03,146.5,-0.2619,0.031925,0.375,0,2
14585.9,3,5,1,3,0.62,199.1,-1.11683,0.05,0.45,1,2
14649,1,7,1,4,0.85,900,-0.78,0.03001,0.48,1,3
14766.2,0,7,1,2,0.41,269.4,-0.6348,0.016185,0.435,0,2
14850.6,2,7,3,2,0.9,169.9,-1.22094,0.006135,0.305,0,2
15014.8,3,7,1,4,0.21,109.4,-1.03566,0.038315,0.28,0,2
15247.6,4,5,3,3,0.33,123.2,-1.0104,0.05,0.22,1,2
16076,4,6,4,4,0.46,460,-0.941,0.03801,0.38,0,3
16077,4,6,4,4,0.46,460,-0.941,0.03801,0.38,0,0
16313,6,7,4,3,0.58,590,-0.125,0.02401,0.49,1,3
16337,2,7,4,4,0.21,440,-0.479,0.03101,0.44,1,3
16338,2,7,4,4,0.21,440,-0.479,0.03101,0.44,1,0
16539.1,6,6,1,4,0.51,181.3,-1.20171,0.012405,0.36,0,2
16597,4,5,2,3,0.61,850,-0.645,0.01701,0.3,1,3
17059.7,0,7,1,3,0.63,872.7,-0.46215,0.036415,0.43,1,2
17122.9,5,6,1,1,0.45,181.3,-1.06488,0.003535,0.345,0,2
17174.1,7,7,2,4,0.75,803.1,-0.41109,0.048415,0.885,0,2
17184,1,4,1,1,0.91,740,-0.811,0.02501,0.37,1,0
17303.5,0,6,2,3,0.56,100,-0.71321,0.013265,0.16,0,2
17307,5,6,4,4,0.08,380,-0.8,0.03201,0.52,1,3
17424,2,2,2,3,0.67,860,-0.671,0.03501,0.25,1,0
17769,6,6,3,2,0.7,130,-0.217,0.03801,0.36,1,0
18047.6,0,3,4,4,0.85,501.8,-0.59085,0.038775,0.52,0,2
18175.5,0,5,3,3,0.52,180.2,-1.35803,0.035135,0.24,1,2
18238.5,2,5,1,1,0.34,186.7,-1.09424,0.019705,0.23,0,2
18588.7,6,7,1,3,0.54,107,-1.18217,0.026305,0.38,0,2
18672.4,1,3,2,4,0.76,186.4,-1.23102,0.028655,0.39,1,2
18982,0,6,1,4,0.61,770,-0.819,0.03401,0.56,1,3
19663,1,3,1,4,0.68,30,-0.723,0.02401,0.35,0,3
19664,1,3,1,4,0.68,30,-0.723,0.02401,0.35,0,0
19774,2,4,3,2,0.13,590,-0.799,0.01201,0.44,1,3
19929,4,4,3,1,0.49,410,-0.19,0.02501,0.35,1,0
20066,0,7,3,4,0.12,290,-0.091,0.03001,0.4,1,3
20067,0,7,3,4,0.12,290,-0.091,0.03001,0.4,1,0
20092,3,4,3,2,0.14,810,-0.685,0.03401,0.27,0,3
20093,3,4,3,2,0.14,810,-0.685,0.03401,0.27,0,0
21473,3,7,1,4,0.77,600,-0.498,0.04101,0.59,0,3
21771,4,3,4,3,0.53,460,-0.975,0.04301,0.28,1,0
22543,0,5,2,4,0.65,150,-0.485,0.04001,0.27,1,0
23256,3,5,1,3,0.79,300,-0.354,0.04301,0.59,0,3
23885,4,3,3,4,0.48,960,-0.079,0.03201,0.41,1,3
24681,0,2,2,4,0.73,150,-0.842,0.04401,0.38,1,3
24682,0,2,2,4,0.73,150,-0.842,0.04401,0.38,1,0
25497,0,5,2,4,0.75,300,-0.781,0.04801,0.48,1,3
26174,1,7,4,4,0.5,540,-0.796,0.04401,0.56,0,3
26332,1,4,1,4,0.57,980,-0.179,0.04601,0.46,1,3
26333,1,4,1,4,0.57,980,-0.179,0.04601,0.46,1,0
26921,4,3,1,2,0.17,940,-0.829,0.03901,0.29,0,3
26922,4,3,1,2,0.17,940,-0.829,0.03901,0.29,0,0
27219,1,2,4,3,0.23,520,-0.09,0.02901,0.51,0,3
28638,3,3,3,1,0.43,640,-0.352,0.02401,0.29,0,3
28813,7,6,3,1,0.13,410,-0.19,0.02701,0.32,0,3
28823,1,7,4,1,0.57,400,-0.69,0.01901,0.43,1,3
29437,1,3,2,4,0.63,190,-0.918,0.00701,0.35,1,3
29808,2,4,4,2,0.1,890,-0.591,0.03901,0.36,1,3
29809,2,4,4,2,0.1,890,-0.591,0.03901,0.36,1,0
29990,5,5,2,2,0.08,90,-0.732,0.03201,0.61,0,3
30472,0,1,4,2,0.57,840,-0.504,0.04901,0.4,1,0
30492,0,3,2,3,0.92,650,-0.579,0.04401,0.61,1,3
30680,0,2,2,2,0.36,640,-0.58,0.04501,0.56,1,3
31072,0,2,2,3,0.68,930,-0.353,0.03401,0.27,0,3
31073,0,2,2,3,0.68,930,-0.353,0.03401,0.27,0,0
31487,1,2,1,4,0.84,160,-0.977,0.02401,0.32,1,3
31488,1,2,1,4,0.84,160,-0.977,0.02401,0.32,1,0
31774,2,6,3,2,0.75,750,-0.585,0.02701,0.4,0,3
