SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
653,0,5,3,4,1,950,-0.036,0.02801,0.33,0,3
937.7,2,4,3,4,0.57,791.5,-0.04464,0.022585,0.285,0,2
1588.24,2,5,1,4,0.33,20.9586,-0.0278347,0.0103419,0.121289,0,2
1645.84,3,4,4,2,0.68,15.4344,-0.0277076,0.0135277,0.245156,0,2
1675.74,0,7,4,4,0.38,15.9344,-0.0193191,0.0138077,0.245156,0,2
1727.24,5,7,2,3,0.31,20.3586,-0.0751537,0.00849191,0.141289,0,2
1839.52,3,6,2,3,0.66,19.5293,-0.035222,0.015546,0.120645,0,2
1934.54,4,6,4,2,0.39,22.1344,-0.0266908,0.0121177,0.215156,0,2
2068,5,5,1,1,0.11,770,-0.549,0.03201,0.26,0,0
2613.29,0,6,2,3,0.81,18.6687,-0.0254198,0.0100753,0.190312,0,2
2660.54,3,7,4,4,0.95,23.4586,-0.0573395,0.00612191,0.131289,0,2
2828.94,3,5,3,4,0.8,24.0586,-0.0528859,0.0101619,0.191289,0,2
3096.87,0,6,4,4,0.59,17.3172,-0.0556694,0.00754383,0.142578,0,2
3640.83,0,4,2,1,0.96,22.4375,-0.0198674,0.0213906,0.330625,0,2
3828.24,0,5,3,2,0.22,20.8344,-0.028216,0.0121977,0.0951562,0,2
3837.94,1,3,3,3,0.24,15.3586,-0.0506592,0.00541191,0.0912891,0,2
3861.38,0,3,2,2,0.61,20.5375,-0.0170603,0.0124506,0.300625,0,2
3959.28,2,3,1,4,0.81,19.1375,-0.0156532,0.0144806,0.270625,0,2
4290.03,6,7,4,4,0.41,20.8375,-0.0320216,0.0151206,0.500625,0,2
4813.88,6,7,1,3,0.27,25.5375,-0.0249748,0.0188006,0.340625,0,2
4953,3,7,4,3,0.26,380,-0.176,0.04301,0.47,0,3
5023,0,3,4,2,0.81,220,-0.602,0.02501,0.47,0,3
5733.63,1,2,4,4,0.39,15.9375,-0.0144915,0.0253306,0.620625,0,2
5761.33,1,2,3,4,0.99,21.0375,-0.0212698,0.0128806,0.760625,0,2
5983.4,5,7,3,2,0.64,21.425,-0.0231619,0.0491863,0.21125,0,2
6139,3,5,4,2,0.94,510,-0.646,0.04501,0.42,0,3
6171.33,0,4,1,2,0.64,23.0375,-0.0308529,0.0270806,0.400625,0,2
6380.03,1,5,3,2,0.14,27.2375,-0.0301517,0.0108006,0.430625,0,2
6571.55,0,3,2,4,0.41,19.275,-0.0175879,0.0129413,0.32125,0,2
6618.55,2,7,4,3,0.34,25.075,-0.0226792,0.0252713,0.45125,0,2
6628.35,2,2,4,4,0.79,18.675,-0.0122653,0.0196313,0.23125,0,1
6722,5,6,1,1,0.15,300,-0.856,0.01801,0.35,0,3
7224.05,1,7,4,4,0.71,18.475,-0.0233734,0.0202413,0.56125,0,2
7434,1,2,1,2,0.52,760,-0.485,0.01401,0.3,0,3
7993,6,7,4,3,0.22,427.8,-0.7672,0.05,0.225,0,2
9637.5,2,4,3,4,0.73,19.35,-0.023142,0.0182825,0.4425,0,2
