SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
3696,4,7,1,2,0.76,860,-0.672,0.04201,0.59,0,3
4438,3,6,4,2,0.37,30,-0.819,0.00301,0.26,0,3
5555,3,7,4,2,0.52,90,-0.368,0.01501,0.43,0,3
7161,4,5,1,2,0.67,170,-0.263,0.04301,0.4,0,3
7162,4,5,1,2,0.67,170,-0.263,0.04301,0.4,0,0
8786.5,2,6,4,4,0.79,60.8,-0.361233,0.0218125,0.635,0,2
10116,1,2,3,3,0.23,910,-0.224,0.03501,0.57,0,3
11429,0,5,1,2,0.55,380,-0.979,0.02201,0.29,0,3
11481,5,7,2,3,0.98,30,-0.81,0.02601,0.49,0,3
12290.9,1,3,1,4,0.38,117.3,-0.7686,0.017965,0.175,1,2
13446,4,4,4,3,0.81,540,-0.508,0.02301,0.78,0,3
13672.8,0,2,3,1,1,61,-0.25988,0.016065,0.51,0,2
14114.4,4,6,3,4,0.02,96.3,-0.23852,0.011835,0.21,0,2
14395.9,3,5,1,3,0.72,86,-0.36668,0.019075,0.42,0,2
14410,3,7,3,1,0.34,830,-0.389,0.03901,0.39,0,3
14411,3,7,3,1,0.34,830,-0.389,0.03901,0.39,0,0
14476.3,1,7,3,2,0.84,232.5,-0.8418,0.040545,0.145,1,2
14580,2,7,1,4,0.92,640,-0.811,0.03301,0.5,1,0
14679.9,2,7,4,1,0.48,39.4,-0.29192,0.015205,0.43,0,2
15017,1,3,4,4,0.91,300,-0.938,0.00601,0.33,0,3
15775.7,3,3,2,3,0.52,104.7,-0.3738,0.009235,0.45,0,2
15796.1,2,4,1,2,0.44,67.7,-0.40584,0.015965,0.41,0,2
15831,1,6,2,4,0.47,68.4,-0.3916,0.007675,0.3,1,2
16034.9,1,2,4,4,0.9,62.9,-0.32396,0.007035,0.24,0,2
16110,0,6,2,3,0.16,710,-0.347,0.04901,0.58,0,3
16499,5,5,1,1,0.93,99.8,-0.31328,0.011945,0.48,0,2
16579.4,3,7,2,3,0.96,90.8,-0.43788,0.009905,0.29,0,2
16675.9,5,6,1,4,0.45,101.2,-0.28124,0.016205,0.55,1,2
17005,4,7,3,3,0.56,130,-0.788,0.03201,0.29,0,3
17006,4,7,3,3,0.56,130,-0.788,0.03201,0.29,0,0
17531,4,6,3,4,0.61,380,-0.792,0.01601,0.38,1,0
17900,2,4,3,2,0.98,570,-0.656,0.04301,0.36,0,3
17901,2,4,3,2,0.98,570,-0.656,0.04301,0.36,0,0
18208,1,3,1,3,0.64,200,-0.405,0.02701,0.38,1,3
18209,1,3,1,3,0.64,200,-0.405,0.02701,0.38,1,0
18218.3,2,6,2,2,0.7,231.2,-1.14646,0.011995,0.155,1,2
18254,1,7,1,3,0.78,940,-0.566,0.03701,0.52,1,3
18255,1,7,1,3,0.78,940,-0.566,0.03701,0.52,1,0
18541,2,3,1,4,0.76,80,-0.238,0.02501,0.34,1,0
18836,0,4,1,1,0.16,550,-0.687,0.03801,0.34,1,0
19023,1,3,1,4,0.69,990,-0.369,0.02701,0.54,1,3
20113,3,7,1,1,0.97,470,-0.213,0.03101,0.43,1,0
21212,2,5,2,4,0.93,930,-0.25,0.04401,0.26,0,3
21213,2,5,2,4,0.93,930,-0.25,0.04401,0.26,0,0
21248,4,7,1,2,0.43,380,-0.918,0.03301,0.44,1,3
21249,4,7,1,2,0.43,380,-0.918,0.03301,0.44,1,0
21467,3,4,4,3,0.3,520,-0.09,0.02401,0.64,0,3
22367,2,4,4,1,0.99,740,-0.3,0.01401,0.3,1,0
22436,4,6,1,1,0.35,280,-0.394,0.02601,0.58,0,3
22608,3,4,1,4,0.31,410,-0.213,0.04501,0.72,1,3
22984,3,7,3,2,0.54,170,-0.464,0.04801,0.87,1,3
23090,0,3,1,4,0.07,750,-0.07,0.01601,0.25,1,3
23091,0,3,1,4,0.07,750,-0.07,0.01601,0.25,1,0
24023,0,7,3,3,0.03,50,-0.883,0.01201,0.51,1,3
24056,6,5,2,4,0.76,910,-0.465,0.01401,0.39,0,3
24180,1,4,1,3,0.01,230,-0.023,0.02501,0.45,1,3
24297,4,6,4,3,0.58,300,-0.436,0.02401,0.41,1,0
24394,2,5,3,2,0.57,250,-0.827,0.04001,0.37,0,3
24543,1,4,1,4,0.58,170,-0.915,0.03001,0.29,1,0
24569,3,2,4,3,0.56,620,-0.346,0.01301,0.27,1,0
24591,1,1,2,3,0.73,920,-0.771,0.03801,0.43,0,3
25784,3,4,3,3,0.88,630,-0.345,0.04501,0.62,0,3
26602,5,7,2,4,0.5,440,-0.109,0.04201,0.57,1,3
26603,5,7,2,4,0.5,440,-0.109,0.04201,0.57,1,0
27135,1,5,3,4,0.74,70,-0.356,0.01301,0.38,1,3
27136,1,5,3,4,0.74,70,-0.356,0.01301,0.38,1,0
27620,7,6,4,3,0.53,480,-0.779,0.01801,0.27,0,3
28961,5,4,4,2,0.82,860,-0.202,0.02301,0.29,1,0
29017,4,3,1,1,0.02,720,-0.098,0.00501,0.34,0,3
29115,3,7,1,2,0.69,530,-0.708,0.01101,0.45,0,3
29601,3,3,3,1,0.42,650,-0.547,0.02001,0.47,0,3
29912,7,7,1,4,0.12,180,-0.803,0.03501,0.43,0,3
29970,6,5,2,3,0.18,320,-0.464,0.03701,0.42,1,0
29996,1,6,3,4,0.55,740,-0.148,0.04201,0.43,1,3
29997,1,6,3,4,0.55,740,-0.148,0.04201,0.43,1,0
30092,1,6,4,2,0.7,370,-0.862,0.01801,0.25,1,3
30093,1,6,4,2,0.7,370,-0.862,0.01801,0.25,1,0
30276,5,5,4,4,0.37,290,-0.419,0.02201,0.3,1,0
30875,0,3,1,1,0.87,120,-0.123,0.01401,0.29,1,3
30876,0,3,1,1,0.87,120,-0.123,0.01401,0.29,1,0
31654,2,7,2,2,0.85,880,-0.926,0.04601,0.32,1,0
31886,4,4,4,3,0.99,910,-0.191,0.02801,0.62,0,3
