SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
12898,0,7,4,4,0.46,220,-0.147,0.03901,0.36,0,0
13360,3,6,1,3,0.14,910,-0.132,0.04401,0.43,1,0
13721,0,4,1,3,0.75,40,-0.766,0.03101,0.28,1,0
13935,5,7,4,2,0.66,400,-0.565,0.03601,0.31,0,0
14113,5,6,4,4,0.85,920,-0.987,0.01601,0.27,0,0
14418,2,6,1,1,0.91,290,-0.559,0.04101,0.32,0,3
14462.2,0,5,3,4,0.95,316.8,-0.4092,0.008125,0.18,0,2
15472,3,7,1,1,0.93,950,-0.466,0.01901,0.44,0,3
15742,2,4,3,4,0.94,280,-0.798,0.02401,0.32,0,3
15743,2,4,3,4,0.94,280,-0.798,0.02401,0.32,0,0
15867.6,3,7,3,3,0.67,457.3,-0.26085,0.025795,0.165,1,2
16158,0,5,2,3,0.93,120,-0.375,0.01501,0.37,0,3
16482.4,2,5,1,3,0.74,359.8,-0.34075,0.05,0.335,0,2
16600,3,5,4,1,0.49,570,-0.752,0.04601,0.41,1,3
17230,2,7,2,2,0.8,20,-0.76,0.03301,0.4,0,3
17326.6,1,4,3,3,0.14,803.9,-0.13865,0.042525,0.215,0,2
17345,6,5,2,1,0.94,550,-0.343,0.04601,0.47,0,3
17970,1,2,3,2,0.14,60,-0.779,0.01601,0.34,0,3
18271.9,0,7,2,2,0.3,745.6,-0.1363,0.045685,0.235,1,2
18653,0,1,2,1,0.76,30,-0.254,0.04001,0.27,1,0
18704,3,6,3,1,0.44,40,-0.803,0.02901,0.27,1,3
18705,3,6,3,1,0.44,40,-0.803,0.02901,0.27,1,0
18871,3,5,4,4,0.28,890,-0.532,0.01701,0.34,0,3
20404,3,5,4,3,0.64,190,-0.122,0.01901,0.48,1,3
20588,1,4,2,1,0.4,720,-0.617,0.03201,0.44,1,3
21373,1,4,1,1,0.36,890,-0.611,0.04501,0.53,0,3
21548,4,5,1,4,0.55,440,-0.248,0.03001,0.26,1,3
21549,4,5,1,4,0.55,440,-0.248,0.03001,0.26,1,0
22629,4,4,2,3,0.44,780,-0.173,0.03701,0.58,0,3
22853,1,4,1,4,0.69,230,-0.12,0.04001,0.45,0,3
22903,1,6,3,3,0.54,280,-0.852,0.04801,0.4,1,3
22904,1,6,3,3,0.54,280,-0.852,0.04801,0.4,1,0
23201,1,3,4,3,0.99,340,-0.966,0.03101,0.35,1,3
23202,1,3,4,3,0.99,340,-0.966,0.03101,0.35,1,0
23764,1,5,2,4,0.8,870,-0.192,0.03201,0.46,0,3
23906,0,1,2,1,0.47,320,-0.248,0.04501,0.35,0,3
24752,2,4,3,3,0.55,290,-0.744,0.01001,0.3,0,3
25663,6,7,1,1,0.11,670,-0.873,0.03601,0.6,0,3
26177,4,4,2,3,0.23,250,-0.938,0.00101,0.25,1,3
26817,3,6,4,3,0.11,840,-0.574,0.01501,0.39,0,3
27266,6,6,1,2,0.85,190,-0.387,0.04401,0.56,0,3
27287,3,2,2,3,0.46,250,-0.38,0.02801,0.42,0,3
27834,3,5,2,1,0.98,520,-0.308,0.02401,0.37,0,3
28498,2,5,3,2,0.32,710,-0.2,0.02801,0.5,1,3
28665,0,5,3,4,0.05,980,-0.064,0.01701,0.29,1,3
28666,0,5,3,4,0.05,980,-0.064,0.01701,0.29,1,0
28720,1,2,4,3,0.11,870,-0.471,0.00601,0.31,1,3
29071,5,7,2,2,0.77,510,-0.913,0.00901,0.43,1,3
30013,4,5,4,4,0.88,340,-0.557,0.04401,0.4,0,3
30014,4,5,4,4,0.88,340,-0.557,0.04401,0.4,0,0
30310,2,7,4,2,0.95,590,-0.235,0.04301,0.29,0,3
30311,2,7,4,2,0.95,590,-0.235,0.04301,0.29,0,0
31305,1,2,3,3,0.06,570,-0.145,0.01901,0.45,0,3
