SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
15891.9,0,6,4,4,0.98,860,-0.61712,0.026945,0.42,0,2
16001.5,1,2,2,4,0.82,553,-0.8128,0.045995,0.485,0,2
16151.5,1,7,1,4,0.53,33.8,-0.62144,0.012825,0.235,1,2
16225,2,3,4,3,0.34,610,-0.868,0.02001,0.55,0,3
16562.1,3,4,4,3,0.66,527.6,-0.93639,0.028785,0.25,0,2
17206,1,6,1,1,0.97,570,-0.542,0.04201,0.34,0,3
17207,1,6,1,1,0.97,570,-0.542,0.04201,0.34,0,0
17476,0,2,4,1,0.29,560,-0.824,0.04901,0.56,0,3
17600.5,0,7,1,2,0.55,27.1,-0.4855,0.022225,0.385,1,2
17605.7,0,4,2,1,0.59,42.1,-0.72825,0.016025,0.185,0,2
17778.9,1,6,2,3,0.97,24,-0.89332,0.017445,0.375,0,2
18063,5,6,1,1,0.79,380,-0.69,0.03501,0.32,1,0
18218,4,5,1,3,0.66,700,-0.479,0.04501,0.42,0,3
18346,3,4,4,4,0.3,60,-0.243,0.00901,0.27,1,3
18347,3,4,4,4,0.3,60,-0.243,0.00901,0.27,1,0
18556,3,3,1,2,0.91,460,-0.088,0.01901,0.31,0,3
18686,1,5,1,2,0.19,600,-0.167,0.04301,0.6,1,3
18855,2,2,1,4,0.32,420,-0.914,0.03301,0.35,1,0
19284,0,4,2,2,0.79,140,-0.102,0.02601,0.37,0,3
20589,1,4,3,4,0.12,340,-0.208,0.00501,0.31,1,3
20772,1,4,2,2,0.04,510,-0.465,0.01501,0.42,1,3
21142,2,5,2,3,0.1,400,-0.284,0.03201,0.45,0,3
21280,0,2,2,4,0.03,860,-0.415,0.03901,0.5,0,3
21281,0,2,2,4,0.03,860,-0.415,0.03901,0.5,0,0
21700,3,7,4,4,0.48,700,-0.98,0.03501,0.56,0,3
22250,1,4,1,2,0.92,520,-0.803,0.03601,0.46,1,3
22442,0,2,2,2,0.07,80,-0.817,0.01301,0.36,0,3
22791,3,7,1,4,0.73,360,-0.885,0.01101,0.29,0,3
22792,3,7,1,4,0.73,360,-0.885,0.01101,0.29,0,0
24918,2,7,1,4,0.6,20,-0.045,0.04301,0.75,1,3
24980,2,7,2,2,0.24,540,-0.876,0.01501,0.47,1,3
26286,5,5,4,2,0.15,780,-0.556,0.04001,0.35,0,3
26298,1,6,2,3,0.43,290,-0.56,0.04201,0.52,1,3
27604,1,7,2,3,0.32,720,-0.551,0.02601,0.4,0,3
27644,7,6,1,2,0.69,880,-0.7,0.03501,0.48,1,3
27760,0,7,3,2,0.71,340,-0.023,0.02801,0.3,0,3
28277,3,5,4,3,0.86,930,-0.637,0.03001,0.38,0,3
28278,3,5,4,3,0.86,930,-0.637,0.03001,0.38,0,0
28848,2,4,3,1,0.39,970,-0.382,0.02201,0.49,1,3
29035,1,7,3,4,0.28,40,-0.971,0.01901,0.35,1,3
30157,1,7,2,4,0.52,520,-0.036,0.03001,0.28,1,0
31767,1,5,2,4,0.13,710,-0.826,0.04301,0.32,0,3
