SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
9474,1,7,4,3,0.99,120.7,-0.938475,0.0315525,0.3725,0,2
9479.75,2,4,2,4,0.05,150.75,-0.75951,0.03424,0.5925,0,2
9532.05,1,2,1,4,0.83,123.05,-0.317627,0.03096,0.4425,0,2
9896,4,6,4,2,0.71,150,-0.122,0.03401,0.45,0,3
10430.2,2,6,4,3,0.83,155.6,-0.38412,0.05,0.2875,0,2
10531,0,2,4,3,0.43,850,-0.91,0.02901,0.38,1,3
10532,0,2,4,3,0.43,850,-0.91,0.02901,0.38,1,0
10732.2,0,4,2,4,0.82,21.4,-0.99051,0.031845,0.325,0,2
10902,3,5,1,2,0.88,360,-0.841,0.04601,0.36,0,3
11219.8,1,5,2,4,0.59,29.9,-0.99051,0.024775,0.445,1,2
11338,1,6,3,4,0.32,210,-0.032,0.02501,0.52,0,3
11344.1,1,6,2,2,0.9,155.4,-0.7178,0.05,0.395,0,2
11451,2,6,2,1,0.69,620,-0.869,0.03501,0.44,0,3
11622.7,1,7,1,4,0.39,16.7,-0.98328,0.029495,0.605,0,2
11698.7,3,6,2,4,0.83,44.7,-0.69408,0.014245,0.485,1,2
11883.5,4,4,2,2,0.21,26.2,-0.55671,0.026035,0.645,0,2
12005.5,2,6,2,2,0.98,23.1,-0.88206,0.035255,0.465,0,2
12065.2,1,7,1,4,0.26,108.2,-0.24735,0.024125,0.385,0,2
12349,1,7,2,3,0.97,130,-0.494,0.03001,0.61,1,3
12460.4,0,1,3,4,0.98,25.1,-0.80253,0.012445,0.495,1,1
12491,3,4,1,3,0.3,720,-0.293,0.03601,0.38,0,3
12635,4,6,4,2,0.79,191.3,-0.48985,0.05,0.465,1,2
12640,1,7,2,4,0.11,610,-0.091,0.03801,0.54,1,3
12855.9,1,3,3,3,0.96,170.6,-0.34435,0.040785,0.215,1,2
12942.4,3,7,2,2,0.06,40.8,-0.62901,0.025325,0.575,0,2
13408,1,5,4,2,0.5,70,-0.311,0.03501,0.43,1,3
13868.2,2,6,3,4,0.11,406.6,-0.42955,0.05,0.66,0,2
13994.9,1,3,2,3,0.64,105.9,-0.28615,0.05,0.385,0,2
14010.5,2,3,3,2,0.79,135.7,-0.65475,0.05,0.425,1,2
14239.4,5,7,2,3,0.48,136,-0.26675,0.035585,0.395,0,2
14239.6,2,3,1,4,0.04,133.3,-0.4462,0.030695,0.255,0,2
14265.6,2,3,4,2,0.54,155,-0.62565,0.027605,0.385,1,2
14308.9,3,6,3,4,0.17,143.6,-1.0104,0.040485,0.4,0,2
14983.7,0,4,3,4,0.75,574.7,-0.23986,0.05,0.77,1,1
15576.4,2,3,4,4,0.16,149.5,-1.0104,0.043205,0.6,1,2
15940.6,4,5,1,4,0.38,558.7,-0.2925,0.037775,0.56,1,2
16057.3,1,5,1,4,0.55,524.7,-0.21659,0.049215,0.71,0,2
16076,4,6,4,4,0.46,460,-0.941,0.03801,0.48,0,3
16337,2,7,4,4,0.21,440,-0.479,0.03101,0.54,1,3
16597,4,5,2,3,0.61,850,-0.645,0.01701,0.4,1,3
16598,4,5,2,3,0.61,850,-0.645,0.01701,0.4,1,0
16685.6,4,6,4,1,0.35,421,-0.7176,0.019065,0.775,1,2
17307,5,6,4,4,0.08,380,-0.8,0.03201,0.62,1,3
17424,2,2,2,3,0.67,860,-0.671,0.03501,0.35,1,0
17768,6,6,3,2,0.7,130,-0.217,0.03801,0.46,1,3
18107.1,6,7,4,4,0.87,700.8,-0.45045,0.028065,0.38,1,2
18715.1,1,3,3,2,0.24,857.4,-0.41301,0.026765,0.185,1,2
19391,5,6,3,1,0.54,710,-0.73,0.04601,0.9,0,3
19663,1,3,1,4,0.68,30,-0.723,0.02401,0.45,0,3
19928,4,4,3,1,0.49,410,-0.19,0.02501,0.45,1,3
20066,0,7,3,4,0.12,290,-0.091,0.03001,0.5,1,3
20092,3,4,3,2,0.14,810,-0.685,0.03401,0.37,0,3
22542,0,5,2,4,0.65,150,-0.485,0.04001,0.37,1,3
22543,0,5,2,4,0.65,150,-0.485,0.04001,0.37,1,0
24681,0,2,2,4,0.73,150,-0.842,0.04401,0.48,1,3
25497,0,5,2,4,0.75,300,-0.781,0.04801,0.58,1,3
25498,0,5,2,4,0.75,300,-0.781,0.04801,0.58,1,0
26332,1,4,1,4,0.57,980,-0.179,0.04601,0.56,1,3
28823,1,7,4,1,0.57,400,-0.69,0.01901,0.53,1,3
31072,0,2,2,3,0.68,930,-0.353,0.03401,0.37,0,3
31487,1,2,1,4,0.84,160,-0.977,0.02401,0.42,1,3
31774,2,6,3,2,0.75,750,-0.585,0.02701,0.5,0,3
