SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
13681,1,3,3,2,0.53,30,-0.06,0.03701,0.48,0,3
15941,1,7,2,1,0.29,430,-0.155,0.02901,0.31,0,0
16593,2,7,2,3,0.3,250,-0.437,0.02101,0.37,0,3
17053,0,2,3,3,0.91,360,-0.219,0.02901,0.4,1,0
17062,1,6,1,2,0.12,890,-0.046,0.03801,0.36,0,3
17063,1,6,1,2,0.12,890,-0.046,0.03801,0.36,0,0
17461.1,0,3,4,4,0.94,565.1,-0.75738,0.020045,0.395,0,2
17533.5,3,7,4,4,1,25.4,-0.56508,0.008585,0.24,0,2
17629,1,6,2,1,0.17,900,-0.145,0.04401,0.48,0,3
17630,1,6,2,1,0.17,900,-0.145,0.04401,0.48,0,0
17793.6,0,6,4,3,0.06,568.9,-1.2623,0.044655,0.165,1,2
18126.4,0,2,1,4,0.44,31.3,-0.67588,0.005125,0.31,0,2
18307,1,6,3,3,0.74,770,-0.762,0.02001,0.54,0,3
18332.2,3,7,2,4,0.61,282.6,-0.85448,0.015975,0.155,1,2
18701,0,2,4,3,0.37,440,-0.853,0.02301,0.57,1,3
18985,1,7,2,2,0.79,750,-0.739,0.02901,0.49,1,3
19707,3,6,1,1,0.99,280,-0.634,0.03601,0.48,1,0
20349,4,7,1,3,0.33,350,-0.541,0.02501,0.3,1,3
20350,4,7,1,3,0.33,350,-0.541,0.02501,0.3,1,0
22004,0,7,1,3,0.88,970,-0.138,0.01101,0.27,1,0
22460,3,6,2,1,0.62,770,-0.869,0.04701,0.31,1,0
22900,3,7,4,2,0.32,700,-0.009,0.04701,0.27,1,0
23157,1,4,3,2,0.05,90,-0.43,0.01701,0.3,0,3
23158,1,4,3,2,0.05,90,-0.43,0.01701,0.3,0,0
23477,5,7,3,1,0.91,560,-0.058,0.03201,0.28,1,0
23514,3,7,1,3,0.78,370,-0.294,0.03001,0.39,0,3
23515,3,7,1,3,0.78,370,-0.294,0.03001,0.39,0,0
24524,0,6,2,3,0.97,560,-0.906,0.02701,0.3,0,3
24525,0,6,2,3,0.97,560,-0.906,0.02701,0.3,0,0
24703,0,2,1,3,0.26,250,-0.985,0.04901,0.33,0,3
24704,0,2,1,3,0.26,250,-0.985,0.04901,0.33,0,0
25394,2,6,2,2,1,680,-0.202,0.04001,0.59,0,3
25395,2,6,2,2,1,680,-0.202,0.04001,0.59,0,0
25737,1,7,2,2,0.65,550,-0.154,0.03901,0.69,0,3
26100,6,6,2,2,0.63,470,-0.029,0.03801,0.35,0,3
26541,5,6,1,1,0.17,800,-0.782,0.02901,0.3,0,3
26542,5,6,1,1,0.17,800,-0.782,0.02901,0.3,0,0
26641,4,4,4,1,0.4,430,-0.391,0.01401,0.25,0,3
26642,4,4,4,1,0.4,430,-0.391,0.01401,0.25,0,0
27653,1,1,3,3,0.5,210,-0.616,0.03801,0.43,1,0
27663,2,6,1,2,0.68,230,-0.667,0.04101,0.25,1,0
28012,6,7,4,1,0.61,290,-0.967,0.02401,0.51,0,3
28279,1,1,1,1,0.93,70,-0.554,0.02201,0.29,0,3
28382,3,4,1,4,0.42,390,-0.562,0.02301,0.28,1,0
28507,2,4,4,1,0.93,540,-0.097,0.03001,0.44,0,3
28508,2,4,4,1,0.93,540,-0.097,0.03001,0.44,0,0
28672,5,7,4,2,0.82,650,-0.925,0.04101,0.38,0,3
28673,5,7,4,2,0.82,650,-0.925,0.04101,0.38,0,0
28830,6,5,3,2,0.78,40,-0.644,0.04501,0.38,1,0
29539,0,2,4,4,0.79,750,-0.416,0.03701,0.79,0,3
29829,1,5,4,3,0.12,30,-0.554,0.00801,0.34,1,3
30734,3,4,4,1,0.4,50,-0.45,0.03801,0.78,0,3
31610,4,5,2,4,0.91,300,-0.993,0.01801,0.26,0,3
31611,4,5,2,4,0.91,300,-0.993,0.01801,0.26,0,0
31616,1,3,1,2,0.87,390,-0.971,0.03101,0.31,0,3
31617,1,3,1,2,0.87,390,-0.971,0.03101,0.31,0,0
31906,0,3,4,1,0.56,380,-0.975,0.04401,0.39,1,3
31907,0,3,4,1,0.56,380,-0.975,0.04401,0.39,1,0
