SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
5303,2,7,4,2,0.99,100,-0.338,0.01501,0.35,0,3
5431,2,6,2,1,0.86,420,-0.889,0.03001,0.53,0,3
5595.53,3,4,3,4,0.89,62.4,-0.0273056,0.04042,0.22875,0,2
5763,2,5,2,4,0.49,720,-0.408,0.02401,0.27,0,3
5764,2,5,2,4,0.49,720,-0.408,0.02401,0.27,0,0
5798.85,4,6,2,3,0.25,52,-0.0180057,0.05,0.26875,0,2
5805.43,4,5,2,3,0.77,184.1,-0.0617918,0.0194588,0.33875,0,2
6000.94,3,5,2,3,0.1,150.025,-0.0186361,0.0108144,0.296875,0,2
6663.29,2,6,1,4,0.29,17.75,-0.528588,0.00549313,0.2075,0,2
6756.49,0,7,2,2,0.74,122.375,-0.0313448,0.0269344,0.116875,0,1
6850.53,1,5,4,4,0.69,98.8,-0.0370576,0.05,0.29875,0,2
6966.16,2,5,3,3,0.65,229.25,-0.0640202,0.0428794,0.161875,0,1
7051.28,1,4,2,3,0.81,141.25,-0.0351624,0.0187088,0.39375,0,2
7135.83,0,6,4,3,0.27,109,-0.0608626,0.0123688,0.17875,0,2
7189.3,0,3,3,2,0.25,19.625,-1.00968,0.00694875,0.2775,0,2
7265.59,5,5,3,3,0.89,17.75,-0.254787,0.00422313,0.1375,0,2
7481.33,5,6,4,4,0.14,205.9,-0.0500158,0.0357188,0.32375,0,2
7567.8,0,6,1,3,0.26,28.125,-0.626155,0.0114088,0.2475,0,2
7583,0,7,3,1,0.68,410,-0.999,0.03201,0.43,0,3
7584.78,3,6,1,3,1,88.55,-0.0401856,0.0250688,0.19375,0,2
7665.33,0,3,2,3,0.34,20.4,-0.901146,0.00655125,0.365,0,2
7883,1,1,1,4,0.34,190,-0.403,0.04801,0.43,1,0
8237.77,1,6,2,3,0.62,18.3,-0.380279,0.00556625,0.195,0,2
8260.3,1,3,1,4,0.14,504.8,-0.58882,0.033205,0.19,1,2
8390.9,4,5,2,4,0.79,79.6,-0.022792,0.0488825,0.2575,0,2
8513,0,4,4,4,0.63,430,-0.713,0.00801,0.34,0,3
8602.5,0,3,4,2,0.43,70.2,-0.606,0.045645,0.6,0,2
8606.8,0,5,4,2,0.72,22.45,-0.782694,0.0102375,0.355,0,2
8621.85,2,5,1,4,0.88,153.8,-0.04646,0.0225775,0.2575,0,2
8677.15,5,7,3,4,0.99,98.9,-0.04186,0.0313375,0.2875,1,2
9057.05,0,2,4,4,0.8,158.6,-0.03818,0.0418175,0.3075,0,2
9059.8,5,6,3,4,0.71,156.4,-0.0462,0.05,0.2975,0,2
9060,0,5,1,3,0.62,580,-0.893,0.03901,0.29,1,3
9061,0,5,1,3,0.62,580,-0.893,0.03901,0.29,1,0
9576.85,1,3,4,2,0.61,79,-0.04876,0.05,0.2975,0,2
9941.45,1,2,1,4,0.54,16,-0.662607,0.0083225,0.41,0,2
10002.8,4,7,3,4,0.13,127.4,-0.03266,0.05,0.2675,0,2
10184,6,7,3,3,0.81,840,-0.354,0.00301,0.3,0,3
10244,1,5,3,3,0.91,120,-0.505,0.02301,0.26,1,0
10326.8,1,5,3,4,0.08,85.8,-0.04186,0.0391175,0.2075,0,2
10863.7,6,7,3,3,0.28,15.45,-0.72963,0.0094375,0.405,0,2
10930,2,3,3,4,0.87,540,-0.961,0.04601,0.41,0,3
10931,2,3,3,4,0.87,540,-0.961,0.04601,0.41,0,0
11138,0,7,1,1,0.16,910,-0.439,0.03701,0.58,0,3
11190.8,1,3,1,3,0.48,25.1,-1.31561,0.0048725,0.23,0,2
11199.2,0,4,3,2,0.81,26.8,-0.57618,0.0042325,0.25,0,2
11261.5,5,7,4,3,0.39,30.1,-0.950697,0.0060825,0.36,0,2
11573,1,4,1,3,0.04,22.2,-1.12355,0.0062925,0.64,0,2
11772,4,5,3,3,0.72,550,-0.711,0.01901,0.39,1,3
11841,1,7,1,4,0.15,670,-0.076,0.00701,0.37,1,3
11864,1,2,4,4,0.74,37.15,-1.27472,0.0109875,0.37,0,2
11950.9,1,3,1,4,0.46,28.4,-1.14276,0.0089425,0.23,0,2
11951.1,2,3,4,4,0.12,42.1,-0.63855,0.0081075,0.415,0,2
12677,0,3,4,3,0.2,810,-0.835,0.02901,0.27,1,0
13128,5,6,2,2,0.65,560,-0.623,0.00901,0.29,0,3
13738,5,7,3,3,0.55,340,-0.998,0.04701,0.34,0,3
13739,5,7,3,3,0.55,340,-0.998,0.04701,0.34,0,0
13827,2,3,1,3,0.4,150,-0.949,0.01501,0.35,1,3
14596,3,7,1,4,0.23,550,-0.254,0.02401,0.32,0,3
14597,3,7,1,4,0.23,550,-0.254,0.02401,0.32,0,0
14639,0,7,1,2,0.43,540,-0.28,0.01401,0.29,0,3
15100,1,6,2,2,0.74,120,-0.808,0.04901,0.44,1,3
15101,1,6,2,2,0.74,120,-0.808,0.04901,0.44,1,0
15682,2,6,1,3,0.69,160,-0.235,0.02701,0.4,1,3
16155.6,2,4,1,4,0.9,119.8,-0.0308,0.047365,0.275,0,2
16820.8,5,6,3,4,0.85,21.5,-0.6633,0.009095,0.45,1,2
16915,2,4,3,2,0.99,550,-0.681,0.04701,0.25,1,0
16936.1,2,6,4,3,0.99,118.8,-0.046,0.036355,0.215,0,2
17429,3,7,1,3,0.07,10,-0.663,0.04201,0.43,1,3
17430,3,7,1,3,0.07,10,-0.663,0.04201,0.43,1,0
17458,4,5,4,4,0.98,190,-0.653,0.03801,0.52,0,3
18055.9,0,6,1,3,0.82,20.2,-0.9603,0.006405,0.44,0,2
