SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
17989.8,1,5,1,3,0.89,94.6,-0.08775,0.0328475,0.415,0,2
18282.4,5,7,4,1,0.14,68.8,-0.06525,0.0437375,0.435,0,2
18943.4,2,6,3,2,0.61,147.4,-0.589,0.0247556,0.66125,0,2
19189.5,3,5,4,2,0.08,90.3,-0.09225,0.0263675,0.415,0,2
19372,0,5,1,3,0.7,105,-0.08475,0.0398875,0.425,1,2
20095.8,0,6,4,2,0.09,99.95,-0.907494,0.0257631,0.213125,0,2
20520.6,3,6,4,4,0.8,127.8,-0.544767,0.0198781,0.225625,0,2
20569.8,1,6,3,3,0.44,32.6,-0.55146,0.0282575,0.6625,0,2
20577.8,3,5,3,4,0.56,349.5,-0.23859,0.0408075,0.515,0,2
20756,3,4,2,4,0.93,950,-0.616,0.04301,0.29,0,3
20864.3,1,2,1,2,0.98,131.95,-0.480438,0.0273131,0.225625,0,2
20918.7,1,6,4,2,0.18,138.8,-0.651,0.0305356,0.65125,0,2
20994,1,2,2,3,0.33,170,-0.75,0.04101,0.38,1,0
21160.9,1,5,3,3,0.3,141,-0.6642,0.0212375,0.2375,0,2
21438.4,1,4,3,2,0.6,109.6,-0.64575,0.0184375,0.1875,0,2
22162.7,4,5,3,4,0.44,93.9,-0.5658,0.0279775,0.2175,0,2
22296,1,2,2,2,0.61,136.5,-0.6519,0.0212275,0.1975,0,2
22348.5,0,4,3,3,0.02,99.8,-0.4797,0.0281475,0.2075,0,2
22357.7,4,6,2,3,0.13,32.1,-0.69286,0.0327175,0.4925,0,2
22435,3,4,2,3,0.53,30.9,-0.23232,0.0353575,0.375,0,2
25531,5,6,2,3,0.24,70,-0.277,0.02501,0.32,0,3
26175.3,0,6,4,3,0.4,143,-0.6375,0.0309475,0.605,0,2
