"model","model2","experiment","parameter","metric","r","r.L95","r.U95","color","symbol"
"hs","hs.K","dis","beta","S",-0.0947047041421441,-0.181515405920389,-0.00642937579534169,"#40E0D0FF",16
"hs","hs.K","dis","beta","log10S",-0.0947047041421441,-0.181515405920389,-0.00642937579534169,"#40E0D0FF",16
"hs","hs.K","dis","beta","tree.length",0.0323852362134874,-0.0559301711299242,0.120197808015986,"#40E0D0FF",16
"hs","hs.K","dis","beta","PD",-0.0435494787381558,-0.13121990623801,0.0447968434009434,"#40E0D0FF",16
"hs","hs.K","dis","beta","Gamma",-0.0167890745313545,-0.104772956938705,0.0714555857517428,"#40E0D0FF",16
"hs","hs.K","dis","beta","Beta",0.117992306841314,0.0298665966942584,0.204297839386834,"#40E0D0FF",16
"hs","hs.K","dis","beta","Colless",-0.182813456115887,-0.267332788167339,-0.0955027087727351,"#40E0D0FF",16
"hs","hs.K","dis","beta","Sackin",-0.153734461048496,-0.23912479935671,-0.0659844899613743,"#40E0D0FF",16
"hs","hs.K","dis","beta","Yule.PDA.ratio",-0.104498298704999,-0.191105264665375,-0.0162768448837774,"#40E0D0FF",16
"hs","hs.K","dis","beta","MRD",-0.201389614786075,-0.285292334765815,-0.114423709265169,"#40E0D0FF",16
"hs","hs.K","dis","beta","VRD",-0.214941399720998,-0.298364328746011,-0.128259296789634,"#40E0D0FF",16
"hs","hs.K","dis","beta","PSV",0.221794250159412,0.135266150066322,0.304964859554231,"#40E0D0FF",16
"hs","hs.K","dis","beta","mean.Iprime",-0.0487457284629274,-0.136521343571582,0.0397893185522707,"#40E0D0FF",16
"hs","hs.K","dis","beta","MPD",0.0342352539309364,-0.0540864162564182,0.122025396432391,"#40E0D0FF",16
"hs","hs.K","dis","beta","VPD",0.103193578476627,0.014964191557196,0.189828415699661,"#40E0D0FF",16
"hs","hs.K","dis","beta","nLTT_stat",0.0461466795383475,-0.0422044666474511,0.133781705099884,"#40E0D0FF",16
"hs","hs.K","dis","beta","PC1",0.133754325992101,0.0455917262867077,0.21984944847708,"#40E0D0FF",16
"hs","hs.K","dis","beta","PC2",-0.0238373560455432,-0.111925674597558,0.0646226691322292,"#40E0D0FF",16
"hs","hs.K","dis","beta","PC3",-0.085455390659234,-0.172622028999531,0.00303931525547166,"#40E0D0FF",16
"hs","hs.K","dis","beta","PC4",0.247877817489198,0.161823323054577,0.330190783856883,"#40E0D0FF",16
"hs","hs.K","dis","beta","PC5",-0.0246437987945306,-0.112723265190061,0.063819942006615,"#40E0D0FF",16
"hs","hs.K","dis","beta","PC6",0.000212914906469701,-0.0881002317444003,0.0885227405451481,"#40E0D0FF",16
"hs","hs.S","dis","beta","S",-0.0974076601914241,-0.183731850924308,-0.00959251137638107,"#40E0D0FF",17
"hs","hs.S","dis","beta","log10S",-0.0974076601914241,-0.183731850924308,-0.00959251137638107,"#40E0D0FF",17
"hs","hs.S","dis","beta","tree.length",0.0795419282282793,-0.00834483683775272,0.166209250468401,"#40E0D0FF",17
"hs","hs.S","dis","beta","PD",-0.0398038709801578,-0.127085250179478,0.0480891822979446,"#40E0D0FF",17
"hs","hs.S","dis","beta","Gamma",-0.0272568457356174,-0.114689457531419,0.0605948024410531,"#40E0D0FF",17
"hs","hs.S","dis","beta","Beta",0.249546673642883,0.164155877168304,0.331225322642492,"#40E0D0FF",17
"hs","hs.S","dis","beta","Colless",-0.237107952795617,-0.319285281376842,-0.151391280401586,"#40E0D0FF",17
"hs","hs.S","dis","beta","Sackin",-0.198583277229144,-0.282168091632592,-0.112006366845989,"#40E0D0FF",17
"hs","hs.S","dis","beta","Yule.PDA.ratio",-0.106998892394317,-0.193121643571349,-0.0192400063855455,"#40E0D0FF",17
"hs","hs.S","dis","beta","MRD",-0.279276625643917,-0.359674171200434,-0.194762828439217,"#40E0D0FF",17
"hs","hs.S","dis","beta","VRD",-0.339485589472954,-0.416892593174866,-0.257189945251415,"#40E0D0FF",17
"hs","hs.S","dis","beta","PSV",0.361320630867541,0.279982910749445,0.437507804633876,"#40E0D0FF",17
"hs","hs.S","dis","beta","mean.Iprime",-0.153097931458046,-0.23808330747415,-0.065785976215985,"#40E0D0FF",17
"hs","hs.S","dis","beta","MPD",0.105394100049396,0.0176249286154121,0.19155139613065,"#40E0D0FF",17
"hs","hs.S","dis","beta","VPD",0.106236360429151,0.0184725434462784,0.192375568080196,"#40E0D0FF",17
"hs","hs.S","dis","beta","nLTT_stat",0.0502478132886653,-0.0376638848262876,0.137387704327859,"#40E0D0FF",17
"hs","hs.S","dis","beta","PC1",0.186515769882138,0.0997147227858898,0.270499454109741,"#40E0D0FF",17
"hs","hs.S","dis","beta","PC2",0.098378191566667,0.010568167804556,0.184682546951918,"#40E0D0FF",17
"hs","hs.S","dis","beta","PC3",-0.158517656291927,-0.243350774550545,-0.0712777343206731,"#40E0D0FF",17
"hs","hs.S","dis","beta","PC4",0.42559229308023,0.347581634293929,0.49775162196904,"#40E0D0FF",17
"hs","hs.S","dis","beta","PC5",-0.0264715616521396,-0.113912958211657,0.0613768071422393,"#40E0D0FF",17
"hs","hs.S","dis","beta","PC6",-0.028118258214963,-0.115541141411146,0.0597368941660173,"#40E0D0FF",17
"hs","hs.D","dis","beta","S",0.0125059091644608,-0.0757137164880616,0.100531273541624,"#40E0D0FF",15
"hs","hs.D","dis","beta","log10S",0.0125059091644608,-0.0757137164880616,0.100531273541624,"#40E0D0FF",15
"hs","hs.D","dis","beta","tree.length",0.123443651595889,0.0353637357453533,0.209620581714347,"#40E0D0FF",15
"hs","hs.D","dis","beta","PD",0.101864383679974,0.0136271541254833,0.188527384341032,"#40E0D0FF",15
"hs","hs.D","dis","beta","Gamma",-0.0474816164967462,-0.135098102969053,0.0408716608064121,"#40E0D0FF",15
"hs","hs.D","dis","beta","Beta",0.0556922813440274,-0.0326688933462833,0.143189621720813,"#40E0D0FF",15
"hs","hs.D","dis","beta","Colless",-0.066320033055599,-0.153650069171987,0.0220380167123541,"#40E0D0FF",15
"hs","hs.D","dis","beta","Sackin",-0.0225302792196958,-0.110454796251174,0.0657441523609837,"#40E0D0FF",15
"hs","hs.D","dis","beta","Yule.PDA.ratio",0.00924445205616558,-0.0789544940330367,0.0972997938635526,"#40E0D0FF",15
"hs","hs.D","dis","beta","MRD",-0.143883194817333,-0.229542787467755,-0.0560117863535491,"#40E0D0FF",15
"hs","hs.D","dis","beta","VRD",-0.18461821998268,-0.269079715177368,-0.0973387573312066,"#40E0D0FF",15
"hs","hs.D","dis","beta","PSV",0.289300799848647,0.204678815703647,0.369630401933904,"#40E0D0FF",15
"hs","hs.D","dis","beta","mean.Iprime",-0.0198320660328527,-0.107873918794092,0.0685184372411721,"#40E0D0FF",15
"hs","hs.D","dis","beta","MPD",0.0749418670946686,-0.01340253742306,0.162125321333368,"#40E0D0FF",15
"hs","hs.D","dis","beta","VPD",0.0600712213117261,-0.0282904933408107,0.147501416256859,"#40E0D0FF",15
"hs","hs.D","dis","beta","nLTT_stat",-0.0303768268796002,-0.118213242180226,0.0579312695041705,"#40E0D0FF",15
"hs","hs.D","dis","beta","PC1",0.00856860302436585,-0.0797152497397975,0.0967190797392529,"#40E0D0FF",15
"hs","hs.D","dis","beta","PC2",0.015074961962844,-0.0732494280078714,0.103164717914017,"#40E0D0FF",15
"hs","hs.D","dis","beta","PC3",-0.142736754928269,-0.228512512878236,-0.0547619822806936,"#40E0D0FF",15
"hs","hs.D","dis","beta","PC4",0.210751192378893,0.12388887390847,0.294408237063514,"#40E0D0FF",15
"hs","hs.D","dis","beta","PC5",-0.0789956196910953,-0.166194380400642,0.00942898462534431,"#40E0D0FF",15
"hs","hs.D","dis","beta","PC6",0.0194247615615969,-0.0689236225561614,0.107470831735462,"#40E0D0FF",15
"hs","hs.N","dis","beta","S",0.104382390867775,0.0164290515279256,0.190732737462713,"#40E0D0FF",18
"hs","hs.N","dis","beta","log10S",0.104382390867775,0.0164290515279256,0.190732737462713,"#40E0D0FF",18
"hs","hs.N","dis","beta","tree.length",-0.0959268271507034,-0.182452968036317,-0.00792627836180779,"#40E0D0FF",18
"hs","hs.N","dis","beta","PD",-0.168366706464259,-0.253080303685187,-0.0810908539736362,"#40E0D0FF",18
"hs","hs.N","dis","beta","Gamma",0.20229404810223,0.115613518601897,0.285916802126138,"#40E0D0FF",18
"hs","hs.N","dis","beta","Beta",0.425942556785549,0.347789314223863,0.498217416027987,"#40E0D0FF",18
"hs","hs.N","dis","beta","Colless",-0.193698789655478,-0.277612737255302,-0.106851552075389,"#40E0D0FF",18
"hs","hs.N","dis","beta","Sackin",-0.147511543976759,-0.232818484007644,-0.0599519283994628,"#40E0D0FF",18
"hs","hs.N","dis","beta","Yule.PDA.ratio",-0.243644307407639,-0.325723259563066,-0.157920351269519,"#40E0D0FF",18
"hs","hs.N","dis","beta","MRD",-0.207632894006748,-0.291069668285401,-0.121061411370556,"#40E0D0FF",18
"hs","hs.N","dis","beta","VRD",-0.244425876827016,-0.326473344479236,-0.158722510676222,"#40E0D0FF",18
"hs","hs.N","dis","beta","PSV",-0.0206200146286939,-0.108299716822049,0.0673780161793547,"#40E0D0FF",18
"hs","hs.N","dis","beta","mean.Iprime",-0.426026587789732,-0.498295724579708,-0.347878226499361,"#40E0D0FF",18
"hs","hs.N","dis","beta","MPD",0.00614459964948167,-0.0817670226976396,0.0939613444132545,"#40E0D0FF",18
"hs","hs.N","dis","beta","VPD",-0.0234372614457583,-0.111087116278266,0.0645743919743631,"#40E0D0FF",18
"hs","hs.N","dis","beta","nLTT_stat",0.259962240986298,0.174687913702706,0.341365856316816,"#40E0D0FF",18
"hs","hs.N","dis","beta","PC1",0.259825242865796,0.174546967036528,0.34123468593589,"#40E0D0FF",18
"hs","hs.N","dis","beta","PC2",0.251275491366778,0.165756631089814,0.33304333007102,"#40E0D0FF",18
"hs","hs.N","dis","beta","PC3",-0.0250515151797989,-0.112683801727987,0.0629674740234219,"#40E0D0FF",18
"hs","hs.N","dis","beta","PC4",-0.15047917278797,-0.235705237401887,-0.0629561757693438,"#40E0D0FF",18
"hs","hs.N","dis","beta","PC5",-0.163715183045156,-0.24856617808009,-0.0763706812347879,"#40E0D0FF",18
"hs","hs.N","dis","beta","PC6",-0.21543692878601,-0.298594773037429,-0.129032481627049,"#40E0D0FF",18
"pontarp","pontarp","dis","dispersal","S",-0.414870898695053,-0.46252443658822,-0.36482724689853,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","log10S",-0.414870898695053,-0.46252443658822,-0.36482724689853,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","tree.length",-0.350990440154156,-0.401085384863357,-0.298802411193815,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","PD",-0.29450561585824,-0.34640975738356,-0.240803774122972,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","Gamma",-0.302578378781479,-0.354243311291358,-0.24907195174315,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","Beta",0.0732992117846253,0.0167031715685734,0.129427049942003,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","Colless",-0.418315443359439,-0.465824900584615,-0.368401190516633,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","Sackin",-0.42381745327375,-0.47109406100489,-0.374112911977697,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","Yule.PDA.ratio",-0.427421370625397,-0.474543644298748,-0.377856220149991,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","MRD",-0.399280507726376,-0.447569987293871,-0.348669191000608,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","VRD",-0.230280670187125,-0.283866168645221,-0.175261288222183,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","PSV",-0.196008687742831,-0.250334870632421,-0.140452052639771,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","mean.Iprime",-0.0483743069834893,-0.10471014303016,0.00827099357517729,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","MPD",-0.394158433178126,-0.442651109034008,-0.343366982742923,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","VPD",0.0245839312276591,-0.0320588270447902,0.081069282475747,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","nLTT_stat",0.235656364800323,0.180731506747579,0.289115953842197,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","PC1",0.404867539789474,0.354456282920166,0.452932154191671,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","PC2",-0.221564679118034,-0.275348680761283,-0.166397998077541,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","PC3",0.290608614550671,0.236814877308088,0.34262596334421,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","PC4",0.121876800998277,0.0655315153481663,0.177447352470835,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","PC5",-0.283719354316343,-0.33593324393151,-0.229767015620314,"#FF0000FF",16
"pontarp","pontarp","dis","dispersal","PC6",0.380755606675415,0.329507475653643,0.429766717123255,"#FF0000FF",16
"ca","ca","dis","Dispersal_P","S",-0.232665408084064,-0.28586816008205,-0.178032713679053,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","log10S",-0.232665408084064,-0.28586816008205,-0.178032713679053,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","tree.length",-0.0154767946554278,-0.0716568713083217,0.0408011714222296,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","PD",-0.250507732265163,-0.30328132802208,-0.196202136158953,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","Gamma",0.238195164947148,0.183660524709901,0.291268047985491,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","Beta",-0.0611769970990323,-0.117065427858378,-0.0049023046394731,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","Colless",-0.232686021571091,-0.285888294658883,-0.178053687181116,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","Sackin",-0.2320015014933,-0.285219657132758,-0.17735723392794,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","Yule.PDA.ratio",-0.225092427361572,-0.2784684933207,-0.170330245898572,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","MRD",-0.228518962197289,-0.281817257666333,-0.173814684847268,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","VRD",-0.231775908588596,-0.284999289141747,-0.177127718211791,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","PSV",-0.176699533020109,-0.231061008028507,-0.121238235222077,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","mean.Iprime",-0.184658700056653,-0.238872453442949,-0.129297366328548,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","MPD",-0.138552543414952,-0.193544998339419,-0.082692189023861,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","VPD",-0.0024188299140849,-0.058650023696729,0.0538276645450093,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","nLTT_stat",0.00804973139635299,-0.048212094185236,0.0642606386724607,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","PC1",0.252215438032356,0.197942785539877,0.304946414997454,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","PC2",0.215808958855618,0.160895552459629,0.269390363700942,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","PC3",0.189032020094183,0.133728103166473,0.243162219382303,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","PC4",0.134972493542596,0.0790813995707833,0.190017681750304,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","PC5",0.231004120953642,0.176342547246002,0.284245341514086,"#EEEE00FF",16
"ca","ca","dis","Dispersal_P","PC6",0.147453657504976,0.0916746858847719,0.202310203504569,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","S",-0.0278171240581417,-0.0839357342007001,0.0284773802007189,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","log10S",-0.0278171240581417,-0.0839357342007001,0.0284773802007189,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","tree.length",0.00620846611463578,-0.050048639783657,0.0624263000557257,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","PD",-0.0259459612869904,-0.0820747138239703,0.0303468618034385,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","Gamma",0.0268056875226667,-0.0294879447177183,0.0829298165229264,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","Beta",0.0355854885416958,-0.0207128309564612,0.0916588480707572,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","Colless",-0.0314562249616304,-0.0875542681647591,0.0248407018277491,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","Sackin",-0.0312023387960346,-0.0873018529514632,0.0250944553038179,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","Yule.PDA.ratio",-0.0333579000769407,-0.0894447533848673,0.0229398472785032,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","MRD",-0.0357882888836706,-0.091860399243031,0.020510061847389,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","VRD",-0.0422778205195065,-0.0983081344013511,0.0140196904960292,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","PSV",-0.028832807694983,-0.0849457893872089,0.0274624852829391,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","mean.Iprime",-0.0532273469682792,-0.10917911828238,0.00306064670600824,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","MPD",0.0433694719940681,-0.0129275470353914,0.0993924074367014,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","VPD",-0.0364554464058419,-0.0925234229723175,0.0198429825078839,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","nLTT_stat",-0.0158148398950386,-0.0719934030710584,0.0404637502863231,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","PC1",0.0181816044227572,-0.0381010855781636,0.0743493025207609,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","PC2",0.0416257575681617,-0.014671999105966,0.0976604309687397,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","PC3",-0.0105027581123287,-0.0667039949207278,0.0457649120339669,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","PC4",-0.000778758915210571,-0.0570153603738012,0.0554627687141859,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","PC5",0.0339691803412242,-0.0223287658165669,0.0900523722517501,"#EEEE00FF",16
"ca","ca","dis","Dispersal_alpha","PC6",0.0290119425262026,-0.0272834805154955,0.0851239225521023,"#EEEE00FF",16
"ve","ve","dis","gam","S",-0.158804657502178,-0.192679526678445,-0.1245517276632,"#FF69B4FF",16
"ve","ve","dis","gam","log10S",-0.158804657502178,-0.192679526678445,-0.1245517276632,"#FF69B4FF",16
"ve","ve","dis","gam","tree.length",0.010585055421823,-0.0241508218501501,0.0452954051484917,"#FF69B4FF",16
"ve","ve","dis","gam","PD",-0.0385837129811402,-0.0732245051968453,-0.00384993405535604,"#FF69B4FF",16
"ve","ve","dis","gam","Gamma",0.00888883630970696,-0.0258458549992174,0.0436020904220269,"#FF69B4FF",16
"ve","ve","dis","gam","Beta",0.0117774593919482,-0.0229591619109243,0.0464856778558181,"#FF69B4FF",16
"ve","ve","dis","gam","Colless",-0.151119735239224,-0.185066586243665,-0.116812664606338,"#FF69B4FF",16
"ve","ve","dis","gam","Sackin",-0.158830796158336,-0.192705415036374,-0.124578056058065,"#FF69B4FF",16
"ve","ve","dis","gam","Yule.PDA.ratio",-0.159568794497935,-0.193436331138856,-0.125321427149656,"#FF69B4FF",16
"ve","ve","dis","gam","MRD",-0.143400939110589,-0.177416873632581,-0.109042774479432,"#FF69B4FF",16
"ve","ve","dis","gam","VRD",-0.0760430791093537,-0.110526944599362,-0.0413763458491642,"#FF69B4FF",16
"ve","ve","dis","gam","PSV",0.133155181001798,0.0987342512441906,0.167257860752248,"#FF69B4FF",16
"ve","ve","dis","gam","mean.Iprime",-0.000431349665441582,-0.0351568524916656,0.0342951934872284,"#FF69B4FF",16
"ve","ve","dis","gam","MPD",0.123439529635099,0.0889643770124907,0.157619270595957,"#FF69B4FF",16
"ve","ve","dis","gam","VPD",0.102636736232663,0.0680626728418056,0.136964576413748,"#FF69B4FF",16
"ve","ve","dis","gam","nLTT_stat",-0.0990337951012787,-0.133384955683001,-0.0644449662843847,"#FF69B4FF",16
"ve","ve","dis","gam","PC1",0.033785735727872,-0.000951308883819762,0.0684413425887019,"#FF69B4FF",16
"ve","ve","dis","gam","PC2",0.0702196393932875,0.035537628996399,0.10473271339904,"#FF69B4FF",16
"ve","ve","dis","gam","PC3",-0.0746794590369161,-0.109170323295167,-0.0400089875413843,"#FF69B4FF",16
"ve","ve","dis","gam","PC4",0.0486395178884567,0.0139164935642678,0.0832453725838377,"#FF69B4FF",16
"ve","ve","dis","gam","PC5",-0.0526701563417763,-0.0872605279307531,-0.0179529315894123,"#FF69B4FF",16
"ve","ve","dis","gam","PC6",-0.0745360176853585,-0.10902761249102,-0.0398651586827578,"#FF69B4FF",16
"xe","xe","dis","dispersal","S",-0.689136752428783,-0.72369501504338,-0.651131004711525,"#0000FFFF",16
"xe","xe","dis","dispersal","log10S",-0.689136752428783,-0.72369501504338,-0.651131004711525,"#0000FFFF",16
"xe","xe","dis","dispersal","tree.length",0.166399685074436,0.105071391379496,0.226467089411996,"#0000FFFF",16
"xe","xe","dis","dispersal","PD",-0.592419030637088,-0.634363127033547,-0.546996967372277,"#0000FFFF",16
"xe","xe","dis","dispersal","Gamma",0.55969569312839,0.51214479105159,0.603826122951352,"#0000FFFF",16
"xe","xe","dis","dispersal","Beta",0.62942654334746,0.586636938404348,0.668711603216556,"#0000FFFF",16
"xe","xe","dis","dispersal","Colless",-0.851613027096974,-0.870333412454784,-0.830434948792443,"#0000FFFF",16
"xe","xe","dis","dispersal","Sackin",-0.846425010713557,-0.865723097707577,-0.82461415001095,"#0000FFFF",16
"xe","xe","dis","dispersal","Yule.PDA.ratio",-0.85429867924529,-0.872718050709146,-0.833450839601313,"#0000FFFF",16
"xe","xe","dis","dispersal","MRD",-0.872303199576671,-0.888669832556341,-0.853716866360079,"#0000FFFF",16
"xe","xe","dis","dispersal","VRD",-0.861397070833471,-0.879014379678463,-0.841430907340741,"#0000FFFF",16
"xe","xe","dis","dispersal","PSV",0.586795005357316,0.540994062228094,0.629125705466206,"#0000FFFF",16
"xe","xe","dis","dispersal","mean.Iprime",-0.789688282176776,-0.814984834676402,-0.761387720793368,"#0000FFFF",16
"xe","xe","dis","dispersal","MPD",0.718784183722299,0.683415500280101,0.750786456225285,"#0000FFFF",16
"xe","xe","dis","dispersal","VPD",0.468008864433024,0.415412027040961,0.517486661518118,"#0000FFFF",16
"xe","xe","dis","dispersal","nLTT_stat",-0.162540358441327,-0.222681934780277,-0.10116630489028,"#0000FFFF",16
"xe","xe","dis","dispersal","PC1",0.697621058178237,0.660351633315332,0.731462355472835,"#0000FFFF",16
"xe","xe","dis","dispersal","PC2",0.8801417479843,0.862566223676377,0.895595639439633,"#0000FFFF",16
"xe","xe","dis","dispersal","PC3",-0.144980679590332,-0.205441713861288,-0.0834171800647397,"#0000FFFF",16
"xe","xe","dis","dispersal","PC4",0.691273747716675,0.653452095595151,0.725652508580163,"#0000FFFF",16
"xe","xe","dis","dispersal","PC5",0.629586592919152,0.586808909313341,0.668859712561325,"#0000FFFF",16
"xe","xe","dis","dispersal","PC6",0.287832137013116,0.228736388962144,0.344814285541182,"#0000FFFF",16
"fh","fh.1","dis","dispersal","S",0.0761804942262985,0.000555111142979457,0.150939449568178,"#00008BFF",16
"fh","fh.1","dis","dispersal","log10S",0.0761804942262985,0.000555111142979457,0.150939449568178,"#00008BFF",16
"fh","fh.1","dis","dispersal","tree.length",0.0614671762991888,-0.0141892882870011,0.136423841553748,"#00008BFF",16
"fh","fh.1","dis","dispersal","PD",0.19946900817675,0.12510808009836,0.271601431490412,"#00008BFF",16
"fh","fh.1","dis","dispersal","Gamma",-0.09899757212725,-0.173401628241448,-0.0234698563072287,"#00008BFF",16
"fh","fh.1","dis","dispersal","Beta",0.0847130423524581,0.00911711384116741,0.159346166245985,"#00008BFF",16
"fh","fh.1","dis","dispersal","Colless",0.0472330459604227,-0.0284298779135605,0.122357808911186,"#00008BFF",16
"fh","fh.1","dis","dispersal","Sackin",0.0758713628747087,0.000245070532860651,0.150634722916295,"#00008BFF",16
"fh","fh.1","dis","dispersal","Yule.PDA.ratio",0.0602189157800318,-0.0154390419623635,0.135191233389756,"#00008BFF",16
"fh","fh.1","dis","dispersal","MRD",0.0503925700521831,-0.0252709178628484,0.125481986652755,"#00008BFF",16
"fh","fh.1","dis","dispersal","VRD",-0.0372829259264468,-0.112511678169585,0.0383707962837184,"#00008BFF",16
"fh","fh.1","dis","dispersal","PSV",0.160997491618654,0.0860449671297655,0.234137850366492,"#00008BFF",16
"fh","fh.1","dis","dispersal","mean.Iprime",-0.112922302774888,-0.187080803328901,-0.0374840203691373,"#00008BFF",16
"fh","fh.1","dis","dispersal","MPD",0.150176122486382,0.0750900237583167,0.223568857619882,"#00008BFF",16
"fh","fh.1","dis","dispersal","VPD",-0.163846679952237,-0.236918330625835,-0.0889316973230809,"#00008BFF",16
"fh","fh.1","dis","dispersal","nLTT_stat",-0.132403685778716,-0.206181582562091,-0.0571289094910963,"#00008BFF",16
"fh","fh.1","dis","dispersal","PC1",-0.170077287989739,-0.242995395227087,-0.0952478674266436,"#00008BFF",16
"fh","fh.1","dis","dispersal","PC2",0.13645489879695,0.0612197948506125,0.210148194364609,"#00008BFF",16
"fh","fh.1","dis","dispersal","PC3",-0.171815005712175,-0.244689482226822,-0.097010299268864,"#00008BFF",16
"fh","fh.1","dis","dispersal","PC4",0.0707907649732952,-0.00484889310144782,0.145624973772931,"#00008BFF",16
"fh","fh.1","dis","dispersal","PC5",-0.068278735181851,-0.1431469000173,0.00736643365700677,"#00008BFF",16
"fh","fh.1","dis","dispersal","PC6",-0.00333104850881778,-0.0788309360993091,0.0722068341197377,"#00008BFF",16
"fh","fh.2","dis","dispersal","S",0.0551920411737505,-0.0216830501181113,0.131418316178139,"#00008BFF",17
"fh","fh.2","dis","dispersal","log10S",0.0551920411737505,-0.0216830501181113,0.131418316178139,"#00008BFF",17
"fh","fh.2","dis","dispersal","tree.length",0.0343148719816396,-0.0425446921302391,0.110770667629592,"#00008BFF",17
"fh","fh.2","dis","dispersal","PD",0.146798021046766,0.0704602330915006,0.221426365366874,"#00008BFF",17
"fh","fh.2","dis","dispersal","Gamma",-0.0717199118273773,-0.147729197189993,0.00513159919403908,"#00008BFF",17
"fh","fh.2","dis","dispersal","Beta",0.0658815151431742,-0.0109819624258153,0.14197101679657,"#00008BFF",17
"fh","fh.2","dis","dispersal","Colless",0.0376210281059626,-0.0392443513199462,0.114043789333243,"#00008BFF",17
"fh","fh.2","dis","dispersal","Sackin",0.0525332833227447,-0.024342634109999,0.128791551404664,"#00008BFF",17
"fh","fh.2","dis","dispersal","Yule.PDA.ratio",0.0406653000280353,-0.0362043189633863,0.117056541189934,"#00008BFF",17
"fh","fh.2","dis","dispersal","MRD",0.0245960470796343,-0.0522391326175903,0.101141733184529,"#00008BFF",17
"fh","fh.2","dis","dispersal","VRD",-0.0412161088871744,-0.1176015341169,0.0356541628752953,"#00008BFF",17
"fh","fh.2","dis","dispersal","PSV",0.108949739679462,0.0322688027511349,0.184355604736615,"#00008BFF",17
"fh","fh.2","dis","dispersal","mean.Iprime",-0.0759092659372409,-0.151858589373581,0.000931202628988283,"#00008BFF",17
"fh","fh.2","dis","dispersal","MPD",0.0982131372648598,0.02146618889235,0.173809364009,"#00008BFF",17
"fh","fh.2","dis","dispersal","VPD",-0.148357230511208,-0.222949963663433,-0.072037313176745,"#00008BFF",17
