"model","model2","experiment","parameter","metric","r","r.L95","r.U95","color","symbol"
"gen","gen.TEMPSP","env","niche_strength","nLTT_stat",-0.118449397996523,-0.232833432394718,-0.000832905520027504,"#32CD32FF",17
"gen","gen.TEMPSP","env","niche_strength","PC1",-0.0415218150191403,-0.15802383863386,0.0761203327195899,"#32CD32FF",17
"gen","gen.TEMPSP","env","niche_strength","PC2",-0.0546013825315829,-0.170815257203557,0.0631108303024695,"#32CD32FF",17
"gen","gen.TEMPSP","env","niche_strength","PC3",0.0616426679081496,-0.0560947677700706,0.177689228013901,"#32CD32FF",17
"gen","gen.TEMPSP","env","niche_strength","PC4",-0.220721501027168,-0.330690126253187,-0.10483928978502,"#32CD32FF",17
"gen","gen.TEMPSP","env","niche_strength","PC5",0.257211870633342,0.142450294352581,0.365149776106223,"#32CD32FF",17
"gen","gen.TEMPSP","env","niche_strength","PC6",0.0611552680259684,-0.0565807043590428,0.177213684600992,"#32CD32FF",17
"gen","gen.K","env","niche_strength","S",0.124018429045184,0.0377755785235595,0.208427446631702,"#32CD32FF",15
"gen","gen.K","env","niche_strength","log10S",0.124018429045184,0.0377755785235595,0.208427446631702,"#32CD32FF",15
"gen","gen.K","env","niche_strength","tree.length",-0.0617001452546389,-0.147315689594458,0.0248331151749847,"#32CD32FF",15
"gen","gen.K","env","niche_strength","PD",0.161431290951712,0.075614855738732,0.244873926717791,"#32CD32FF",15
"gen","gen.K","env","niche_strength","Gamma",-0.0907002520577547,-0.175816572234864,-0.00423786680212532,"#32CD32FF",15
"gen","gen.K","env","niche_strength","Beta",0.00385598230013902,-0.0824909660512771,0.090145469230127,"#32CD32FF",15
"gen","gen.K","env","niche_strength","Colless",0.189647946306669,0.104282313944231,0.272239587331835,"#32CD32FF",15
"gen","gen.K","env","niche_strength","Sackin",0.150517752861255,0.0645569745434242,0.234261246261503,"#32CD32FF",15
"gen","gen.K","env","niche_strength","Yule.PDA.ratio",0.146332719935159,0.0603209762623395,0.230187427975463,"#32CD32FF",15
"gen","gen.K","env","niche_strength","MRD",0.210380301877855,0.125418560124297,0.29227871124405,"#32CD32FF",15
"gen","gen.K","env","niche_strength","VRD",0.251189723099768,0.167208347077935,0.331552226144758,"#32CD32FF",15
"gen","gen.K","env","niche_strength","PSV",-0.031019591962053,-0.117045947271282,0.0554687968760431,"#32CD32FF",15
"gen","gen.K","env","niche_strength","mean.Iprime",-0.0560284153239153,-0.141728984005666,0.0305057871454793,"#32CD32FF",15
"gen","gen.K","env","niche_strength","MPD",0.00897274788433299,-0.0774081084537527,0.0952198976719988,"#32CD32FF",15
"gen","gen.K","env","niche_strength","VPD",-0.306486550001007,-0.384394941391633,-0.224243393254675,"#32CD32FF",15
"gen","gen.K","env","niche_strength","nLTT_stat",-0.0884218561066153,-0.173581309081204,-0.00194988078093132,"#32CD32FF",15
"gen","gen.K","env","niche_strength","PC1",-0.160517044889552,-0.243985486593534,-0.0746878807129539,"#32CD32FF",15
"gen","gen.K","env","niche_strength","PC2",0.0489510037272451,-0.0375784843040542,0.134751891338382,"#32CD32FF",15
"gen","gen.K","env","niche_strength","PC3",-0.14303394684814,-0.226974698591929,-0.0569837357316937,"#32CD32FF",15
"gen","gen.K","env","niche_strength","PC4",-0.0576227470208139,-0.143299831594227,0.0289116155058714,"#32CD32FF",15
"gen","gen.K","env","niche_strength","PC5",0.17075591800976,0.0850760010430495,0.253929038643539,"#32CD32FF",15
"gen","gen.K","env","niche_strength","PC6",0.252241201754497,0.168288408056547,0.332561084760273,"#32CD32FF",15
"hs","hs.K","nic","sigma_E","S",0.066006911031302,-0.0223514467061808,0.153342087550321,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","log10S",0.066006911031302,-0.0223514467061808,0.153342087550321,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","tree.length",0.0114457465995514,-0.0767673102647966,0.0994810080513004,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","PD",-0.0291351546020476,-0.116986047246285,0.0591681554376771,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","Gamma",0.0503098768803353,-0.0380471333196211,0.137886316504039,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","Beta",-0.17116697250357,-0.256048884007098,-0.0836657108012557,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","Colless",0.10988410722408,0.0216978677438129,0.196373646551189,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","Sackin",0.0890634888106918,0.000763053095384011,0.175985818612878,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","Yule.PDA.ratio",0.0708414533385432,-0.0175106847306447,0.158095833039992,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","MRD",0.144702344614386,0.0568405117034514,0.230340043480671,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","VRD",0.203403491636394,0.116478028844266,0.28723651725062,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","PSV",-0.141021485588548,-0.226756860726152,-0.0531173657035281,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","mean.Iprime",0.0439890636366022,-0.0445380159386427,0.131830667145118,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","MPD",0.044523382360649,-0.0438248535998096,0.132180638018337,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","VPD",-0.0825537931225537,-0.16959974335002,0.00577025604373767,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","nLTT_stat",-0.0171264360992714,-0.105106949274325,0.0711200935445471,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","PC1",-0.0550954200116933,-0.142778331393228,0.0334455661111763,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","PC2",0.0204364009132696,-0.0680070101424031,0.108561114195014,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","PC3",0.0314243388880087,-0.0570672435596765,0.119426009315014,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","PC4",-0.0860881210252511,-0.173242712789118,0.00240429842925616,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","PC5",0.125349541552506,0.0371060039747133,0.211653338807933,"#40E0D0FF",16
"hs","hs.K","nic","sigma_E","PC6",-0.0430247820228734,-0.130879401846966,0.0455003155565095,"#40E0D0FF",16
"hs","hs.S","nic","sigma_E","S",0.0625328441913886,-0.0253823066301784,0.14948815338235,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","log10S",0.0625328441913886,-0.0253823066301784,0.14948815338235,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","tree.length",-0.0104041543571786,-0.0980076834687071,0.0773593745675456,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","PD",-0.0473637094548378,-0.134544089608184,0.0405442798714701,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","Gamma",0.0765016500066,-0.0113930275610362,0.163223215084505,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","Beta",-0.247113436453746,-0.328891354418657,-0.161657011189031,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","Colless",0.131971654057856,0.0444183070159113,0.2175131728306,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","Sackin",0.102850362211902,0.0150656059475945,0.189061722802325,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","Yule.PDA.ratio",0.0677574550298201,-0.0201530860985662,0.154628313934342,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","MRD",0.190754932175966,0.104030196253263,0.2746007602372,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","VRD",0.246275263011658,0.160796443363182,0.328087182041523,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","PSV",-0.209750567002268,-0.292948515097095,-0.123400154861489,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","mean.Iprime",0.186756611990766,0.0999598303036492,0.270732529591154,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","MPD",0.039128028512114,-0.0487633224004012,0.126418075216715,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","VPD",-0.116097104388418,-0.202017610825601,-0.0284031796698435,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","nLTT_stat",-0.0420275281101124,-0.129279970492263,0.0458707013356262,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","PC1",-0.0688494593978376,-0.155702218230284,0.0190596586607225,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","PC2",0.000920355681422726,-0.0867772539306844,0.0886038108932824,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","PC3",0.0619292717170869,-0.0259861775098604,0.148894108104726,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","PC4",-0.18538883755535,-0.269408758163873,-0.098567944062004,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","PC5",0.1354851499406,0.0479676282078634,0.22093828620567,"#40E0D0FF",17
"hs","hs.S","nic","sigma_E","PC6",-0.0527594110376442,-0.139863161573228,0.03515462030791,"#40E0D0FF",17
"hs","hs.D","nic","sigma_E","S",0.0388183882286994,-0.0495168476871861,0.126551040079979,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","log10S",0.0388183882286994,-0.0495168476871861,0.126551040079979,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","tree.length",0.00689066006083125,-0.0812924938511058,0.0949667717292063,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","PD",-0.048514728056324,-0.136116707286999,0.0398400360443584,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","Gamma",0.0610037952992113,-0.0273577037875162,0.148419366666409,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","Beta",-0.0692665855729369,-0.156547620976942,0.0190879227143536,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","Colless",0.0950763816136884,0.00680285928002764,0.181879581802901,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","Sackin",0.0667473481614762,-0.0216102601361866,0.154070348516368,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","Yule.PDA.ratio",0.0436986399868414,-0.0446479834290304,0.131367058146173,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","MRD",0.159298112705963,0.0716228025090861,0.244530632997732,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","VRD",0.194696982832632,0.107600989458259,0.27882730597562,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","PSV",-0.121669516109244,-0.207888731928186,-0.0335742452874963,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","mean.Iprime",0.0468167560280113,-0.0416253190521789,0.134530862559792,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","MPD",0.0269383135257499,-0.0613560297742641,0.114814326935934,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","VPD",-0.0258592850273665,-0.11374740616586,0.0624304209148267,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","nLTT_stat",-0.0137421294042686,-0.10175576745031,0.0744849693880176,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","PC1",-0.0460278271957572,-0.133752866844019,0.0424129397779443,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","PC2",0.020842649752653,-0.0675130170591797,0.108873944734399,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","PC3",0.0365906397079665,-0.0518280741107955,0.12444015285272,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","PC4",-0.0981853419346747,-0.185012150171517,-0.00983751900766,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","PC5",0.0575553765475832,-0.030896265201248,0.145112571170508,"#40E0D0FF",15
"hs","hs.D","nic","sigma_E","PC6",-0.0625042584901665,-0.14998406240665,0.0259466131921212,"#40E0D0FF",15
"hs","hs.N","nic","sigma_E","S",-0.051448703340345,-0.138745550223733,0.0366415245667055,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","log10S",-0.051448703340345,-0.138745550223733,0.0366415245667055,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","tree.length",-0.0306578905022525,-0.118226524822743,0.0573839148719312,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","PD",0.157754067199634,0.0703260997451775,0.242776889876574,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","Gamma",-0.131073278408165,-0.216806954511933,-0.0433331919217484,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","Beta",0.396389734694717,0.316605133387073,0.470605023455955,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","Colless",-0.339342395118215,-0.416907919373731,-0.256870327075334,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","Sackin",-0.31981533254719,-0.398411874521257,-0.23655623061113,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","Yule.PDA.ratio",-0.279787375288746,-0.360319197753047,-0.1951158970702,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","MRD",-0.344481501365437,-0.421766027433165,-0.262227558897259,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","VRD",-0.207008815332539,-0.290467532112779,-0.12042436733859,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","PSV",0.242139754527843,0.15637642784826,0.324279072625866,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","mean.Iprime",-0.30871663835578,-0.38787356703218,-0.225039219670022,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","MPD",0.183286623387404,0.0962519474199426,0.267539795165886,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","VPD",-0.0695581490403872,-0.156572372407139,0.018527544288074,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","nLTT_stat",-0.0660505515649369,-0.153122854850684,0.0220394331335081,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","PC1",0.24710772785541,0.161475733226856,0.329046503626821,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","PC2",0.218263925975633,0.131922237217918,0.301318648148636,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","PC3",-0.320830893563326,-0.3993752364541,-0.237611110256119,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","PC4",0.203391680697217,0.116733225353982,0.286976518772802,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","PC5",-0.462849385469443,-0.532496565191384,-0.386976881940085,"#40E0D0FF",18
"hs","hs.N","nic","sigma_E","PC6",0.0397102172636952,-0.0483596898925595,0.127167434364487,"#40E0D0FF",18
"pontarp","pontarp","nic","mutation_step","S",-0.571869861084573,-0.611556174787542,-0.529313138599954,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","log10S",-0.571869861084573,-0.611556174787542,-0.529313138599954,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","tree.length",-0.719822041139682,-0.749073962868212,-0.687768790234605,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","PD",0.0300185292798043,-0.0266290564877605,0.086473939598266,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","Gamma",-0.873939435869121,-0.888785050519762,-0.857261900903296,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","Beta",-0.279345459867813,-0.331681760545217,-0.225294967726395,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","Colless",-0.453233025297691,-0.499207457148548,-0.404713851321298,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","Sackin",-0.538754896333699,-0.580370588473338,-0.494332620928506,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","Yule.PDA.ratio",-0.54302436831611,-0.584399131601929,-0.498833481320826,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","MRD",-0.388544560517364,-0.437256713889734,-0.337559254755392,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","VRD",0.0207953634060243,-0.0358425454259922,0.0773001114022532,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","PSV",0.186576263777912,0.130891284242391,0.241087698794655,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","mean.Iprime",0.305442558034429,0.252007110176193,0.357021090802307,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","MPD",-0.863158701341862,-0.879140751430575,-0.845237292035781,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","VPD",0.387514500393125,0.336494028796667,0.436266559429923,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","nLTT_stat",0.473349482880844,0.425704841575969,0.518376707576637,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","PC1",0.607838620544217,0.567498460040611,0.645267678360235,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","PC2",-0.763731146792978,-0.789269517680178,-0.73555521084221,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","PC3",0.547243510489578,0.503283909082935,0.58837793020528,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","PC4",0.567815344012095,0.525021362076635,0.607745438768064,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","PC5",-0.468842194693961,-0.51408571852088,-0.420996997633165,"#FF0000FF",16
"pontarp","pontarp","nic","mutation_step","PC6",0.834644333902678,0.813561480050865,0.853535635818538,"#FF0000FF",16
"ca","ca","nic","Niche_evolution","S",-0.00946150363907579,-0.0656669070764142,0.0468037474848289,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","log10S",-0.00946150363907579,-0.0656669070764142,0.0468037474848289,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","tree.length",-0.0117475777937751,-0.0679437138993036,0.0445228645112231,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","PD",-0.0188018606089267,-0.0749666335319752,0.037481825748,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","Gamma",0.0400785095419042,-0.0162196857963143,0.0961233845188168,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","Beta",0.0598102922910643,0.00353292955465897,0.115709991104278,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","Colless",-0.0269634108976752,-0.0830866849391048,0.0293303630115532,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","Sackin",-0.0243475294304828,-0.0804847132849107,0.0319436233878756,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","Yule.PDA.ratio",-0.0259096057275867,-0.0820385524144095,0.0303831817705769,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","MRD",-0.0394908078738637,-0.0955395050936669,0.0168075009128048,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","VRD",-0.0403300868988894,-0.0963733168223569,0.0159680509287556,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","PSV",-0.0431967008117453,-0.0992208106776556,0.0131004028152388,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","mean.Iprime",-0.0479665443764673,-0.103957309779429,0.00832729319692807,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","MPD",0.0373021686546042,-0.0189963052231125,0.0933648450050737,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","VPD",-0.0537035791535299,-0.109651705686958,0.00258376930381306,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","nLTT_stat",-0.0426405450731278,-0.0986684184159074,0.0136568136821853,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","PC1",0.018893412243332,-0.0373904184317294,0.0750577506665118,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","PC2",0.049762740845896,-0.0065293659974584,0.105740454061702,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","PC3",-0.0179088926166218,-0.0740778666218599,0.0383733490460399,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","PC4",-0.019309580167303,-0.0754719346072651,0.0369748976300487,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","PC5",0.0507560082048173,-0.0055350238203661,0.106726387327616,"#EEEE00FF",16
"ca","ca","nic","Niche_evolution","PC6",0.074348665394599,0.0181078935456193,0.130120433640908,"#EEEE00FF",16
"gen","gen.NULL","nic","mutation","S",-0.0161433596314474,-0.102492944371452,0.0704476991307199,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","log10S",-0.0161433596314474,-0.102492944371452,0.0704476991307199,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","tree.length",-0.00926328034733835,-0.0956755612622336,0.077287573656356,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","PD",-0.0367684283559425,-0.122893663067318,0.0499064946294305,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","Gamma",0.0440168612255261,-0.0426744336940983,0.130050295253714,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","Beta",-0.0777549897793063,-0.16327242163491,0.00892215678110603,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","Colless",-0.00418831806868275,-0.0906429486118505,0.0823289693050921,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","Sackin",-0.00855648784048096,-0.0949748651828901,0.0779898901991779,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","Yule.PDA.ratio",-0.00011289415426228,-0.0865991362640619,0.0863750368557511,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","MRD",-0.00578099901152757,-0.0922226953285259,0.0807471798081619,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","VRD",0.00788992715599707,-0.0786521707161758,0.0943139950984319,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","PSV",-0.11047455106436,-0.195351632001284,-0.0239548748347404,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","mean.Iprime",0.0860631502204834,-0.000587518593799747,0.171431067412979,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","MPD",-0.132972514216874,-0.217328814080236,-0.0466446630190569,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","VPD",0.102363755094872,0.0157917080387132,0.187412464027327,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","nLTT_stat",-0.0203218196324593,-0.106630361125611,0.0662906747684456,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","PC1",0.0897170917410407,0.00308096717715358,0.175016436900311,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","PC2",-0.0785795380537039,-0.164082528400593,0.00809538918918416,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","PC3",0.0997906486910441,0.013203832229072,0.18489202669559,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","PC4",-0.0556639976823322,-0.141535809858338,0.0310392684745622,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","PC5",0.0496619488553628,-0.037037358953249,0.135619221580481,"#32CD32FF",16
"gen","gen.NULL","nic","mutation","PC6",0.0219061497220735,-0.0647138825508041,0.108198543167943,"#32CD32FF",16
"gen","gen.TEMPSP","nic","mutation","S",-0.00446592421368544,-0.121624276486129,0.112815158198014,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","log10S",-0.00446592421368544,-0.121624276486129,0.112815158198014,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","tree.length",0.0244711765097326,-0.0930345677464143,0.141304608203632,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","PD",-0.0169101139254335,-0.133874472088914,0.100518898241963,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","Gamma",0.0651648592389688,-0.0525818991011497,0.181124523133452,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","Beta",-0.0042237481576286,-0.121385610239282,0.113054188830417,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","Colless",0.00599817680793527,-0.111302571092474,0.123134087320686,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","Sackin",0.000945227049054257,-0.116289127873599,0.118153605504876,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","Yule.PDA.ratio",-0.00444483020843867,-0.121603488595433,0.112835978634918,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","MRD",0.0236112711180106,-0.0938862484875143,0.140460089717492,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","VRD",0.103508296172253,-0.0141965218651827,0.21838364888406,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","PSV",-0.148970797607537,-0.262230474387073,-0.0316627449497331,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","mean.Iprime",-0.0683500370378246,-0.184229280161127,0.0494032558538854,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","MPD",-0.0933156604687878,-0.20850400860538,0.0244261058311114,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","VPD",0.0562034365219276,-0.0615152854693185,0.172379993174904,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","nLTT_stat",0.0408436294783191,-0.0767940649979602,0.157359790863364,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","PC1",0.0389427299618139,-0.0786820523114581,0.155498096380081,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","PC2",-0.0265149772425936,-0.143311326216949,0.0910097976413069,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","PC3",0.170524682838444,0.0535399348711003,0.282891978937219,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","PC4",-0.0898300822435281,-0.20512134650163,0.0279200101980619,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","PC5",-0.00772018730296553,-0.124830392306673,0.109602175626422,"#32CD32FF",17
"gen","gen.TEMPSP","nic","mutation","PC6",0.0529642355520981,-0.0647408573741037,0.169215789359919,"#32CD32FF",17
"gen","gen.K","nic","mutation","S",-0.037848874857188,-0.123794211471135,0.0486600850926628,"#32CD32FF",15
"gen","gen.K","nic","mutation","log10S",-0.037848874857188,-0.123794211471135,0.0486600850926628,"#32CD32FF",15
"gen","gen.K","nic","mutation","tree.length",0.00127041884672905,-0.0850581156768295,0.0875800216050295,"#32CD32FF",15
"gen","gen.K","nic","mutation","PD",-0.0358695352664333,-0.121838967952275,0.0506340843024262,"#32CD32FF",15
"gen","gen.K","nic","mutation","Gamma",0.0490441786809423,-0.0374854138210507,0.134843787240193,"#32CD32FF",15
"gen","gen.K","nic","mutation","Beta",-0.0955772035779586,-0.180598950381652,-0.00913766553453501,"#32CD32FF",15
"gen","gen.K","nic","mutation","Colless",-0.0181933332471465,-0.104355715331802,0.0682401214324752,"#32CD32FF",15
"gen","gen.K","nic","mutation","Sackin",-0.0316364130594085,-0.117655695987195,0.0548540818444893,"#32CD32FF",15
"gen","gen.K","nic","mutation","Yule.PDA.ratio",-0.0225601921243075,-0.108678627278717,0.0638943502419631,"#32CD32FF",15
"gen","gen.K","nic","mutation","MRD",-0.0195489105424837,-0.105697911863206,0.0668913534899829,"#32CD32FF",15
"gen","gen.K","nic","mutation","VRD",0.0198381080684242,-0.0666035779985355,0.105984224286298,"#32CD32FF",15
"gen","gen.K","nic","mutation","PSV",-0.116423022569008,-0.201005924216692,-0.0301169853545891,"#32CD32FF",15
"gen","gen.K","nic","mutation","mean.Iprime",0.0959803873155269,0.0095428797898482,0.180994178473836,"#32CD32FF",15
"gen","gen.K","nic","mutation","MPD",-0.134140395403711,-0.218306027488132,-0.0479939318693946,"#32CD32FF",15
"gen","gen.K","nic","mutation","VPD",0.0744526075417097,-0.0120631398115331,0.159861923752963,"#32CD32FF",15
"gen","gen.K","nic","mutation","nLTT_stat",0.000817936586774797,-0.085507287166052,0.0871309714534399,"#32CD32FF",15
"gen","gen.K","nic","mutation","PC1",0.0712651845540718,-0.0152569425439565,0.156728001621395,"#32CD32FF",15
"gen","gen.K","nic","mutation","PC2",-0.0889063779664584,-0.17405671428781,-0.00243638435978633,"#32CD32FF",15
"gen","gen.K","nic","mutation","PC3",0.104640062799947,0.0182514060692022,0.189477918982294,"#32CD32FF",15
"gen","gen.K","nic","mutation","PC4",-0.0370963930951847,-0.1230509493438,0.0494105964472617,"#32CD32FF",15
"gen","gen.K","nic","mutation","PC5",0.0973020859533243,0.0108713867330667,0.1822896503309,"#32CD32FF",15
"gen","gen.K","nic","mutation","PC6",0.0319023376628658,-0.054589050022876,0.117918556514318,"#32CD32FF",15
