"","spp.name","region"
"1",23274,1
"2",30834,1
"3",34548,1
"4",41184,1
"5",41345,1
"6",47450,1
"7",51982,1
"8",53139,2
"9",55192,1
"10",55515,1
"11",56666,1
"12",56898,1
"13",57655,1
"14",59897,2
"15",61985,1
"16",63419,1
"17",65930,1
"18",67164,1
"19",67171,1
"20",68048,1
"21",69822,1
"22",70318,2
"23",70630,1
"24",73929,1
"25",74506,2
"26",74512,1
"27",76533,1
"28",76548,4
"29",77750,1
"30",77825,3
"31",79228,3
"32",79346,3
"33",79600,1
"34",81010,1
"35",81384,1
"36",81869,3
"37",81918,2
"38",82501,1
"39",82971,1
"40",84842,1
"41",84936,2
"42",85121,1
"43",86020,2
"44",87071,2
"45",87298,1
"46",87313,1
"47",87887,2
"48",88690,2
"49",88855,1
"50",89563,1
"51",90041,1
"52",90147,4
"53",90767,5
"54",91076,4
"55",91186,3
"56",92350,1
"57",92676,1
"58",92693,1
"59",93218,2
"60",93338,1
"61",93706,1
"62",93830,1
"63",94001,1
"64",95018,4
"65",95528,1
"66",95700,2
"67",95803,3
"68",96304,2
"69",96852,3
"70",97197,1
"71",97224,3
"72",97251,2
"73",97270,1
"74",97556,2
"75",97961,1
"76",98204,1
"77",98240,3
"78",99261,3
"79",99386,2
"80",99529,1
"81",99825,3
"82",99839,2
"83",100376,1
"84",100401,1
"85",100463,1
"86",100472,1
"87",101161,2
"88",101234,2
"89",101569,1
"90",101631,2
"91",101724,2
"92",101758,1
"93",101776,1
"94",101834,1
"95",101835,3
"96",102164,2
"97",102179,1
"98",102239,1
"99",102468,2
"100",102538,5
"101",102582,2
"102",102595,4
"103",102613,1
"104",102819,2
"105",102885,1
"106",103107,1
"107",103213,4
"108",103309,2
"109",103376,4
"110",103645,2
"111",103971,1
"112",104005,1
"113",104144,2
"114",104218,1
"115",104255,2
"116",104476,4
"117",104636,2
"118",104728,1
"119",104747,4
"120",104823,3
"121",104848,2
"122",104935,1
"123",104972,3
"124",105031,6
"125",105234,1
"126",105235,2
"127",105398,1
"128",105482,1
"129",105615,4
"130",105766,1
"131",105779,3
"132",105890,1
"133",105957,2
"134",105961,3
"135",106042,2
"136",106276,2
"137",106335,1
"138",106392,2
"139",106444,5
"140",106481,4
"141",106508,3
"142",106555,4
"143",106681,2
"144",106853,3
"145",106921,5
"146",107203,3
"147",107351,1
"148",107391,1
"149",107508,2
"150",108026,4
"151",108321,5
"152",108434,9
"153",108456,4
"154",108475,1
"155",108476,3
"156",108791,3
"157",108886,2
"158",109025,6
"159",109093,2
"160",109103,1
"161",109252,4
"162",109385,5
"163",109547,1
"164",109550,2
"165",109595,2
"166",109644,2
"167",109789,1
"168",109837,4
"169",109960,3
"170",110001,2
"171",110118,2
"172",110279,2
"173",110316,2
"174",110397,3
"175",110416,1
"176",110524,1
"177",110625,3
"178",110689,6
"179",110700,2
"180",110798,4
"181",110853,10
"182",110860,5
"183",110905,1
"184",110925,2
"185",110932,3
"186",110997,4
"187",111172,1
"188",111192,3
"189",111231,6
"190",111257,4
"191",111260,5
"192",111357,3
"193",111411,2
"194",111457,3
"195",111506,1
"196",111513,2
"197",111586,10
"198",111596,3
"199",111603,2
"200",111634,3
"201",111646,5
"202",111713,6
"203",111800,1
"204",111818,2
"205",111862,1
"206",111945,2
"207",111953,1
"208",111975,5
"209",112104,6
"210",112129,6
"211",112133,4
"212",112163,4
"213",112204,5
"214",112216,3
"215",112244,5
"216",112251,1
"217",112260,4
"218",112261,7
"219",112296,5
"220",112350,1
"221",112388,2
"222",112462,6
"223",112536,1
"224",112537,2
"225",112685,2
"226",112698,3
"227",112704,1
"228",112847,3
"229",112862,5
"230",112868,8
"231",112910,3
"232",112940,3
"233",112954,1
"234",112960,1
"235",112978,4
"236",113066,3
"237",113128,2
"238",113298,2
"239",113330,9
"240",113396,3
"241",113475,7
"242",113485,1
"243",113535,4
"244",113561,3
"245",113565,1
"246",113634,5
"247",113653,2
"248",113696,4
"249",113702,4
"250",113801,6
"251",113823,7
"252",113825,1
"253",113841,3
"254",113952,1
"255",113957,3
"256",113988,2
"257",113991,6
"258",114128,4
"259",114144,6
"260",114184,4
"261",114196,1
"262",114203,6
"263",114221,6
"264",114231,2
"265",114256,6
"266",114279,1
"267",114287,1
"268",114359,1
"269",114362,3
"270",114366,7
"271",114372,2
"272",114408,3
"273",114417,2
"274",114446,9
"275",114483,4
"276",114508,4
"277",114515,6
"278",114525,7
"279",114535,1
"280",114585,6
"281",114597,6
"282",114628,3
"283",114633,1
"284",114669,6
"285",114723,5
"286",114741,4
"287",114769,9
"288",114881,2
"289",114929,4
"290",114947,2
"291",114985,7
"292",114988,1
"293",114995,1
"294",115030,5
"295",115070,2
"296",115088,10
"297",115102,4
"298",115109,2
"299",115113,3
"300",115115,4
"301",115122,8
"302",115171,10
"303",115176,3
"304",115213,5
"305",115214,8
"306",115246,4
"307",115418,2
"308",115458,2
"309",115523,6
"310",115576,9
"311",115624,5
"312",115628,5
"313",115643,7
"314",115646,2
"315",115650,3
"316",115682,4
"317",115727,4
"318",115743,4
"319",115769,2
"320",115831,1
"321",115854,2
"322",115863,8
"323",115898,5
"324",115952,5
"325",115958,7
"326",115967,7
"327",116005,10
"328",116011,9
"329",116024,7
"330",116067,5
"331",116120,3
"332",116137,2
"333",116174,3
"334",116207,5
"335",116209,7
"336",116216,4
"337",116235,4
"338",116276,2
"339",116284,3
"340",116313,7
"341",116321,2
"342",116322,6
"343",116329,2
"344",116379,9
"345",116403,8
"346",116458,6
"347",116474,6
"348",116498,5
"349",116501,6
"350",116520,6
"351",116580,8
"352",116640,2
"353",116689,7
"354",116743,1
"355",116745,4
"356",116758,1
"357",116798,1
"358",116821,10
"359",116825,4
"360",116839,1
"361",116841,4
"362",116858,3
"363",116876,4
"364",116953,1
"365",116964,6
"366",116980,5
"367",117034,9
"368",117037,1
"369",117039,2
"370",117042,2
"371",117044,8
"372",117049,3
"373",117091,3
"374",117118,3
"375",117134,3
"376",117156,5
"377",117173,3
"378",117194,8
"379",117199,2
"380",117227,4
"381",117254,5
"382",117297,8
"383",117301,2
"384",117302,3
"385",117447,7
"386",117475,5
"387",117479,2
"388",117524,5
"389",117572,1
"390",117584,1
"391",117606,2
"392",117612,1
"393",117702,3
"394",117708,10
"395",117724,6
"396",117747,3
"397",117777,1
"398",117796,8
"399",117804,2
"400",117819,2
"401",117834,3
"402",117835,6
"403",117863,1
"404",117880,4
"405",117885,2
"406",117891,9
"407",117899,2
"408",117931,5
"409",117972,3
"410",117997,4
"411",118006,7
"412",118019,2
"413",118033,7
"414",118050,10
"415",118070,1
"416",118083,4
"417",118097,3
"418",118130,3
"419",118147,8
"420",118201,5
"421",118265,1
"422",118301,10
"423",118310,1
"424",118322,6
"425",118336,5
"426",118412,7
"427",118416,2
"428",118454,10
"429",118479,4
"430",118490,5
"431",118493,9
"432",118498,2
"433",118501,2
"434",118529,3
"435",118532,1
"436",118536,1
"437",118558,7
"438",118636,2
"439",118700,6
"440",118724,4
"441",118738,4
"442",118743,7
"443",118750,1
"444",118763,6
"445",118781,1
"446",118793,2
"447",118817,2
"448",118818,4
"449",118827,3
"450",118832,5
"451",118836,3
"452",118846,3
"453",118881,5
"454",118895,5
"455",118931,8
"456",118937,1
"457",118956,10
"458",118978,1
"459",119040,2
"460",119046,7
"461",119068,7
"462",119075,1
"463",119125,6
"464",119140,1
"465",119166,1
"466",119179,9
"467",119202,3
"468",119219,2
"469",119256,4
"470",119259,9
"471",119260,2
"472",119281,8
"473",119292,3
"474",119315,2
"475",119318,3
"476",119326,4
"477",119368,1
"478",119371,6
"479",119378,9
"480",119396,4
"481",119403,6
"482",119405,9
"483",119441,7
"484",119448,5
"485",119458,8
"486",119493,5
"487",119500,10
"488",119511,3
"489",119523,9
"490",119539,6
"491",119573,10
"492",119618,2
"493",119621,1
"494",119624,4
"495",119651,10
"496",119653,10
"497",119655,6
"498",119671,4
"499",119685,3
"500",119698,2
"501",119754,10
"502",119770,1
"503",119778,8
"504",119780,10
"505",119817,7
"506",119826,10
"507",119827,6
"508",119858,4
"509",119876,3
"510",119913,2
"511",119982,10
"512",119983,8
"513",119986,2
"514",119987,10
"515",119998,2
"516",120008,3
"517",120013,4
"518",120032,6
"519",120042,4
"520",120055,4
"521",120064,2
"522",120067,2
"523",120082,4
"524",120095,3
"525",120100,4
"526",120102,7
"527",120108,6
"528",120113,9
"529",120132,7
"530",120134,4
"531",120164,3
"532",120187,3
"533",120188,5
"534",120191,5
"535",120196,1
"536",120199,4
"537",120220,3
"538",120225,4
"539",120237,9
"540",120238,6
"541",120251,1
"542",120270,1
"543",120299,6
"544",120308,10
"545",120329,5
"546",120336,7
"547",120352,1
"548",120353,8
"549",120375,7
"550",120377,9
"551",120394,1
"552",120401,2
"553",120402,3
"554",120422,7
"555",120437,2
"556",120439,2
"557",120451,3
"558",120474,4
"559",120480,7
"560",120498,7
"561",120529,4
"562",120569,3
"563",120597,2
"564",120603,2
"565",120606,5
"566",120627,2
"567",120636,7
"568",120645,4
"569",120646,8
"570",120678,3
"571",120692,7
"572",120711,3
"573",120766,6
"574",120814,1
"575",120840,8
"576",120842,1
"577",120856,9
"578",120883,6
"579",120918,1
"580",120922,6
"581",120945,3
"582",120959,4
"583",120967,5
"584",120971,8
"585",120981,4
"586",120999,7
"587",121026,6
"588",121039,1
"589",121053,9
"590",121062,5
"591",121074,6
"592",121075,9
"593",121079,4
"594",121087,3
"595",121114,10
"596",121118,6
"597",121125,6
"598",121139,5
"599",121142,3
"600",121145,7
"601",121155,6
"602",121182,6
"603",121194,3
"604",121195,5
"605",121202,10
"606",121226,1
"607",121231,7
"608",121277,6
"609",121284,3
"610",121312,2
"611",121316,4
"612",121319,8
"613",121338,8
"614",121347,3
"615",121358,6
"616",121365,5
"617",121372,5
"618",121373,4
"619",121379,8
"620",121386,9
"621",121404,5
"622",121409,1
"623",121424,10
"624",121440,7
"625",121450,2
"626",121455,1
"627",121464,10
"628",121478,1
"629",121580,4
"630",121604,1
"631",121616,1
"632",121617,7
"633",121619,3
"634",121621,9
"635",121624,5
"636",121630,10
"637",121632,6
"638",121636,5
"639",121655,3
"640",121665,6
"641",121715,2
"642",121723,5
"643",121725,2
"644",121731,9
"645",121739,2
"646",121753,5
"647",121758,8
"648",121766,6
"649",121768,3
"650",121787,10
"651",121789,7
"652",121798,5
"653",121802,4
"654",121812,4
"655",121825,6
"656",121869,4
"657",121871,5
"658",121891,7
"659",121893,5
"660",121900,6
"661",121903,3
"662",121910,1
"663",121922,6
"664",121937,3
"665",121938,10
"666",121941,8
"667",121959,5
"668",121960,9
"669",121962,3
"670",121968,7
"671",121969,9
"672",121988,1
"673",122011,1
"674",122024,2
"675",122041,10
"676",122045,7
"677",122053,10
"678",122059,8
"679",122114,5
"680",122123,9
"681",122126,5
"682",122130,3
"683",122141,2
"684",122154,1
"685",122165,10
"686",122166,5
"687",122179,5
"688",122181,5
"689",122206,1
"690",122219,5
"691",122222,3
"692",122225,8
"693",122232,1
"694",122254,1
"695",122282,8
"696",122287,7
"697",122294,9
"698",122297,6
"699",122298,10
"700",122302,3
"701",122303,6
"702",122313,5
"703",122322,3
"704",122324,8
"705",122325,2
"706",122336,6
"707",122338,8
"708",122350,2
"709",122360,1
"710",122366,5
"711",122376,6
"712",122393,4
"713",122394,4
"714",122401,7
"715",122407,7
"716",122413,4
"717",122429,6
"718",122436,3
"719",122454,2
"720",122480,5
"721",122482,9
"722",122505,5
"723",122512,8
"724",122539,7
"725",122545,4
"726",122554,2
"727",122556,4
"728",122562,5
"729",122576,7
"730",122577,3
"731",122578,6
"732",122583,3
"733",122584,5
"734",122592,10
"735",122593,10
"736",122602,1
"737",122608,5
"738",122609,6
"739",122618,4
"740",122639,7
"741",122642,1
"742",122646,10
"743",122656,9
"744",122670,2
"745",122674,7
"746",122710,10
"747",122719,3
"748",122723,3
"749",122728,8
"750",122735,6
"751",122736,5
"752",122741,10
"753",122754,3
"754",122770,2
"755",122780,6
"756",122808,2
"757",122822,8
"758",122834,2
"759",122835,5
"760",122850,4
"761",122856,5
"762",122877,7
"763",122894,8
"764",122904,8
"765",122906,9
"766",122924,8
"767",122930,8
"768",122934,5
"769",122935,4
"770",122939,9
"771",122952,7
"772",122955,2
"773",122960,7
"774",122964,1
"775",122968,4
"776",122977,7
"777",123013,8
"778",123016,4
"779",123018,3
"780",123042,4
"781",123080,8
"782",123098,2
"783",123136,1
"784",123138,7
"785",123152,6
"786",123156,10
"787",123162,9
"788",123166,2
"789",123170,4
"790",123175,2
"791",123182,3
"792",123228,6
"793",123238,8
"794",123239,6
"795",123241,9
"796",123246,5
"797",123265,5
"798",123269,9
"799",123271,2
"800",123280,7
"801",123286,5
"802",123290,5
"803",123297,3
"804",123315,9
"805",123327,2
"806",123333,7
"807",123338,10
"808",123358,5
"809",123367,6
"810",123378,9
"811",123385,1
"812",123413,6
"813",123445,7
"814",123449,5
"815",123454,2
"816",123459,2
"817",123462,6
"818",123464,7
"819",123468,4
"820",123473,4
"821",123478,2
"822",123494,6
"823",123503,5
"824",123505,2
"825",123528,9
"826",123566,4
"827",123572,10
"828",123583,3
"829",123603,9
"830",123607,4
"831",123620,10
"832",123623,7
"833",123634,2
"834",123637,4
"835",123645,10
"836",123652,5
"837",123653,6
"838",123665,1
"839",123668,9
"840",123724,4
"841",123738,7
"842",123742,10
"843",123746,3
"844",123754,9
"845",123762,10
"846",123766,5
"847",123770,7
"848",123773,4
"849",123797,1
"850",123799,4
"851",123815,10
"852",123821,4
"853",123822,5
"854",123823,6
"855",123843,3
"856",123850,4
"857",123855,1
"858",123856,4
"859",123859,9
"860",123860,3
"861",123868,5
"862",123871,2
"863",123888,4
"864",123889,4
"865",123892,6
"866",123894,2
"867",123896,10
"868",123897,9
"869",123900,7
"870",123905,4
"871",123911,2
"872",123921,2
"873",123924,4
"874",123933,2
"875",123941,4
"876",123950,3
"877",123955,3
"878",123962,2
"879",123970,8
"880",123973,3
"881",123988,7
"882",123991,8
"883",124002,2
"884",124004,4
"885",124008,3
"886",124028,1
"887",124040,10
"888",124048,1
"889",124055,8
"890",124061,10
"891",124071,5
"892",124082,2
"893",124098,10
"894",124099,8
"895",124110,10
"896",124111,4
"897",124134,7
"898",124140,5
"899",124143,5
"900",124151,4
"901",124156,10
"902",124159,2
"903",124174,6
"904",124175,9
"905",124178,8
"906",124180,2
"907",124196,4
"908",124207,6
"909",124211,9
"910",124217,10
"911",124218,2
"912",124222,3
"913",124223,4
"914",124239,6
"915",124241,9
"916",124246,2
"917",124258,9
"918",124259,8
"919",124261,10
"920",124273,3
"921",124298,4
"922",124302,4
"923",124310,8
"924",124313,8
"925",124317,6
"926",124323,8
"927",124324,5
"928",124325,7
"929",124327,2
"930",124329,9
"931",124332,10
