"","spp.name","region"
"1",17105,10
"2",17317,10
"3",18593,9
"4",18593,8
"5",18788,9
"6",18788,8
"7",19370,10
"8",19433,10
"9",19591,10
"10",19615,10
"11",19955,9
"12",19955,8
"13",20015,9
"14",20015,10
"15",20090,10
"16",20147,8
"17",20189,6
"18",20189,5
"19",20268,10
"20",20355,9
"21",20416,10
"22",20418,7
"23",20712,9
"24",20712,8
"25",21100,10
"26",21103,10
"27",21386,10
"28",21488,5
"29",21488,4
"30",21528,10
"31",21529,8
"32",21529,9
"33",21572,9
"34",21589,10
"35",21600,9
"36",21600,8
"37",21767,9
"38",21767,8
"39",21843,7
"40",21843,8
"41",21844,9
"42",21844,8
"43",21901,8
"44",21901,9
"45",21922,10
"46",21952,10
"47",21969,7
"48",21988,10
"49",22011,6
"50",22111,5
"51",22153,10
"52",22165,4
"53",22165,5
"54",22172,9
"55",22172,8
"56",22292,10
"57",22353,10
"58",22385,8
"59",22385,9
"60",22385,10
"61",22409,5
"62",22409,4
"63",22417,8
"64",22417,9
"65",22449,6
"66",22449,5
"67",22473,5
"68",22473,4
"69",22475,5
"70",22478,9
"71",22478,8
"72",22502,7
"73",22505,7
"74",22513,10
"75",22516,8
"76",22516,9
"77",22547,9
"78",22547,10
"79",22550,9
"80",22554,10
"81",22554,9
"82",22558,10
"83",22575,10
"84",22579,8
"85",22579,9
"86",22585,4
"87",22585,3
"88",22597,5
"89",22597,6
"90",22601,7
"91",22601,8
"92",22609,8
"93",22609,7
"94",22611,10
"95",22611,9
"96",22626,9
"97",22640,8
"98",22640,9
"99",22644,9
"100",22644,8
"101",22659,10
"102",22722,9
"103",22722,8
"104",22757,10
"105",22762,7
"106",22769,9
"107",22782,9
"108",22791,10
"109",22791,9
"110",22803,5
"111",22803,6
"112",22814,9
"113",22814,8
"114",22819,10
"115",22826,7
"116",22826,6
"117",22839,7
"118",22839,8
"119",22877,9
"120",22884,10
"121",22897,6
"122",22897,7
"123",22925,7
"124",22937,8
"125",22937,9
"126",22955,7
"127",22955,6
"128",22974,7
"129",22974,6
"130",22988,10
"131",23002,10
"132",23020,6
"133",23037,6
"134",23037,7
"135",23045,9
"136",23048,6
"137",23053,10
"138",23054,7
"139",23061,10
"140",23071,10
"141",23095,3
"142",23095,4
"143",23097,6
"144",23097,7
"145",23125,8
"146",23125,9
"147",23131,10
"148",23150,10
"149",23158,8
"150",23158,9
"151",23163,8
"152",23163,7
"153",23168,8
"154",23168,9
"155",23181,10
"156",23185,8
"157",23224,8
"158",23224,7
"159",23238,10
"160",23249,3
"161",23249,2
"162",23270,4
"163",23283,5
"164",23283,6
"165",23291,9
"166",23291,10
"167",23316,10
"168",23330,6
"169",23332,10
"170",23336,8
"171",23336,9
"172",23368,10
"173",23386,9
"174",23393,9
"175",23393,8
"176",23401,10
"177",23407,6
"178",23416,7
"179",23419,10
"180",23431,9
"181",23431,8
"182",23445,6
"183",23445,5
"184",23448,7
"185",23448,6
"186",23455,5
"187",23455,4
"188",23469,8
"189",23469,9
"190",23474,10
"191",23476,9
"192",23476,10
"193",23484,10
"194",23489,3
"195",23489,2
"196",23500,10
"197",23508,3
"198",23508,4
"199",23509,10
"200",23514,10
"201",23519,9
"202",23548,4
"203",23548,6
"204",23572,10
"205",23576,5
"206",23578,7
"207",23583,9
"208",23583,8
"209",23603,3
"210",23603,2
"211",23610,10
"212",23620,8
"213",23620,7
"214",23624,9
"215",23624,10
"216",23631,10
"217",23635,7
"218",23635,8
"219",23637,10
"220",23650,9
"221",23683,7
"222",23683,8
"223",23684,10
"224",23685,5
"225",23685,6
"226",23691,8
"227",23691,9
"228",23702,5
"229",23706,10
"230",23716,8
"231",23732,10
"232",23740,8
"233",23753,3
"234",23754,9
"235",23754,10
"236",23757,9
"237",23760,5
"238",23760,6
"239",23784,10
"240",23787,4
"241",23787,5
"242",23801,7
"243",23801,8
"244",23804,10
"245",23807,10
"246",23820,8
"247",23823,4
"248",23823,5
"249",23825,8
"250",23825,9
"251",23829,4
"252",23829,5
"253",23831,10
"254",23832,6
"255",23832,7
"256",23837,10
"257",23850,5
"258",23851,10
"259",23863,8
"260",23863,9
"261",23871,10
"262",23873,8
"263",23873,7
"264",23882,5
"265",23882,4
"266",23887,5
"267",23887,6
"268",23893,10
"269",23898,4
"270",23898,3
"271",23902,10
"272",23905,6
"273",23908,10
"274",23911,3
"275",23911,4
"276",23919,9
"277",23930,10
"278",23931,5
"279",23931,6
"280",23935,3
"281",23935,2
"282",23952,8
"283",23952,9
"284",23978,10
"285",23981,9
"286",23981,8
"287",23983,7
"288",23984,6
"289",23984,7
"290",23993,5
"291",23993,6
"292",24018,10
"293",24023,10
"294",24031,10
"295",24044,10
"296",24045,3
"297",24045,4
"298",24046,9
"299",24046,8
"300",24050,10
"301",24050,9
"302",24058,4
"303",24059,4
"304",24082,9
"305",24095,5
"306",24095,6
"307",24098,10
"308",24101,7
"309",24106,7
"310",24106,8
"311",24109,8
"312",24109,9
"313",24115,5
"314",24115,4
"315",24119,10
"316",24122,10
"317",24122,9
"318",24124,5
"319",24124,6
"320",24125,10
"321",24130,8
"322",24130,9
"323",24132,7
"324",24132,8
"325",24133,8
"326",24133,7
"327",24135,5
"328",24135,4
"329",24136,2
"330",24136,3
"331",24138,6
"332",24138,5
"333",24140,9
"334",24146,10
"335",24146,9
"336",24149,4
"337",24149,5
"338",24156,7
"339",24166,4
"340",24166,5
"341",24170,10
"342",24171,8
"343",24172,10
"344",24173,8
"345",24173,9
"346",24179,10
"347",24187,7
"348",24187,6
"349",24188,10
"350",24190,2
"351",24193,8
"352",24193,7
"353",24193,6
"354",24194,8
"355",24194,9
"356",24195,6
"357",24195,5
"358",24197,2
"359",24197,3
"360",24198,2
"361",24198,1
"362",24200,3
"363",24200,2
"364",24210,10
"365",24211,9
"366",24211,10
"367",24213,6
"368",24213,7
"369",24216,9
"370",24217,10
"371",24220,8
"372",24220,7
"373",24226,8
"374",24226,7
"375",24228,10
"376",24244,10
"377",24248,10
"378",24249,6
"379",24249,7
"380",24255,3
"381",24259,6
"382",24259,7
"383",24265,5
"384",24265,6
"385",24274,8
"386",24274,9
"387",24282,7
"388",24291,7
"389",24291,8
"390",24299,7
"391",24299,6
"392",24302,8
"393",24302,7
"394",24309,8
"395",24310,9
"396",24310,8
"397",24313,7
"398",24313,8
"399",24317,9
"400",24317,8
"401",24326,7
"402",24326,6
"403",24331,10
"404",24335,1
"405",24336,4
"406",24336,5
"407",24338,7
"408",24342,9
"409",24346,8
"410",24346,9
"411",24350,7
"412",24350,8
"413",24367,8
"414",24367,7
"415",24375,10
"416",24379,5
"417",24379,4
"418",24386,10
"419",24388,4
"420",24388,5
"421",24389,5
"422",24391,9
"423",24393,3
"424",24393,4
"425",24396,9
"426",24396,8
"427",24397,3
"428",24397,2
"429",24399,6
"430",24399,5
"431",24400,8
"432",24408,9
"433",24408,8
"434",24412,1
"435",24412,2
"436",24415,3
"437",24415,4
"438",24422,8
"439",24428,10
"440",24429,7
"441",24433,2
"442",24433,3
"443",24433,4
"444",24442,4
"445",24445,10
"446",24456,8
"447",24457,1
"448",24464,9
"449",24464,8
"450",24470,5
"451",24470,6
"452",24471,6
"453",24471,7
"454",24473,3
"455",24483,9
"456",24487,9
"457",24487,8
"458",24500,8
"459",24500,7
"460",24509,8
"461",24511,6
"462",24520,10
"463",24523,4
"464",24525,3
"465",24531,10
"466",24531,9
"467",24534,9
"468",24534,8
"469",24535,4
"470",24535,3
"471",24541,7
"472",24541,6
"473",24548,8
"474",24548,7
"475",24551,10
"476",24553,9
"477",24555,8
"478",24555,9
"479",24562,7
"480",24562,6
"481",24566,9
"482",24580,6
"483",24580,7
"484",24581,7
"485",24581,8
"486",24586,4
"487",24591,10
"488",24593,9
"489",24595,8
"490",24595,7
"491",24597,6
"492",24597,5
"493",24600,7
"494",24606,10
"495",24611,6
"496",24611,7
"497",24612,10
"498",24612,9
"499",24613,10
"500",24616,8
"501",24619,10
"502",24619,9
"503",24623,10
"504",24625,9
"505",24625,8
"506",24630,4
"507",24632,10
"508",24636,4
"509",24638,6
"510",24645,8
"511",24652,6
"512",24652,7
"513",24662,10
"514",24664,10
"515",24667,2
"516",24667,1
"517",24668,4
"518",24668,3
"519",24669,4
"520",24669,3
"521",24670,5
"522",24672,8
"523",24673,4
"524",24678,6
"525",24678,5
"526",24681,6
"527",24681,5
"528",24682,5
"529",24682,4
"530",24682,6
"531",24684,5
"532",24684,4
"533",24686,10
"534",24687,7
"535",24687,6
"536",24688,9
"537",24688,8
"538",24692,9
"539",24692,10
"540",24695,6
"541",24697,7
"542",24697,6
"543",24698,10
"544",24704,8
"545",24705,10
"546",24706,9
"547",24706,10
"548",24714,6
"549",24714,5
"550",24723,8
"551",24723,9
"552",24727,10
"553",24729,3
"554",24729,4
"555",24731,3
"556",24736,8
"557",24736,9
"558",24739,10
"559",24741,5
"560",24742,3
"561",24742,2
"562",24743,1
"563",24749,5
"564",24749,4
"565",24750,4
"566",24750,3
"567",24752,1
"568",24756,6
"569",24756,7
"570",24757,7
"571",24758,8
"572",24758,7
"573",24762,6
"574",24762,7
"575",24765,4
"576",24765,3
"577",24767,6
"578",24767,5
"579",24768,9
"580",24768,8
"581",24769,10
"582",24769,9
"583",24771,8
"584",24771,9
"585",24773,6
"586",24773,5
"587",24775,10
"588",24776,5
"589",24776,4
"590",24777,3
"591",24777,2
"592",24778,3
"593",24778,4
"594",24782,9
"595",24782,8
"596",24783,7
"597",24783,8
"598",24784,5
"599",24785,8
"600",24785,7
"601",24786,8
"602",24786,9
"603",24790,8
"604",24790,7
"605",24792,3
"606",24792,2
"607",24794,9
"608",24800,8
