"","spp.name","region"
"1",1,1
"2",200,1
"3",435,1
"4",762,1
"5",2117,1
"6",3853,1
"7",25237,1
"8",28148,1
"9",29618,1
"10",32679,1
"11",37009,1
"12",37892,1
"13",41865,1
"14",43242,2
"15",46303,1
"16",46740,1
"17",50002,1
"18",51407,3
"19",52951,1
"20",55430,2
"21",57670,1
"22",58964,2
"23",59170,1
"24",59325,1
"25",60149,1
"26",61218,1
"27",64819,1
"28",64911,3
"29",65189,3
"30",66045,2
"31",66254,1
"32",66557,1
"33",66640,1
"34",67004,1
"35",67543,1
"36",67547,1
"37",67822,1
"38",69256,1
"39",69703,1
"40",69710,2
"41",72251,1
"42",73644,2
"43",73932,1
"44",73974,1
"45",74095,2
"46",74717,2
"47",74776,1
"48",74823,1
"49",74982,2
"50",75452,1
"51",76243,1
"52",76318,1
"53",76615,2
"54",76931,1
"55",77824,1
"56",77891,1
"57",78291,1
"58",78419,2
"59",78890,2
"60",78895,2
"61",79746,1
"62",79856,3
"63",80685,3
"64",81036,2
"65",81164,1
"66",81449,2
"67",81715,3
"68",81794,1
"69",82222,1
"70",82369,2
"71",82701,1
"72",82896,2
"73",83439,2
"74",83501,4
"75",83581,1
"76",83950,3
"77",84122,2
"78",84383,1
"79",84873,1
"80",84944,2
"81",84947,2
"82",85580,8
"83",85871,1
"84",85882,1
"85",86319,1
"86",86543,1
"87",86602,2
"88",86632,4
"89",86768,1
"90",87260,2
"91",87369,1
"92",87435,1
"93",87469,3
"94",87513,6
"95",87519,4
"96",87687,10
"97",87700,2
"98",87845,3
"99",87875,1
"100",88006,3
"101",88475,1
"102",88672,2
"103",88816,7
"104",89078,1
"105",89465,1
"106",89484,2
"107",89651,1
"108",89692,1
"109",89716,2
"110",89739,1
"111",89863,1
"112",89897,3
"113",89914,5
"114",89929,1
"115",89944,1
"116",90034,5
"117",90040,2
"118",90067,5
"119",90128,3
"120",90281,1
"121",90395,2
"122",90820,1
"123",90930,1
"124",91074,3
"125",91249,5
"126",91269,3
"127",91317,3
"128",91426,3
"129",91440,2
"130",91679,1
"131",91690,1
"132",91940,2
"133",92003,1
"134",92055,4
"135",92080,2
"136",92153,1
"137",92372,1
"138",92373,3
"139",92468,1
"140",92766,1
"141",92839,1
"142",92912,1
"143",92939,2
"144",92954,5
"145",92961,1
"146",93098,1
"147",93131,3
"148",93208,2
"149",93279,6
"150",93289,4
"151",93505,1
"152",93712,2
"153",93784,2
"154",94213,3
"155",94560,4
"156",94669,2
"157",94882,4
"158",95192,1
"159",95510,1
"160",95631,1
"161",95699,1
"162",95795,3
"163",95904,5
"164",95932,6
"165",96024,2
"166",96147,1
"167",96172,6
"168",96396,2
"169",96453,1
"170",96493,2
"171",96601,7
"172",97108,3
"173",97402,1
"174",97515,3
"175",97553,3
"176",97558,6
"177",97560,1
"178",97652,3
"179",97747,2
"180",97809,2
"181",97910,2
"182",97924,1
"183",98074,9
"184",98130,1
"185",98379,8
"186",98383,2
"187",98454,4
"188",98592,3
"189",98706,4
"190",99018,1
"191",99093,2
"192",99153,3
"193",99195,2
"194",99205,3
"195",99235,8
"196",99274,5
"197",99280,1
"198",99311,7
"199",99321,2
"200",99380,6
"201",99421,8
"202",99524,6
"203",99569,1
"204",99671,4
"205",99723,10
"206",99725,3
"207",99847,5
"208",99923,4
"209",100072,1
"210",100073,4
"211",100080,2
"212",100260,2
"213",100294,4
"214",100323,6
"215",100437,3
"216",100546,2
"217",100704,2
"218",100760,5
"219",100789,3
"220",100792,5
"221",100830,5
"222",100879,5
"223",100929,8
"224",100977,2
"225",100995,5
"226",101004,4
"227",101064,6
"228",101089,1
"229",101101,2
"230",101116,1
"231",101185,1
"232",101298,8
"233",101303,2
"234",101348,1
"235",101386,1
"236",101404,1
"237",101455,3
"238",101486,3
"239",101501,2
"240",101547,4
"241",101558,3
"242",101568,4
"243",101599,1
"244",101606,3
