"","spp.name","region"
"1",13694,2
"2",28793,1
"3",45345,1
"4",47423,1
"5",58507,1
"6",60617,1
"7",61787,1
"8",63224,1
"9",64112,2
"10",64681,1
"11",64745,1
"12",67732,1
"13",70905,1
"14",72364,1
"15",72896,1
"16",76309,1
"17",76464,1
"18",76681,1
"19",77364,2
"20",77594,2
"21",77876,3
"22",78187,2
"23",78398,1
"24",78433,1
"25",78833,3
"26",79138,1
"27",79496,3
"28",79816,2
"29",81091,2
"30",81137,1
"31",81531,3
"32",82141,1
"33",82436,1
"34",83774,2
"35",83888,1
"36",84082,1
"37",84529,1
"38",84556,2
"39",85510,3
"40",85724,3
"41",85879,1
"42",86572,1
"43",86636,3
"44",86939,1
"45",86970,2
"46",87033,1
"47",87189,3
"48",87241,1
"49",87439,1
"50",87931,2
"51",88796,1
"52",89405,3
"53",89546,2
"54",89718,1
"55",89798,1
"56",89881,2
"57",90016,1
"58",90065,3
"59",90320,1
"60",90455,1
"61",90576,4
"62",90785,4
"63",91050,2
"64",91533,1
"65",91864,1
"66",92197,1
"67",92444,4
"68",92453,1
"69",92455,1
"70",92522,1
"71",92658,5
"72",92914,1
"73",93201,1
"74",93250,2
"75",93273,1
"76",93357,2
"77",93454,2
"78",93776,1
"79",93785,2
"80",94285,1
"81",94588,1
"82",94599,1
"83",96155,4
"84",96369,1
"85",96467,2
"86",96699,2
"87",97631,5
"88",97784,1
"89",98356,1
"90",98448,3
"91",98518,1
"92",98624,1
"93",98682,1
"94",98899,1
"95",98950,4
"96",99226,1
"97",99414,3
"98",99438,1
"99",99797,2
"100",99805,5
"101",99838,1
"102",99875,1
"103",100002,3
"104",100037,1
"105",100045,2
"106",100098,5
"107",100210,2
"108",100237,2
"109",100331,6
"110",100502,1
"111",100865,1
"112",100910,2
"113",100916,3
"114",100955,4
"115",100983,3
"116",101013,1
"117",101037,6
"118",101165,1
"119",101530,1
"120",101731,6
"121",101815,5
"122",101904,2
"123",101995,2
"124",102007,3
"125",102099,2
"126",102155,2
"127",102421,2
"128",102439,2
"129",102446,3
"130",102486,1
"131",102752,1
"132",102958,2
"133",103092,1
"134",103151,7
"135",103318,2
"136",103354,1
"137",103468,1
"138",103752,2
"139",103821,2
"140",103845,1
"141",103989,9
"142",104099,3
"143",104170,3
"144",104289,2
"145",104309,4
"146",104454,1
"147",104455,1
"148",104642,2
"149",104647,3
"150",104805,5
"151",104827,4
"152",105021,2
"153",105041,1
"154",105070,9
"155",105115,5
"156",105160,3
"157",105170,2
"158",105186,3
"159",105203,1
"160",105227,2
"161",105303,6
"162",105317,2
"163",105386,2
"164",105393,3
"165",105537,4
"166",105657,3
"167",105658,8
"168",105763,1
"169",105795,3
"170",105806,3
"171",105832,9
"172",105886,1
"173",105919,1
"174",106066,5
"175",106079,2
"176",106084,1
"177",106250,4
"178",106259,3
"179",106315,2
"180",106405,9
"181",106464,3
"182",106476,1
"183",106522,2
"184",106531,3
"185",106541,3
"186",106579,2
"187",106605,4
"188",106614,1
"189",106665,1
"190",106715,3
"191",106739,3
"192",106802,2
"193",106853,2
"194",106963,4
"195",106976,4
"196",107046,1
"197",107077,4
"198",107084,2
"199",107259,1
"200",107263,2
"201",107386,5
"202",107403,4
"203",107409,3
"204",107584,2
"205",107617,5
"206",107799,2
"207",107857,5
"208",107882,3
"209",107929,4
"210",107962,7
"211",107967,1
"212",108003,1
"213",108224,9
"214",108299,2
"215",108301,2
"216",108358,7
"217",108361,1
"218",108408,2
"219",108411,7
"220",108460,6
"221",108570,2
"222",108910,3
"223",108922,2
"224",108924,5
"225",108944,4
"226",109022,2
"227",109113,2
"228",109153,1
"229",109283,4
"230",109320,6
"231",109406,4
"232",109455,2
"233",109528,2
"234",109609,8
"235",109661,5
"236",109689,6
"237",109793,3
"238",109808,1
"239",109845,1
"240",109919,1
"241",109955,2
"242",109988,4
"243",110060,3
"244",110128,2
"245",110153,1
"246",110173,5
"247",110311,1
"248",110317,7
"249",110377,8
"250",110470,2
"251",110516,3
"252",110613,1
"253",110621,1
"254",110645,3
"255",110681,1
"256",110714,3
"257",110717,5
"258",110735,8
"259",110806,1
"260",110830,2
"261",110880,5
"262",110945,2
"263",110975,6
"264",111031,1
"265",111062,1
"266",111096,5
"267",111103,9
"268",111129,2
"269",111198,4
"270",111219,7
"271",111245,6
"272",111291,6
"273",111314,2
"274",111326,1
"275",111368,1
"276",111399,2
"277",111406,1
"278",111411,4
"279",111439,3
"280",111442,1
"281",111477,3
"282",111506,4
"283",111543,3
"284",111608,2
"285",111629,1
"286",111650,6
"287",111676,6
"288",111735,7
"289",111738,8
"290",111880,3
"291",111984,10
"292",112011,1
"293",112031,5
"294",112033,2
"295",112037,2
"296",112087,3
"297",112114,10
"298",112117,8
"299",112185,2
"300",112358,5
"301",112404,4
"302",112408,3
"303",112469,1
"304",112470,8
