"","spp.name","region"
"1",11554,1
"2",16088,1
"3",39688,1
"4",42658,1
"5",50532,1
"6",51157,1
"7",53132,1
"8",55615,1
"9",56913,1
"10",59430,2
"11",61177,2
"12",62993,1
"13",63531,1
"14",64156,1
"15",64573,1
"16",65514,1
"17",65860,1
"18",67518,1
"19",67822,1
"20",69348,1
"21",70200,1
"22",70456,3
"23",72869,1
"24",73547,1
"25",75025,2
"26",76273,1
"27",77197,1
"28",78468,3
"29",78724,1
"30",79864,2
"31",80232,1
"32",80768,3
"33",82648,2
"34",83340,1
"35",83460,2
"36",83715,1
"37",84280,1
"38",84624,3
"39",84956,2
"40",85274,3
"41",85362,1
"42",85429,1
"43",87491,3
"44",87936,1
"45",88506,1
"46",88679,5
"47",89162,1
"48",90022,2
"49",91375,2
"50",91497,2
"51",91668,1
"52",91803,2
"53",92081,4
"54",92107,1
"55",92322,2
"56",92460,2
"57",92663,2
"58",92878,2
"59",93131,5
"60",93522,5
"61",93750,3
"62",93906,2
"63",93984,2
"64",94353,1
"65",95464,1
"66",96012,3
"67",96192,2
"68",96503,3
"69",96782,2
"70",97146,2
"71",98062,1
"72",98164,1
"73",98201,3
"74",98468,2
"75",98850,3
"76",99041,1
"77",99205,1
"78",99617,3
"79",99631,2
"80",100063,1
"81",100522,1
"82",100661,4
"83",100853,1
"84",101022,1
"85",101271,2
"86",101280,1
"87",101379,1
"88",101381,1
"89",101492,2
"90",101523,3
"91",101652,2
"92",101837,1
"93",101848,1
"94",102054,3
"95",102202,2
"96",102267,6
"97",102340,1
"98",102612,4
"99",102710,3
"100",102711,1
"101",102731,3
"102",102809,5
"103",103108,5
"104",103128,1
"105",103179,2
"106",103203,1
"107",103562,2
"108",103697,1
"109",103893,1
"110",103931,3
"111",103944,2
"112",103992,2
"113",104035,1
"114",104087,2
"115",104157,1
"116",104206,2
"117",104304,1
"118",104331,4
"119",104515,6
"120",104566,1
"121",104596,8
"122",104727,3
"123",104738,4
"124",104977,4
"125",105000,1
"126",105348,3
"127",105385,2
"128",105409,4
"129",105820,1
"130",105942,6
"131",105999,10
"132",106015,1
"133",106061,4
"134",106125,6
"135",106180,1
"136",106265,5
"137",106321,4
"138",106322,3
"139",106495,2
"140",106566,3
"141",106630,9
"142",106689,3
"143",106708,2
"144",106839,4
"145",106941,3
"146",106980,1
"147",107015,7
"148",107174,5
"149",107443,2
"150",107568,7
"151",107688,9
"152",107792,7
"153",107850,3
"154",107985,4
"155",107993,2
"156",107994,1
"157",107997,2
"158",108009,4
"159",108068,1
"160",108080,4
"161",108083,6
"162",108102,3
"163",108174,3
"164",108307,9
"165",108337,2
"166",108365,2
"167",108509,3
"168",108582,1
"169",108583,1
"170",108663,10
"171",108672,1
"172",108713,6
"173",108757,3
"174",108952,1
"175",109026,3
"176",109070,4
"177",109102,2
"178",109121,1
"179",109215,3
"180",109246,4
"181",109252,3
"182",109350,1
"183",109361,1
"184",109367,1
"185",109382,1
"186",109402,2
"187",109428,2
"188",109514,5
"189",109580,6
"190",109662,3
"191",109825,7
"192",109897,4
"193",109919,3
"194",109977,3
"195",109999,2
"196",110052,1
"197",110054,8
"198",110090,3
"199",110122,10
"200",110155,4
"201",110307,2
"202",110341,3
"203",110358,2
"204",110367,1
"205",110418,2
"206",110433,3
"207",110448,2
"208",110461,1
"209",110515,1
"210",110516,2
"211",110518,2
"212",110692,1
"213",110699,4
"214",110730,3
"215",110734,4
"216",110826,5
"217",110829,3
"218",110869,5
"219",110946,1
"220",110950,5
"221",111107,5
"222",111185,1
"223",111191,1
"224",111206,1
"225",111222,8
"226",111245,5
"227",111275,3
"228",111298,6
"229",111328,3
"230",111335,1
"231",111376,4
"232",111387,1
"233",111451,3
"234",111535,1
"235",111538,2
"236",111607,7
"237",111651,1
"238",111710,6
"239",111721,1
"240",111892,7
"241",111916,1
"242",111947,1
"243",111949,7
"244",112064,5
"245",112139,1
"246",112192,3
"247",112259,2
"248",112273,5
"249",112285,4
"250",112295,3
"251",112315,5
"252",112520,2
"253",112538,1
"254",112546,3
"255",112573,10
"256",112602,4
"257",112641,4
"258",112789,2
"259",112818,1
"260",112840,7
"261",112878,5
"262",112926,6
"263",113043,1
"264",113047,2
"265",113062,7
"266",113098,10
"267",113129,3
"268",113156,2
"269",113162,7
"270",113164,1
"271",113192,2
"272",113240,5
"273",113260,8
"274",113294,3
"275",113297,7
"276",113359,3
"277",113363,1
"278",113379,4
"279",113390,2
"280",113396,2
"281",113401,3
"282",113443,3
"283",113462,7
"284",113547,2
"285",113566,5
"286",113593,10
"287",113636,1
"288",113655,4
"289",113670,5
"290",113683,2
"291",113688,2
"292",113853,5
"293",113862,5
"294",113967,3
"295",113976,10
"296",113999,2
"297",114010,4
"298",114013,5
"299",114014,6
"300",114054,9
"301",114056,6
"302",114059,4
"303",114072,1
"304",114076,2
"305",114080,5
"306",114145,6
"307",114152,1
"308",114159,9
"309",114166,1
"310",114227,2
"311",114248,9
"312",114257,1
"313",114265,1
"314",114275,6
"315",114289,2
"316",114332,5
"317",114344,7
"318",114351,7
"319",114397,2
"320",114402,8
"321",114406,2
"322",114446,3
"323",114482,5
"324",114513,7
"325",114519,4
"326",114533,3
"327",114549,3
"328",114555,8
"329",114572,3
"330",114610,2
"331",114626,3
"332",114629,10
"333",114643,4
"334",114691,7
"335",114693,2
"336",114694,4
"337",114800,10
"338",114818,2
"339",114929,3
"340",114951,1
"341",115013,6
"342",115082,8
"343",115138,5
"344",115227,1
"345",115245,2
"346",115246,5
"347",115255,1
"348",115294,1
"349",115325,2
"350",115331,2
"351",115385,8
"352",115404,3
"353",115412,1
"354",115450,2
"355",115497,6
"356",115536,5
"357",115575,2
"358",115598,9
"359",115600,8
"360",115608,5
"361",115614,1
"362",115649,1
"363",115699,1
"364",115725,5
"365",115759,4
"366",115789,4
"367",115856,10
"368",115870,2
"369",115921,1
"370",115924,2
"371",115933,7
"372",115944,7
"373",115950,6
"374",115983,1
"375",115984,1
"376",115990,4
"377",116001,1
"378",116011,3
"379",116070,1
"380",116071,2
"381",116138,3
"382",116157,2
"383",116167,9
"384",116254,6
"385",116265,3
"386",116268,3
"387",116284,3
"388",116290,4
"389",116306,2
"390",116349,7
"391",116420,6
"392",116491,10
"393",116495,3
"394",116508,2
"395",116526,5
"396",116559,1
"397",116571,7
"398",116579,2
"399",116587,1
"400",116588,6
"401",116589,1
"402",116602,7
"403",116603,2
"404",116640,4
"405",116679,2
"406",116683,5
"407",116696,9
"408",116714,6
"409",116741,4
"410",116782,2
"411",116851,8
"412",116861,3
"413",116869,5
"414",116895,2
"415",116936,4
"416",116975,2
"417",117061,6
"418",117068,2
"419",117099,5
"420",117100,10
"421",117108,1
"422",117112,2
"423",117128,2
"424",117151,5
"425",117159,2
"426",117188,4
"427",117204,9
"428",117222,6
"429",117226,9
"430",117228,2
"431",117292,5
"432",117339,4
"433",117351,4
"434",117354,9
"435",117365,2
"436",117370,1
"437",117386,6
"438",117409,3
"439",117420,2
"440",117444,8
"441",117454,1
"442",117456,5
"443",117458,10
"444",117555,3
"445",117590,9
"446",117616,7
"447",117621,7
"448",117628,3
"449",117636,5
"450",117639,3
"451",117644,4
"452",117688,2
"453",117710,3
"454",117714,6
"455",117728,4
"456",117751,3
"457",117766,6
"458",117770,4
"459",117776,2
"460",117793,2
"461",117796,8
"462",117823,6
"463",117848,6
"464",117849,6
"465",117851,4
"466",117855,2
"467",117949,8
"468",117951,3
"469",117958,7
"470",117959,7
"471",117964,4
"472",117967,3
"473",117981,1
"474",117997,3
"475",118034,4
"476",118057,4
"477",118061,10
"478",118110,3
"479",118122,3
"480",118139,1
"481",118148,4
"482",118151,5
"483",118186,1
"484",118196,6
"485",118199,1
"486",118245,1
"487",118267,7
"488",118282,4
"489",118289,2
"490",118298,10
"491",118324,6
"492",118340,8
"493",118354,2
"494",118381,9
"495",118397,5
"496",118416,9
"497",118423,4
"498",118468,1
"499",118470,7
"500",118488,3
"501",118490,5
"502",118491,4
"503",118525,3
"504",118542,1
"505",118559,7
"506",118569,7
"507",118570,9
"508",118584,4
"509",118586,5
"510",118588,3
"511",118593,2
"512",118594,1
"513",118595,4
"514",118596,4
"515",118608,7
"516",118623,9
"517",118632,4
"518",118647,8
"519",118666,5
"520",118667,3
"521",118670,6
"522",118674,8
"523",118677,1
"524",118688,9
"525",118711,4
"526",118731,9
"527",118732,10
"528",118739,7
"529",118774,4
"530",118795,3
"531",118827,4
"532",118843,1
"533",118852,4
"534",118874,2
"535",118876,3
"536",118890,4
"537",118895,8
"538",118904,3
"539",118919,5
"540",118921,8
"541",118944,10
"542",119029,5
"543",119035,10
"544",119046,6
"545",119047,3
"546",119054,2
"547",119057,6
"548",119060,3
"549",119094,6
"550",119119,6
"551",119151,9
"552",119171,2
"553",119187,9
"554",119190,1
"555",119194,6
"556",119204,1
"557",119205,9
"558",119215,10
"559",119238,7
"560",119255,7
"561",119281,2
"562",119283,9
"563",119291,10
"564",119296,3
"565",119297,3
"566",119302,6
"567",119315,3
"568",119366,1
"569",119369,2
"570",119370,4
"571",119374,4
"572",119425,5
"573",119436,6
"574",119447,7
"575",119463,1
"576",119464,5
"577",119489,2
"578",119515,1
"579",119538,1
"580",119544,6
"581",119562,5
"582",119567,8
"583",119579,10
"584",119592,5
"585",119595,2
"586",119611,6
"587",119625,4
"588",119647,3
"589",119705,4
"590",119738,3
"591",119779,5
"592",119784,7
"593",119832,5
"594",119835,3
"595",119838,5
"596",119839,10
"597",119840,2
"598",119843,7
