"","spp.name","region"
"1",159,1
"2",10896,1
"3",17548,1
"4",25069,1
"5",26402,1
"6",32725,1
"7",35982,1
"8",38978,1
"9",42750,1
"10",44870,1
"11",45215,2
"12",46830,4
"13",48918,1
"14",52589,1
"15",55932,1
"16",56063,1
"17",58974,1
"18",59889,1
"19",60458,1
"20",61014,1
"21",61338,1
"22",62226,1
"23",62753,1
"24",63957,1
"25",64611,2
"26",65914,2
"27",69055,1
"28",69075,1
"29",71287,2
"30",72433,1
"31",73732,1
"32",74047,1
"33",74118,4
"34",74229,2
"35",74441,1
"36",75710,3
"37",75919,1
"38",78182,1
"39",78832,5
"40",79248,1
"41",79280,1
"42",79592,1
"43",79652,1
"44",80631,1
"45",81182,2
"46",81284,1
"47",82134,2
"48",82248,1
"49",82778,1
"50",83055,2
"51",83575,1
"52",83980,2
"53",83989,1
"54",84018,1
"55",84101,1
"56",84293,1
"57",84367,2
"58",84497,1
"59",84619,1
"60",84668,2
"61",85157,2
"62",85167,1
"63",85656,1
"64",85690,1
"65",85793,1
"66",85967,2
"67",86014,2
"68",86214,4
"69",86312,3
"70",86363,1
"71",86609,2
"72",86847,3
"73",87040,2
"74",87705,5
"75",87897,4
"76",87996,1
"77",88394,1
"78",88476,2
"79",88522,1
"80",88642,1
"81",88716,1
"82",89139,3
"83",89161,1
"84",89748,6
"85",90072,2
"86",90101,4
"87",90358,3
"88",90753,3
"89",90819,4
"90",90969,3
"91",91176,2
"92",91604,3
"93",91976,2
"94",92056,1
"95",92115,2
"96",92267,2
"97",92410,1
"98",92567,2
"99",92915,2
"100",93031,3
"101",93166,1
"102",93436,3
"103",93561,1
"104",93682,5
"105",93687,2
"106",93858,1
"107",94073,1
"108",94179,1
"109",94603,2
"110",94745,1
"111",94941,1
"112",95001,2
"113",95030,3
"114",95089,4
"115",95113,1
"116",95200,2
"117",95307,6
"118",95344,1
"119",95370,7
"120",95398,3
"121",95807,2
"122",95947,3
"123",96091,1
"124",96105,5
"125",96108,3
"126",96299,7
"127",96511,2
"128",96568,3
"129",96589,2
"130",96758,6
"131",96839,2
"132",97023,2
"133",97196,3
"134",97351,1
"135",97406,1
"136",97488,1
"137",97503,5
"138",97591,5
"139",97669,2
"140",97748,5
"141",97959,5
"142",98055,2
"143",98149,2
"144",98202,1
"145",98211,6
"146",98362,3
"147",98522,1
"148",98550,7
"149",98588,3
"150",98625,1
"151",98656,1
"152",98762,2
"153",98862,1
"154",98877,1
"155",98910,6
"156",99085,1
"157",99091,1
"158",99120,10
"159",99198,8
"160",99257,1
"161",99263,1
"162",99284,2
"163",99328,4
"164",99513,2
"165",99617,1
"166",99709,7
"167",99710,8
"168",99733,2
"169",99932,1
"170",100089,3
"171",100139,3
"172",100235,5
"173",100250,5
"174",100293,5
"175",100328,6
"176",100452,2
"177",100535,4
"178",100594,10
"179",100597,1
"180",100758,1
"181",100857,2
"182",100904,1
"183",100908,2
"184",100953,8
"185",100986,1
"186",101030,4
"187",101058,7
"188",101149,2
"189",101167,3
"190",101267,1
"191",101298,1
"192",101311,1
"193",101430,3
"194",101467,3
"195",101807,4
"196",101835,1
"197",101880,2
"198",101945,1
"199",102039,2
"200",102191,6
"201",102285,4
"202",102311,4
"203",102325,2
"204",102652,3
"205",102676,3
"206",102689,4
"207",102717,2
"208",102748,2
"209",102826,1
"210",102851,2
"211",102932,1
"212",103003,3
"213",103015,2
"214",103094,4
"215",103104,4
"216",103137,1
"217",103162,2
"218",103213,7
"219",103350,2
"220",103493,1
"221",103521,1
"222",103539,2
"223",103597,5
"224",103651,1
"225",103669,1
"226",103727,8
"227",103746,4
"228",103790,1
"229",103844,1
"230",103845,4
"231",104097,2
"232",104143,4
"233",104145,4
"234",104247,9
"235",104259,4
"236",104325,2
"237",104358,3
"238",104423,4
"239",104468,2
"240",104515,2
"241",104587,2
"242",104596,8
"243",104617,2
"244",104727,9
"245",104728,2
"246",104759,5
"247",104781,1
"248",104796,5
"249",104838,2
"250",104877,3
"251",104953,9
"252",104987,1
"253",105018,2
"254",105048,10
"255",105081,6
"256",105120,3
"257",105151,3
"258",105174,3
"259",105181,7
"260",105266,3
"261",105272,2
"262",105336,2
"263",105399,4
"264",105505,7
"265",105521,2
"266",105537,3
"267",105615,4
"268",105658,5
"269",105750,2
"270",105832,1
"271",105854,10
"272",105887,5
"273",105919,4
"274",105920,4
"275",105940,1
"276",106034,2
"277",106090,8
"278",106096,3
"279",106098,1
"280",106115,3
"281",106116,8
"282",106151,2
"283",106188,7
"284",106194,2
"285",106232,6
"286",106248,4
"287",106289,7
"288",106335,2
"289",106346,1
"290",106401,1
"291",106420,1
"292",106442,6
"293",106448,7
"294",106454,4
"295",106566,9
"296",106614,1
"297",106703,4
"298",106722,4
"299",106734,9
"300",106736,3
"301",106769,3
"302",106783,8
"303",106831,3
"304",106835,6
"305",106842,5
"306",106874,3
"307",106915,3
"308",106917,6
"309",106920,2
"310",106944,8
"311",106977,6
"312",106987,9
"313",107036,5
"314",107043,2
"315",107051,2
"316",107059,3
"317",107142,2
"318",107188,5
"319",107198,1
"320",107210,1
"321",107240,1
"322",107257,7
"323",107265,6
"324",107329,5
"325",107346,4
"326",107360,3
"327",107377,6
"328",107387,1
"329",107388,7
"330",107431,8
"331",107445,8
"332",107471,2
"333",107481,3
"334",107482,6
"335",107484,3
"336",107505,2
"337",107523,3
"338",107590,3
"339",107596,5
"340",107604,1
"341",107621,1
"342",107624,4
"343",107633,2
"344",107707,1
"345",107769,6
"346",107786,4
"347",107840,5
"348",107925,4
"349",107926,2
"350",107990,1
"351",108034,2
"352",108086,5
"353",108098,9
"354",108110,4
"355",108127,2
"356",108177,3
"357",108199,5
"358",108242,2
"359",108261,4
"360",108294,4
"361",108320,5
"362",108322,3
"363",108344,10
"364",108352,6
"365",108358,4
"366",108372,6
"367",108429,5
"368",108459,5
"369",108544,10
"370",108553,5
"371",108662,2
"372",108686,10
"373",108709,2
"374",108727,3
"375",108756,7
"376",108811,5
"377",108845,3
"378",108858,3
"379",108896,4
"380",108898,5
"381",108909,3
"382",108913,5
"383",108945,5
"384",108947,3
"385",108955,4
"386",108962,4
"387",108994,8
"388",109012,4
"389",109054,3
"390",109061,5
"391",109067,3
"392",109080,6
"393",109110,3
"394",109115,3
"395",109135,8
"396",109138,2
"397",109164,10
"398",109175,5
"399",109179,9
"400",109194,2
"401",109199,9
"402",109215,2
"403",109227,7
"404",109230,8
"405",109251,1
"406",109279,2
"407",109306,6
"408",109312,2
"409",109314,4
"410",109368,6
"411",109370,6
"412",109381,3
"413",109391,3
"414",109409,2
"415",109517,7
"416",109527,8
"417",109631,6
"418",109640,2
"419",109659,10
"420",109671,6
"421",109682,10
"422",109685,3
"423",109698,2
"424",109705,1
"425",109779,2
"426",109790,9
"427",109803,5
"428",109819,2
"429",109852,7
"430",109877,5
"431",109884,5
"432",109911,1
"433",109926,5
"434",109967,6
"435",109979,8
"436",109989,5
"437",110003,6
"438",110028,1
"439",110033,2
"440",110034,3
