CellID,SpID,Abundance
404,15891.9,6470
404,16001.5,1108
404,16151.5,6420
404,16225,282
404,16562.1,482
404,17206,10956
404,17207,21092
404,17476,0
404,17600.5,42864
404,17605.7,0
404,17778.9,910576
404,18063,5052
404,18218,7092
404,18346,13781
404,18347,14220
404,18556,0
404,18686,4092
404,18855,0
404,19284,878068
404,20589,12845
404,20772,3161
404,21142,18505
404,21280,5157
404,21281,5146
404,21700,74877
404,22250,144229
404,22442,134876
404,22791,431684
404,22792,498304
404,24918,3072000
404,24980,84036
404,26286,0
404,26298,359467
404,27604,359941
404,27644,0
404,27760,101142260
404,28277,1136300
404,28278,1238084
404,28848,250367
404,29035,5338740
404,30157,1765200
404,31767,1095799
504,15891.9,475835
504,16001.5,57531
504,16151.5,15060
504,16225,0
504,16562.1,0
504,17206,0
504,17207,0
504,17476,0
504,17600.5,0
504,17605.7,0
504,17778.9,8223010
504,18063,0
504,18218,52944
504,18346,84715
504,18347,85642
504,18556,0
504,18686,0
504,18855,0
504,19284,6271840
504,20589,83141
504,20772,19916
504,21142,107621
504,21280,29867
504,21281,30294
504,21700,446513
504,22250,0
504,22442,496559
504,22791,1644572
504,22792,1917372
504,24918,12369900
504,24980,333557
504,26286,0
504,26298,1402950
504,27604,1335725
504,27644,0
504,27760,108913670
504,28277,0
504,28278,0
504,28848,465069
504,29035,9971610
504,30157,4648710
504,31767,1426145
604,15891.9,557087
604,16001.5,71665
604,16151.5,21854
604,16225,0
604,16562.1,0
604,17206,0
604,17207,0
604,17476,0
604,17600.5,0
604,17605.7,0
604,17778.9,9992380
604,18063,0
604,18218,71550
604,18346,128261
604,18347,131257
604,18556,0
604,18686,0
604,18855,0
604,19284,7348600
604,20589,88954
604,20772,20942
604,21142,133696
604,21280,36318
604,21281,36344
604,21700,519472
604,22250,0
604,22442,600376
604,22791,1868637
604,22792,2142441
604,24918,13381900
604,24980,354153
604,26286,0
604,26298,1480500
604,27604,1450331
604,27644,0
604,27760,113602440
604,28277,0
604,28278,0
604,28848,492858
604,29035,10512600
604,30157,4949430
604,31767,940668
704,15891.9,363629
704,16001.5,46862
704,16151.5,12265
704,16225,0
704,16562.1,0
704,17206,0
704,17207,0
704,17476,0
704,17600.5,0
704,17605.7,0
704,17778.9,5193529
704,18063,0
704,18218,34155
704,18346,79349
704,18347,80362
704,18556,0
704,18686,0
704,18855,0
704,19284,4447210
704,20589,55582
