CellID,SpID,Abundance
404,12266.6,7
404,13005.5,98
404,13195,0
404,13196,0
404,13947,0
404,14065.2,310
404,14221,211
404,14468.6,13532
404,14487.6,13
404,14593.2,1386
404,14693,3375
404,14709.3,1563
404,14927,107
404,15216.2,6573
404,15287.9,1208
404,15499.9,427
404,15656.8,56
404,15735.3,0
404,15945.4,0
404,15981,1281
404,15984.8,1136
404,16047.2,1417
404,16098.4,1787
404,16321.7,9
404,16690.6,153
404,17029,7356
404,17030,8807
404,18382,1450
404,18383,571
404,19957,186537380
404,19958,9577160
404,20592,614625
404,20593,663011
404,20735,1179440
404,20736,1241831
404,20747,3600620
404,20825,1605900
404,21134,497635
404,21862,228332
404,21988,10901910
404,22054,28503400
404,22144,795673
404,23473,0
404,23767,479318
404,25754,1643530
404,25983,25501900
404,26674,2127
404,27137,165
404,27442,0
404,27748,1
404,27779,1109
404,28148,0
404,31421,77
504,12266.6,41774
504,13005.5,152060
504,13195,0
504,13196,0
504,13947,0
504,14065.2,113630
504,14221,5883
504,14468.6,0
504,14487.6,20684
504,14593.2,249607
504,14693,89775
504,14709.3,167163
504,14927,0
504,15216.2,1291592
504,15287.9,29753
504,15499.9,622600
504,15656.8,25459
504,15735.3,0
504,15945.4,0
504,15981,2137425
504,15984.8,1234020
504,16047.2,2440303
504,16098.4,0
504,16321.7,117025
504,16690.6,36505
504,17029,884050
504,17030,1339489
504,18382,186293
504,18383,191171
504,19957,0
504,19958,0
504,20592,0
504,20593,0
504,20735,753928
504,20736,796173
504,20747,2337911
504,20825,1044800
504,21134,310813
504,21862,142316
504,21988,6795390
504,22054,17816100
504,22144,499955
504,23473,0
504,23767,301374
504,25754,1142860
504,25983,52251900
504,26674,0
504,27137,0
504,27442,0
504,27748,0
504,27779,30985040
504,28148,0
504,31421,4087085
604,12266.6,39795
604,13005.5,139948
604,13195,0
604,13196,0
604,13947,0
604,14065.2,110437
604,14221,5766
604,14468.6,0
604,14487.6,19817
604,14593.2,239426
604,14693,92796
604,14709.3,159943
604,14927,0
604,15216.2,1215633
