"","spp.name","region"
"1",13593,8
"2",13593,7
"3",15062,7
"4",16107,7
"5",16107,6
"6",16261,10
"7",16686,10
"8",18059,10
"9",18986,6
"10",18986,5
"11",18996,10
"12",19450,10
"13",19510,9
"14",19546,10
"15",19559,10
"16",19572,6
"17",19572,7
"18",20000,10
"19",20082,4
"20",20085,8
"21",20085,9
"22",20136,10
"23",20183,10
"24",20258,6
"25",20300,9
"26",20300,10
"27",20367,9
"28",20367,8
"29",20512,10
"30",20513,10
"31",20551,10
"32",20551,9
"33",20560,9
"34",20584,5
"35",20584,4
"36",20734,9
"37",20734,10
"38",20780,9
"39",20808,4
"40",20823,7
"41",20823,6
"42",20826,9
"43",20897,10
"44",20917,9
"45",20935,10
"46",20946,7
"47",20946,8
"48",20946,9
"49",20999,10
"50",20999,9
"51",21007,10
"52",21058,6
"53",21058,7
"54",21065,8
"55",21065,9
"56",21085,7
"57",21091,9
"58",21144,7
"59",21144,6
"60",21180,2
"61",21180,3
"62",21197,9
"63",21200,10
"64",21264,8
"65",21275,10
"66",21285,10
"67",21367,10
"68",21367,9
"69",21369,8
"70",21369,9
"71",21382,6
"72",21382,7
"73",21464,7
"74",21464,6
"75",21542,8
"76",21542,7
"77",21585,10
"78",21622,4
"79",21636,9
"80",21636,10
"81",21645,10
"82",21645,9
"83",21646,10
"84",21646,9
"85",21653,10
"86",21658,9
"87",21678,10
"88",21731,8
"89",21731,7
"90",21762,6
"91",21762,5
"92",21801,10
"93",21801,9
"94",21802,7
"95",21829,6
"96",21829,5
"97",21831,5
"98",21892,6
"99",21892,7
"100",21909,10
"101",21915,7
"102",21915,8
"103",21919,4
"104",21920,6
"105",21920,7
"106",21923,8
"107",21979,7
"108",21979,8
"109",21980,10
"110",21980,9
"111",21991,6
"112",22036,9
"113",22052,10
"114",22074,6
"115",22078,8
"116",22078,9
"117",22095,6
"118",22095,7
"119",22118,9
"120",22118,8
"121",22118,7
"122",22162,8
"123",22162,7
"124",22166,9
"125",22166,8
"126",22171,9
"127",22204,10
"128",22204,9
"129",22217,10
"130",22274,10
"131",22300,8
"132",22300,7
"133",22302,7
"134",22302,6
"135",22304,9
"136",22304,10
"137",22346,10
"138",22353,7
"139",22353,6
"140",22373,4
"141",22373,3
"142",22421,10
"143",22427,9
"144",22427,10
"145",22431,10
"146",22440,8
"147",22472,7
"148",22482,7
"149",22483,10
"150",22497,9
"151",22505,6
"152",22505,5
"153",22507,8
"154",22507,9
"155",22573,10
"156",22573,9
"157",22578,8
"158",22598,6
"159",22600,10
"160",22615,2
"161",22615,4
"162",22615,3
"163",22636,5
"164",22636,4
"165",22636,6
"166",22653,8
"167",22653,9
"168",22655,6
"169",22671,8
"170",22671,9
"171",22679,3
"172",22679,5
"173",22714,9
"174",22719,10
"175",22770,9
"176",22770,8
"177",22778,3
"178",22778,2
"179",22787,4
"180",22787,5
"181",22808,8
"182",22812,8
"183",22821,7
"184",22828,5
"185",22854,10
"186",22872,10
"187",22891,10
"188",22895,8
"189",22895,7
"190",22907,10
"191",22925,6
"192",22931,7
"193",22931,6
"194",22943,8
"195",22943,9
"196",22945,10
"197",22958,4
"198",22958,5
"199",22959,6
"200",22959,7
"201",22988,8
"202",22988,9
"203",22989,10
"204",23004,8
"205",23004,9
"206",23032,6
"207",23032,7
"208",23037,10
"209",23056,8
"210",23056,9
"211",23066,7
"212",23069,10
"213",23082,2
"214",23082,3
"215",23093,7
"216",23093,6
"217",23114,10
"218",23114,9
"219",23126,9
"220",23132,9
"221",23132,10
"222",23136,4
"223",23139,6
"224",23139,5
"225",23148,4
"226",23148,5
"227",23156,7
"228",23156,8
"229",23168,6
"230",23172,10
"231",23173,8
"232",23173,9
"233",23177,8
"234",23177,9
"235",23196,8
"236",23196,7
"237",23197,9
"238",23197,8
"239",23198,10
"240",23199,4
"241",23202,10
"242",23234,7
"243",23238,10
"244",23243,7
"245",23243,8
"246",23260,7
"247",23260,8
"248",23264,10
"249",23268,10
"250",23268,9
"251",23273,10
"252",23275,7
"253",23275,8
"254",23276,7
"255",23276,6
"256",23289,8
"257",23302,5
"258",23302,6
"259",23314,9
"260",23315,10
"261",23319,5
"262",23319,6
"263",23324,1
"264",23336,9
"265",23338,9
"266",23344,10
"267",23347,8
"268",23354,7
"269",23358,6
"270",23358,5
"271",23362,5
"272",23362,6
"273",23365,6
"274",23365,5
"275",23384,7
"276",23384,8
"277",23386,3
"278",23400,10
"279",23408,5
"280",23411,9
"281",23411,8
"282",23418,8
"283",23418,7
"284",23420,10
"285",23433,6
"286",23437,6
"287",23437,5
"288",23440,10
"289",23442,9
"290",23443,10
"291",23450,10
"292",23457,10
"293",23479,10
"294",23480,6
"295",23486,2
"296",23486,3
"297",23492,8
"298",23498,7
"299",23505,5
"300",23505,6
"301",23520,8
"302",23520,7
"303",23528,9
"304",23528,8
"305",23534,8
"306",23551,4
"307",23551,3
"308",23560,10
"309",23569,9
"310",23569,10
"311",23572,7
"312",23572,6
"313",23573,9
"314",23573,8
"315",23579,3
"316",23579,2
"317",23608,8
"318",23608,7
