"model","simID","L","v","Psi","s_phi","s_spar","s_disp","ticks","seed","file"
"XE","21321","333","1e-04","1","70.7106781186548","0.1","1","1e+07","1","21321.m"
"XE","21322","333","1e-04","1","70.7106781186548","0.1","1","1e+07","2","21322.m"
"XE","21323","333","1e-04","1","70.7106781186548","0.1","1","1e+07","3","21323.m"
"XE","21331","333","1e-04","1","7071.06781186548","0.1","1","1e+07","1","21331.m"
"XE","21332","333","1e-04","1","7071.06781186548","0.1","1","1e+07","2","21332.m"
"XE","21333","333","1e-04","1","7071.06781186548","0.1","1","1e+07","3","21333.m"
"XE","21341","333","1e-04","1","707106.781186548","0.1","1","1e+07","1","21341.m"
"XE","21342","333","1e-04","1","707106.781186548","0.1","1","1e+07","2","21342.m"
"XE","21343","333","1e-04","1","707106.781186548","0.1","1","1e+07","3","21343.m"
"XE","21351","333","1e-04","1","70710678.1186548","0.1","1","1e+07","1","21351.m"
"XE","21352","333","1e-04","1","70710678.1186548","0.1","1","1e+07","2","21352.m"
"XE","21353","333","1e-04","1","70710678.1186548","0.1","1","1e+07","3","21353.m"
"XE","21361","333","1e-04","1","-1","0.1","1","1e+07","1","21361.m"
"XE","21362","333","1e-04","1","-1","0.1","1","1e+07","2","21362.m"
"XE","21363","333","1e-04","1","-1","0.1","1","1e+07","3","21363.m"
"XE","21411","333","1e-04","0.25","0.707106781186548","0.1","1","1e+07","1","21411.m"
"XE","21412","333","1e-04","0.25","0.707106781186548","0.1","1","1e+07","2","21412.m"
"XE","21413","333","1e-04","0.25","0.707106781186548","0.1","1","1e+07","3","21413.m"
"XE","21421","333","1e-04","0.25","70.7106781186548","0.1","1","1e+07","1","21421.m"
"XE","21422","333","1e-04","0.25","70.7106781186548","0.1","1","1e+07","2","21422.m"
"XE","21423","333","1e-04","0.25","70.7106781186548","0.1","1","1e+07","3","21423.m"
"XE","21431","333","1e-04","0.25","7071.06781186548","0.1","1","1e+07","1","21431.m"
"XE","21432","333","1e-04","0.25","7071.06781186548","0.1","1","1e+07","2","21432.m"
"XE","21433","333","1e-04","0.25","7071.06781186548","0.1","1","1e+07","3","21433.m"
"XE","21441","333","1e-04","0.25","707106.781186548","0.1","1","1e+07","1","21441.m"
"XE","21442","333","1e-04","0.25","707106.781186548","0.1","1","1e+07","2","21442.m"
"XE","21443","333","1e-04","0.25","707106.781186548","0.1","1","1e+07","3","21443.m"
"XE","21451","333","1e-04","0.25","70710678.1186548","0.1","1","1e+07","1","21451.m"
"XE","21452","333","1e-04","0.25","70710678.1186548","0.1","1","1e+07","2","21452.m"
"XE","21453","333","1e-04","0.25","70710678.1186548","0.1","1","1e+07","3","21453.m"
"XE","21461","333","1e-04","0.25","-1","0.1","1","1e+07","1","21461.m"
"XE","21462","333","1e-04","0.25","-1","0.1","1","1e+07","2","21462.m"
"XE","21463","333","1e-04","0.25","-1","0.1","1","1e+07","3","21463.m"
"XE","21511","333","1e-04","0.75","0.707106781186548","0.1","1","1e+07","1","21511.m"
"XE","21512","333","1e-04","0.75","0.707106781186548","0.1","1","1e+07","2","21512.m"
"XE","21513","333","1e-04","0.75","0.707106781186548","0.1","1","1e+07","3","21513.m"
"XE","21521","333","1e-04","0.75","70.7106781186548","0.1","1","1e+07","1","21521.m"
"XE","21522","333","1e-04","0.75","70.7106781186548","0.1","1","1e+07","2","21522.m"
"XE","21523","333","1e-04","0.75","70.7106781186548","0.1","1","1e+07","3","21523.m"
"XE","21531","333","1e-04","0.75","7071.06781186548","0.1","1","1e+07","1","21531.m"
"XE","21532","333","1e-04","0.75","7071.06781186548","0.1","1","1e+07","2","21532.m"
"XE","21533","333","1e-04","0.75","7071.06781186548","0.1","1","1e+07","3","21533.m"
"XE","21541","333","1e-04","0.75","707106.781186548","0.1","1","1e+07","1","21541.m"
"XE","21542","333","1e-04","0.75","707106.781186548","0.1","1","1e+07","2","21542.m"
"XE","21543","333","1e-04","0.75","707106.781186548","0.1","1","1e+07","3","21543.m"
"XE","21551","333","1e-04","0.75","70710678.1186548","0.1","1","1e+07","1","21551.m"
"XE","21552","333","1e-04","0.75","70710678.1186548","0.1","1","1e+07","2","21552.m"
"XE","21553","333","1e-04","0.75","70710678.1186548","0.1","1","1e+07","3","21553.m"
"XE","21561","333","1e-04","0.75","-1","0.1","1","1e+07","1","21561.m"
"XE","21562","333","1e-04","0.75","-1","0.1","1","1e+07","2","21562.m"
"XE","21563","333","1e-04","0.75","-1","0.1","1","1e+07","3","21563.m"
"XE","22111","333","1e-04","0","0.707106781186548","1","1","1e+07","1","22111.m"
"XE","22112","333","1e-04","0","0.707106781186548","1","1","1e+07","2","22112.m"
"XE","22113","333","1e-04","0","0.707106781186548","1","1","1e+07","3","22113.m"
"XE","22121","333","1e-04","0","70.7106781186548","1","1","1e+07","1","22121.m"
"XE","22122","333","1e-04","0","70.7106781186548","1","1","1e+07","2","22122.m"
"XE","22123","333","1e-04","0","70.7106781186548","1","1","1e+07","3","22123.m"
"XE","22131","333","1e-04","0","7071.06781186548","1","1","1e+07","1","22131.m"
"XE","22132","333","1e-04","0","7071.06781186548","1","1","1e+07","2","22132.m"
"XE","22133","333","1e-04","0","7071.06781186548","1","1","1e+07","3","22133.m"
"XE","22141","333","1e-04","0","707106.781186548","1","1","1e+07","1","22141.m"
"XE","22142","333","1e-04","0","707106.781186548","1","1","1e+07","2","22142.m"
"XE","22143","333","1e-04","0","707106.781186548","1","1","1e+07","3","22143.m"
"XE","22151","333","1e-04","0","70710678.1186548","1","1","1e+07","1","22151.m"
"XE","22152","333","1e-04","0","70710678.1186548","1","1","1e+07","2","22152.m"
"XE","22153","333","1e-04","0","70710678.1186548","1","1","1e+07","3","22153.m"
"XE","22161","333","1e-04","0","-1","1","1","1e+07","1","22161.m"
"XE","22162","333","1e-04","0","-1","1","1","1e+07","2","22162.m"
"XE","22163","333","1e-04","0","-1","1","1","1e+07","3","22163.m"
"XE","22211","333","1e-04","0.5","0.707106781186548","1","1","1e+07","1","22211.m"
"XE","22212","333","1e-04","0.5","0.707106781186548","1","1","1e+07","2","22212.m"
"XE","22213","333","1e-04","0.5","0.707106781186548","1","1","1e+07","3","22213.m"
"XE","22221","333","1e-04","0.5","70.7106781186548","1","1","1e+07","1","22221.m"
"XE","22222","333","1e-04","0.5","70.7106781186548","1","1","1e+07","2","22222.m"
"XE","22223","333","1e-04","0.5","70.7106781186548","1","1","1e+07","3","22223.m"
"XE","22231","333","1e-04","0.5","7071.06781186548","1","1","1e+07","1","22231.m"
"XE","22232","333","1e-04","0.5","7071.06781186548","1","1","1e+07","2","22232.m"
"XE","22233","333","1e-04","0.5","7071.06781186548","1","1","1e+07","3","22233.m"
"XE","22241","333","1e-04","0.5","707106.781186548","1","1","1e+07","1","22241.m"
"XE","22242","333","1e-04","0.5","707106.781186548","1","1","1e+07","2","22242.m"
"XE","22243","333","1e-04","0.5","707106.781186548","1","1","1e+07","3","22243.m"
"XE","22251","333","1e-04","0.5","70710678.1186548","1","1","1e+07","1","22251.m"
"XE","22252","333","1e-04","0.5","70710678.1186548","1","1","1e+07","2","22252.m"
"XE","22253","333","1e-04","0.5","70710678.1186548","1","1","1e+07","3","22253.m"
"XE","22261","333","1e-04","0.5","-1","1","1","1e+07","1","22261.m"
"XE","22262","333","1e-04","0.5","-1","1","1","1e+07","2","22262.m"
"XE","22263","333","1e-04","0.5","-1","1","1","1e+07","3","22263.m"
"XE","22311","333","1e-04","1","0.707106781186548","1","1","1e+07","1","22311.m"
"XE","22312","333","1e-04","1","0.707106781186548","1","1","1e+07","2","22312.m"
"XE","22313","333","1e-04","1","0.707106781186548","1","1","1e+07","3","22313.m"
"XE","22321","333","1e-04","1","70.7106781186548","1","1","1e+07","1","22321.m"
"XE","22322","333","1e-04","1","70.7106781186548","1","1","1e+07","2","22322.m"
"XE","22323","333","1e-04","1","70.7106781186548","1","1","1e+07","3","22323.m"
"XE","22331","333","1e-04","1","7071.06781186548","1","1","1e+07","1","22331.m"
"XE","22332","333","1e-04","1","7071.06781186548","1","1","1e+07","2","22332.m"
"XE","22333","333","1e-04","1","7071.06781186548","1","1","1e+07","3","22333.m"
"XE","22341","333","1e-04","1","707106.781186548","1","1","1e+07","1","22341.m"
"XE","22342","333","1e-04","1","707106.781186548","1","1","1e+07","2","22342.m"
"XE","22343","333","1e-04","1","707106.781186548","1","1","1e+07","3","22343.m"
"XE","22351","333","1e-04","1","70710678.1186548","1","1","1e+07","1","22351.m"
"XE","22352","333","1e-04","1","70710678.1186548","1","1","1e+07","2","22352.m"
"XE","22353","333","1e-04","1","70710678.1186548","1","1","1e+07","3","22353.m"
"XE","22361","333","1e-04","1","-1","1","1","1e+07","1","22361.m"
"XE","22362","333","1e-04","1","-1","1","1","1e+07","2","22362.m"
"XE","22363","333","1e-04","1","-1","1","1","1e+07","3","22363.m"
"XE","22411","333","1e-04","0.25","0.707106781186548","1","1","1e+07","1","22411.m"
"XE","22412","333","1e-04","0.25","0.707106781186548","1","1","1e+07","2","22412.m"
"XE","22413","333","1e-04","0.25","0.707106781186548","1","1","1e+07","3","22413.m"
"XE","22421","333","1e-04","0.25","70.7106781186548","1","1","1e+07","1","22421.m"
"XE","22422","333","1e-04","0.25","70.7106781186548","1","1","1e+07","2","22422.m"
"XE","22423","333","1e-04","0.25","70.7106781186548","1","1","1e+07","3","22423.m"
"XE","22431","333","1e-04","0.25","7071.06781186548","1","1","1e+07","1","22431.m"
"XE","22432","333","1e-04","0.25","7071.06781186548","1","1","1e+07","2","22432.m"
"XE","22433","333","1e-04","0.25","7071.06781186548","1","1","1e+07","3","22433.m"
"XE","22441","333","1e-04","0.25","707106.781186548","1","1","1e+07","1","22441.m"
"XE","22442","333","1e-04","0.25","707106.781186548","1","1","1e+07","2","22442.m"
"XE","22443","333","1e-04","0.25","707106.781186548","1","1","1e+07","3","22443.m"
"XE","22451","333","1e-04","0.25","70710678.1186548","1","1","1e+07","1","22451.m"
"XE","22452","333","1e-04","0.25","70710678.1186548","1","1","1e+07","2","22452.m"
"XE","22453","333","1e-04","0.25","70710678.1186548","1","1","1e+07","3","22453.m"
"XE","22461","333","1e-04","0.25","-1","1","1","1e+07","1","22461.m"
"XE","22462","333","1e-04","0.25","-1","1","1","1e+07","2","22462.m"
"XE","22463","333","1e-04","0.25","-1","1","1","1e+07","3","22463.m"
"XE","22511","333","1e-04","0.75","0.707106781186548","1","1","1e+07","1","22511.m"
"XE","22512","333","1e-04","0.75","0.707106781186548","1","1","1e+07","2","22512.m"
"XE","22513","333","1e-04","0.75","0.707106781186548","1","1","1e+07","3","22513.m"
"XE","22521","333","1e-04","0.75","70.7106781186548","1","1","1e+07","1","22521.m"
"XE","22522","333","1e-04","0.75","70.7106781186548","1","1","1e+07","2","22522.m"
"XE","22523","333","1e-04","0.75","70.7106781186548","1","1","1e+07","3","22523.m"
"XE","22531","333","1e-04","0.75","7071.06781186548","1","1","1e+07","1","22531.m"
"XE","22532","333","1e-04","0.75","7071.06781186548","1","1","1e+07","2","22532.m"
"XE","22533","333","1e-04","0.75","7071.06781186548","1","1","1e+07","3","22533.m"
"XE","22541","333","1e-04","0.75","707106.781186548","1","1","1e+07","1","22541.m"
"XE","22542","333","1e-04","0.75","707106.781186548","1","1","1e+07","2","22542.m"
"XE","22543","333","1e-04","0.75","707106.781186548","1","1","1e+07","3","22543.m"
"XE","22551","333","1e-04","0.75","70710678.1186548","1","1","1e+07","1","22551.m"
"XE","22552","333","1e-04","0.75","70710678.1186548","1","1","1e+07","2","22552.m"
"XE","22553","333","1e-04","0.75","70710678.1186548","1","1","1e+07","3","22553.m"
"XE","22561","333","1e-04","0.75","-1","1","1","1e+07","1","22561.m"
"XE","22562","333","1e-04","0.75","-1","1","1","1e+07","2","22562.m"
"XE","22563","333","1e-04","0.75","-1","1","1","1e+07","3","22563.m"
"XE","23111","333","1e-04","0","0.707106781186548","10","1","1e+07","1","23111.m"
"XE","23112","333","1e-04","0","0.707106781186548","10","1","1e+07","2","23112.m"
"XE","23113","333","1e-04","0","0.707106781186548","10","1","1e+07","3","23113.m"
"XE","23121","333","1e-04","0","70.7106781186548","10","1","1e+07","1","23121.m"
"XE","23122","333","1e-04","0","70.7106781186548","10","1","1e+07","2","23122.m"
"XE","23123","333","1e-04","0","70.7106781186548","10","1","1e+07","3","23123.m"
"XE","23131","333","1e-04","0","7071.06781186548","10","1","1e+07","1","23131.m"
"XE","23132","333","1e-04","0","7071.06781186548","10","1","1e+07","2","23132.m"
"XE","23133","333","1e-04","0","7071.06781186548","10","1","1e+07","3","23133.m"
"XE","23141","333","1e-04","0","707106.781186548","10","1","1e+07","1","23141.m"
"XE","23142","333","1e-04","0","707106.781186548","10","1","1e+07","2","23142.m"
"XE","23143","333","1e-04","0","707106.781186548","10","1","1e+07","3","23143.m"
"XE","23151","333","1e-04","0","70710678.1186548","10","1","1e+07","1","23151.m"
"XE","23152","333","1e-04","0","70710678.1186548","10","1","1e+07","2","23152.m"
"XE","23153","333","1e-04","0","70710678.1186548","10","1","1e+07","3","23153.m"
"XE","23161","333","1e-04","0","-1","10","1","1e+07","1","23161.m"
"XE","23162","333","1e-04","0","-1","10","1","1e+07","2","23162.m"
"XE","23163","333","1e-04","0","-1","10","1","1e+07","3","23163.m"
"XE","23211","333","1e-04","0.5","0.707106781186548","10","1","1e+07","1","23211.m"
"XE","23212","333","1e-04","0.5","0.707106781186548","10","1","1e+07","2","23212.m"
"XE","23213","333","1e-04","0.5","0.707106781186548","10","1","1e+07","3","23213.m"
"XE","23221","333","1e-04","0.5","70.7106781186548","10","1","1e+07","1","23221.m"
"XE","23222","333","1e-04","0.5","70.7106781186548","10","1","1e+07","2","23222.m"
"XE","23223","333","1e-04","0.5","70.7106781186548","10","1","1e+07","3","23223.m"
"XE","23231","333","1e-04","0.5","7071.06781186548","10","1","1e+07","1","23231.m"
"XE","23232","333","1e-04","0.5","7071.06781186548","10","1","1e+07","2","23232.m"
"XE","23233","333","1e-04","0.5","7071.06781186548","10","1","1e+07","3","23233.m"
"XE","23241","333","1e-04","0.5","707106.781186548","10","1","1e+07","1","23241.m"
"XE","23242","333","1e-04","0.5","707106.781186548","10","1","1e+07","2","23242.m"
"XE","23243","333","1e-04","0.5","707106.781186548","10","1","1e+07","3","23243.m"
"XE","23251","333","1e-04","0.5","70710678.1186548","10","1","1e+07","1","23251.m"
"XE","23252","333","1e-04","0.5","70710678.1186548","10","1","1e+07","2","23252.m"
"XE","23253","333","1e-04","0.5","70710678.1186548","10","1","1e+07","3","23253.m"
"XE","23261","333","1e-04","0.5","-1","10","1","1e+07","1","23261.m"
"XE","23262","333","1e-04","0.5","-1","10","1","1e+07","2","23262.m"
"XE","23263","333","1e-04","0.5","-1","10","1","1e+07","3","23263.m"
"XE","23311","333","1e-04","1","0.707106781186548","10","1","1e+07","1","23311.m"
"XE","23312","333","1e-04","1","0.707106781186548","10","1","1e+07","2","23312.m"
"XE","23313","333","1e-04","1","0.707106781186548","10","1","1e+07","3","23313.m"
"XE","23321","333","1e-04","1","70.7106781186548","10","1","1e+07","1","23321.m"
"XE","23322","333","1e-04","1","70.7106781186548","10","1","1e+07","2","23322.m"
"XE","23323","333","1e-04","1","70.7106781186548","10","1","1e+07","3","23323.m"
"XE","23331","333","1e-04","1","7071.06781186548","10","1","1e+07","1","23331.m"
"XE","23332","333","1e-04","1","7071.06781186548","10","1","1e+07","2","23332.m"
"XE","23333","333","1e-04","1","7071.06781186548","10","1","1e+07","3","23333.m"
"XE","23341","333","1e-04","1","707106.781186548","10","1","1e+07","1","23341.m"
"XE","23342","333","1e-04","1","707106.781186548","10","1","1e+07","2","23342.m"
"XE","23343","333","1e-04","1","707106.781186548","10","1","1e+07","3","23343.m"
"XE","23351","333","1e-04","1","70710678.1186548","10","1","1e+07","1","23351.m"
"XE","23352","333","1e-04","1","70710678.1186548","10","1","1e+07","2","23352.m"
"XE","23353","333","1e-04","1","70710678.1186548","10","1","1e+07","3","23353.m"
"XE","23361","333","1e-04","1","-1","10","1","1e+07","1","23361.m"
"XE","23362","333","1e-04","1","-1","10","1","1e+07","2","23362.m"
"XE","23363","333","1e-04","1","-1","10","1","1e+07","3","23363.m"
"XE","23411","333","1e-04","0.25","0.707106781186548","10","1","1e+07","1","23411.m"
"XE","23412","333","1e-04","0.25","0.707106781186548","10","1","1e+07","2","23412.m"
"XE","23413","333","1e-04","0.25","0.707106781186548","10","1","1e+07","3","23413.m"
"XE","23421","333","1e-04","0.25","70.7106781186548","10","1","1e+07","1","23421.m"
"XE","23422","333","1e-04","0.25","70.7106781186548","10","1","1e+07","2","23422.m"
"XE","23423","333","1e-04","0.25","70.7106781186548","10","1","1e+07","3","23423.m"
"XE","23431","333","1e-04","0.25","7071.06781186548","10","1","1e+07","1","23431.m"
"XE","23432","333","1e-04","0.25","7071.06781186548","10","1","1e+07","2","23432.m"
"XE","23433","333","1e-04","0.25","7071.06781186548","10","1","1e+07","3","23433.m"
"XE","23441","333","1e-04","0.25","707106.781186548","10","1","1e+07","1","23441.m"
"XE","23442","333","1e-04","0.25","707106.781186548","10","1","1e+07","2","23442.m"
"XE","23443","333","1e-04","0.25","707106.781186548","10","1","1e+07","3","23443.m"
"XE","23451","333","1e-04","0.25","70710678.1186548","10","1","1e+07","1","23451.m"
"XE","23452","333","1e-04","0.25","70710678.1186548","10","1","1e+07","2","23452.m"
"XE","23453","333","1e-04","0.25","70710678.1186548","10","1","1e+07","3","23453.m"
"XE","23461","333","1e-04","0.25","-1","10","1","1e+07","1","23461.m"
"XE","23462","333","1e-04","0.25","-1","10","1","1e+07","2","23462.m"
"XE","23463","333","1e-04","0.25","-1","10","1","1e+07","3","23463.m"
"XE","23511","333","1e-04","0.75","0.707106781186548","10","1","1e+07","1","23511.m"
"XE","23512","333","1e-04","0.75","0.707106781186548","10","1","1e+07","2","23512.m"
"XE","23513","333","1e-04","0.75","0.707106781186548","10","1","1e+07","3","23513.m"
"XE","23521","333","1e-04","0.75","70.7106781186548","10","1","1e+07","1","23521.m"
"XE","23522","333","1e-04","0.75","70.7106781186548","10","1","1e+07","2","23522.m"
"XE","23523","333","1e-04","0.75","70.7106781186548","10","1","1e+07","3","23523.m"
"XE","23531","333","1e-04","0.75","7071.06781186548","10","1","1e+07","1","23531.m"
"XE","23532","333","1e-04","0.75","7071.06781186548","10","1","1e+07","2","23532.m"
"XE","23533","333","1e-04","0.75","7071.06781186548","10","1","1e+07","3","23533.m"
"XE","23541","333","1e-04","0.75","707106.781186548","10","1","1e+07","1","23541.m"
"XE","23542","333","1e-04","0.75","707106.781186548","10","1","1e+07","2","23542.m"
"XE","23543","333","1e-04","0.75","707106.781186548","10","1","1e+07","3","23543.m"
"XE","23551","333","1e-04","0.75","70710678.1186548","10","1","1e+07","1","23551.m"
"XE","23552","333","1e-04","0.75","70710678.1186548","10","1","1e+07","2","23552.m"
"XE","23553","333","1e-04","0.75","70710678.1186548","10","1","1e+07","3","23553.m"
"XE","23561","333","1e-04","0.75","-1","10","1","1e+07","1","23561.m"
"XE","23562","333","1e-04","0.75","-1","10","1","1e+07","2","23562.m"
"XE","23563","333","1e-04","0.75","-1","10","1","1e+07","3","23563.m"
"XE","31111","333","1e-04","0","0.707106781186548","0.1","10","1e+07","1","31111.m"
"XE","31112","333","1e-04","0","0.707106781186548","0.1","10","1e+07","2","31112.m"
"XE","31113","333","1e-04","0","0.707106781186548","0.1","10","1e+07","3","31113.m"
"XE","31121","333","1e-04","0","70.7106781186548","0.1","10","1e+07","1","31121.m"
"XE","31122","333","1e-04","0","70.7106781186548","0.1","10","1e+07","2","31122.m"
"XE","31123","333","1e-04","0","70.7106781186548","0.1","10","1e+07","3","31123.m"
"XE","31131","333","1e-04","0","7071.06781186548","0.1","10","1e+07","1","31131.m"
"XE","31132","333","1e-04","0","7071.06781186548","0.1","10","1e+07","2","31132.m"
"XE","31133","333","1e-04","0","7071.06781186548","0.1","10","1e+07","3","31133.m"
"XE","31141","333","1e-04","0","707106.781186548","0.1","10","1e+07","1","31141.m"
"XE","31142","333","1e-04","0","707106.781186548","0.1","10","1e+07","2","31142.m"
"XE","31143","333","1e-04","0","707106.781186548","0.1","10","1e+07","3","31143.m"
"XE","31151","333","1e-04","0","70710678.1186548","0.1","10","1e+07","1","31151.m"
"XE","31152","333","1e-04","0","70710678.1186548","0.1","10","1e+07","2","31152.m"
"XE","31153","333","1e-04","0","70710678.1186548","0.1","10","1e+07","3","31153.m"
"XE","31161","333","1e-04","0","-1","0.1","10","1e+07","1","31161.m"
"XE","31162","333","1e-04","0","-1","0.1","10","1e+07","2","31162.m"
"XE","31163","333","1e-04","0","-1","0.1","10","1e+07","3","31163.m"
"XE","31211","333","1e-04","0.5","0.707106781186548","0.1","10","1e+07","1","31211.m"
"XE","31212","333","1e-04","0.5","0.707106781186548","0.1","10","1e+07","2","31212.m"
"XE","31213","333","1e-04","0.5","0.707106781186548","0.1","10","1e+07","3","31213.m"
"XE","31221","333","1e-04","0.5","70.7106781186548","0.1","10","1e+07","1","31221.m"
"XE","31222","333","1e-04","0.5","70.7106781186548","0.1","10","1e+07","2","31222.m"
"XE","31223","333","1e-04","0.5","70.7106781186548","0.1","10","1e+07","3","31223.m"
"XE","31231","333","1e-04","0.5","7071.06781186548","0.1","10","1e+07","1","31231.m"
"XE","31232","333","1e-04","0.5","7071.06781186548","0.1","10","1e+07","2","31232.m"
"XE","31233","333","1e-04","0.5","7071.06781186548","0.1","10","1e+07","3","31233.m"
"XE","31241","333","1e-04","0.5","707106.781186548","0.1","10","1e+07","1","31241.m"
"XE","31242","333","1e-04","0.5","707106.781186548","0.1","10","1e+07","2","31242.m"
"XE","31243","333","1e-04","0.5","707106.781186548","0.1","10","1e+07","3","31243.m"
"XE","31251","333","1e-04","0.5","70710678.1186548","0.1","10","1e+07","1","31251.m"
"XE","31252","333","1e-04","0.5","70710678.1186548","0.1","10","1e+07","2","31252.m"
"XE","31253","333","1e-04","0.5","70710678.1186548","0.1","10","1e+07","3","31253.m"
"XE","31261","333","1e-04","0.5","-1","0.1","10","1e+07","1","31261.m"
"XE","31262","333","1e-04","0.5","-1","0.1","10","1e+07","2","31262.m"
"XE","31263","333","1e-04","0.5","-1","0.1","10","1e+07","3","31263.m"
"XE","31311","333","1e-04","1","0.707106781186548","0.1","10","1e+07","1","31311.m"
"XE","31312","333","1e-04","1","0.707106781186548","0.1","10","1e+07","2","31312.m"
"XE","31313","333","1e-04","1","0.707106781186548","0.1","10","1e+07","3","31313.m"
"XE","31321","333","1e-04","1","70.7106781186548","0.1","10","1e+07","1","31321.m"
"XE","31322","333","1e-04","1","70.7106781186548","0.1","10","1e+07","2","31322.m"
"XE","31323","333","1e-04","1","70.7106781186548","0.1","10","1e+07","3","31323.m"
"XE","31331","333","1e-04","1","7071.06781186548","0.1","10","1e+07","1","31331.m"
"XE","31332","333","1e-04","1","7071.06781186548","0.1","10","1e+07","2","31332.m"
"XE","31333","333","1e-04","1","7071.06781186548","0.1","10","1e+07","3","31333.m"
"XE","31341","333","1e-04","1","707106.781186548","0.1","10","1e+07","1","31341.m"
"XE","31342","333","1e-04","1","707106.781186548","0.1","10","1e+07","2","31342.m"
"XE","31343","333","1e-04","1","707106.781186548","0.1","10","1e+07","3","31343.m"
"XE","31351","333","1e-04","1","70710678.1186548","0.1","10","1e+07","1","31351.m"
"XE","31352","333","1e-04","1","70710678.1186548","0.1","10","1e+07","2","31352.m"
"XE","31353","333","1e-04","1","70710678.1186548","0.1","10","1e+07","3","31353.m"
"XE","31361","333","1e-04","1","-1","0.1","10","1e+07","1","31361.m"
"XE","31362","333","1e-04","1","-1","0.1","10","1e+07","2","31362.m"
"XE","31363","333","1e-04","1","-1","0.1","10","1e+07","3","31363.m"
"XE","31411","333","1e-04","0.25","0.707106781186548","0.1","10","1e+07","1","31411.m"
"XE","31412","333","1e-04","0.25","0.707106781186548","0.1","10","1e+07","2","31412.m"
"XE","31413","333","1e-04","0.25","0.707106781186548","0.1","10","1e+07","3","31413.m"
"XE","31421","333","1e-04","0.25","70.7106781186548","0.1","10","1e+07","1","31421.m"
"XE","31422","333","1e-04","0.25","70.7106781186548","0.1","10","1e+07","2","31422.m"
"XE","31423","333","1e-04","0.25","70.7106781186548","0.1","10","1e+07","3","31423.m"
"XE","31431","333","1e-04","0.25","7071.06781186548","0.1","10","1e+07","1","31431.m"
"XE","31432","333","1e-04","0.25","7071.06781186548","0.1","10","1e+07","2","31432.m"
"XE","31433","333","1e-04","0.25","7071.06781186548","0.1","10","1e+07","3","31433.m"
"XE","31441","333","1e-04","0.25","707106.781186548","0.1","10","1e+07","1","31441.m"
"XE","31442","333","1e-04","0.25","707106.781186548","0.1","10","1e+07","2","31442.m"
"XE","31443","333","1e-04","0.25","707106.781186548","0.1","10","1e+07","3","31443.m"
"XE","31451","333","1e-04","0.25","70710678.1186548","0.1","10","1e+07","1","31451.m"
"XE","31452","333","1e-04","0.25","70710678.1186548","0.1","10","1e+07","2","31452.m"
"XE","31453","333","1e-04","0.25","70710678.1186548","0.1","10","1e+07","3","31453.m"
"XE","31461","333","1e-04","0.25","-1","0.1","10","1e+07","1","31461.m"
"XE","31462","333","1e-04","0.25","-1","0.1","10","1e+07","2","31462.m"
"XE","31463","333","1e-04","0.25","-1","0.1","10","1e+07","3","31463.m"
"XE","31511","333","1e-04","0.75","0.707106781186548","0.1","10","1e+07","1","31511.m"
"XE","31512","333","1e-04","0.75","0.707106781186548","0.1","10","1e+07","2","31512.m"
"XE","31513","333","1e-04","0.75","0.707106781186548","0.1","10","1e+07","3","31513.m"
"XE","31521","333","1e-04","0.75","70.7106781186548","0.1","10","1e+07","1","31521.m"
"XE","31522","333","1e-04","0.75","70.7106781186548","0.1","10","1e+07","2","31522.m"
"XE","31523","333","1e-04","0.75","70.7106781186548","0.1","10","1e+07","3","31523.m"
"XE","31531","333","1e-04","0.75","7071.06781186548","0.1","10","1e+07","1","31531.m"
"XE","31532","333","1e-04","0.75","7071.06781186548","0.1","10","1e+07","2","31532.m"
"XE","31533","333","1e-04","0.75","7071.06781186548","0.1","10","1e+07","3","31533.m"
"XE","31541","333","1e-04","0.75","707106.781186548","0.1","10","1e+07","1","31541.m"
"XE","31542","333","1e-04","0.75","707106.781186548","0.1","10","1e+07","2","31542.m"
"XE","31543","333","1e-04","0.75","707106.781186548","0.1","10","1e+07","3","31543.m"
"XE","31551","333","1e-04","0.75","70710678.1186548","0.1","10","1e+07","1","31551.m"
"XE","31552","333","1e-04","0.75","70710678.1186548","0.1","10","1e+07","2","31552.m"
"XE","31553","333","1e-04","0.75","70710678.1186548","0.1","10","1e+07","3","31553.m"
"XE","31561","333","1e-04","0.75","-1","0.1","10","1e+07","1","31561.m"
"XE","31562","333","1e-04","0.75","-1","0.1","10","1e+07","2","31562.m"
"XE","31563","333","1e-04","0.75","-1","0.1","10","1e+07","3","31563.m"
"XE","32111","333","1e-04","0","0.707106781186548","1","10","1e+07","1","32111.m"
"XE","32112","333","1e-04","0","0.707106781186548","1","10","1e+07","2","32112.m"
"XE","32113","333","1e-04","0","0.707106781186548","1","10","1e+07","3","32113.m"
"XE","32121","333","1e-04","0","70.7106781186548","1","10","1e+07","1","32121.m"
"XE","32122","333","1e-04","0","70.7106781186548","1","10","1e+07","2","32122.m"
"XE","32123","333","1e-04","0","70.7106781186548","1","10","1e+07","3","32123.m"
"XE","32131","333","1e-04","0","7071.06781186548","1","10","1e+07","1","32131.m"
"XE","32132","333","1e-04","0","7071.06781186548","1","10","1e+07","2","32132.m"
"XE","32133","333","1e-04","0","7071.06781186548","1","10","1e+07","3","32133.m"
"XE","32141","333","1e-04","0","707106.781186548","1","10","1e+07","1","32141.m"
