model,simID,status,reg.of.origin,w,alpha,beta,sigma_E,carry.cap,energy.gradient,max.K,num.of.bins,max.time,max.richness,replicate,disturb_frequency,temperate_disturb_intensity,tropical_disturb_intensity,specn.gradient,specn.factor,gamma,scenario,env,nic,dis,mut,tim
hs,3465,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,1,0,0,0,off,NA,0.1,N,high,high,med,med,high
hs,3466,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,2,0,0,0,off,NA,0.1,N,high,high,med,med,high
hs,3467,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,3,0,0,0,off,NA,0.1,N,high,high,med,med,high
hs,3468,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,4,0,0,0,off,NA,0.1,N,high,high,med,med,high
hs,3469,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,5,0,0,0,off,NA,0.1,N,high,high,med,med,high
hs,3470,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,6,0,0,0,off,NA,0.1,N,high,high,med,med,high
hs,3471,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,7,0,0,0,off,NA,0.1,N,high,high,med,med,high
hs,3472,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,8,0,0,0,off,NA,0.1,N,high,high,med,med,high
hs,3473,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,9,0,0,0,off,NA,0.1,N,high,high,med,med,high
hs,3474,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,10,0,0,0,off,NA,0.1,N,high,high,med,med,high
hs,3475,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,11,0,0,0,off,NA,0.1,,,,,,
hs,3476,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,12,0,0,0,off,NA,0.1,,,,,,
hs,3477,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,13,0,0,0,off,NA,0.1,,,,,,
hs,3478,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,14,0,0,0,off,NA,0.1,,,,,,
hs,3479,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,15,0,0,0,off,NA,0.1,,,,,,
hs,3480,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,16,0,0,0,off,NA,0.1,,,,,,
hs,3481,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,17,0,0,0,off,NA,0.1,,,,,,
hs,3482,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,18,0,0,0,off,NA,0.1,,,,,,
hs,3483,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,19,0,0,0,off,NA,0.1,,,,,,
hs,3484,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,20,0,0,0,off,NA,0.1,,,,,,
hs,3485,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,21,0,0,0,off,NA,0.1,,,,,,
hs,3486,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,22,0,0,0,off,NA,0.1,,,,,,
hs,3487,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,23,0,0,0,off,NA,0.1,,,,,,
hs,3488,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,24,0,0,0,off,NA,0.1,,,,,,
hs,3489,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,25,0,0,0,off,NA,0.1,,,,,,
hs,3490,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,26,0,0,0,off,NA,0.1,,,,,,
hs,3491,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,27,0,0,0,off,NA,0.1,,,,,,
hs,3492,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,28,0,0,0,off,NA,0.1,,,,,,
hs,3493,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,29,0,0,0,off,NA,0.1,,,,,,
hs,3494,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,30,0,0,0,off,NA,0.1,,,,,,
hs,3495,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,31,0,0,0,off,NA,0.1,,,,,,
hs,3496,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,32,0,0,0,off,NA,0.1,,,,,,
hs,3497,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,33,0,0,0,off,NA,0.1,,,,,,
hs,3498,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,34,0,0,0,off,NA,0.1,,,,,,
hs,3499,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,35,0,0,0,off,NA,0.1,,,,,,
hs,3500,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,36,0,0,0,off,NA,0.1,,,,,,
hs,3501,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,37,0,0,0,off,NA,0.1,,,,,,
hs,3502,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,38,0,0,0,off,NA,0.1,,,,,,
hs,3503,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,39,0,0,0,off,NA,0.1,,,,,,
hs,3504,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,40,0,0,0,off,NA,0.1,,,,,,
hs,3505,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,41,0,0,0,off,NA,0.1,,,,,,
hs,3506,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,42,0,0,0,off,NA,0.1,,,,,,
hs,3507,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,43,0,0,0,off,NA,0.1,,,,,,
hs,3508,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,44,0,0,0,off,NA,0.1,,,,,,
hs,3509,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,45,0,0,0,off,NA,0.1,,,,,,
hs,3510,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,46,0,0,0,off,NA,0.1,,,,,,
hs,3511,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,47,0,0,0,off,NA,0.1,,,,,,
hs,3512,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,48,0,0,0,off,NA,0.1,,,,,,
hs,3513,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,49,0,0,0,off,NA,0.1,,,,,,
hs,3514,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,50,0,0,0,off,NA,0.1,,,,,,
hs,3515,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,51,0,0,0,off,NA,0.1,,,,,,
hs,3516,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,52,0,0,0,off,NA,0.1,,,,,,
hs,3517,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,53,0,0,0,off,NA,0.1,,,,,,
hs,3518,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,54,0,0,0,off,NA,0.1,,,,,,
hs,3519,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,55,0,0,0,off,NA,0.1,,,,,,
hs,3520,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,56,0,0,0,off,NA,0.1,,,,,,
hs,3521,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,57,0,0,0,off,NA,0.1,,,,,,
hs,3522,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,58,0,0,0,off,NA,0.1,,,,,,
hs,3523,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,59,0,0,0,off,NA,0.1,,,,,,
hs,3524,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,60,0,0,0,off,NA,0.1,,,,,,
hs,3525,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,61,0,0,0,off,NA,0.1,,,,,,
hs,3526,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,62,0,0,0,off,NA,0.1,,,,,,
hs,3527,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,63,0,0,0,off,NA,0.1,,,,,,
hs,3528,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,64,0,0,0,off,NA,0.1,,,,,,
hs,3529,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,65,0,0,0,off,NA,0.1,,,,,,
hs,3530,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,66,0,0,0,off,NA,0.1,,,,,,
hs,3531,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,67,0,0,0,off,NA,0.1,,,,,,
hs,3532,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,68,0,0,0,off,NA,0.1,,,,,,
hs,3533,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,69,0,0,0,off,NA,0.1,,,,,,
hs,3534,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,70,0,0,0,off,NA,0.1,,,,,,
hs,3535,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,71,0,0,0,off,NA,0.1,,,,,,
hs,3536,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,72,0,0,0,off,NA,0.1,,,,,,
hs,3537,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,73,0,0,0,off,NA,0.1,,,,,,
hs,3538,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,74,0,0,0,off,NA,0.1,,,,,,
hs,3539,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,75,0,0,0,off,NA,0.1,,,,,,
hs,3540,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,76,0,0,0,off,NA,0.1,,,,,,
hs,3541,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,77,0,0,0,off,NA,0.1,,,,,,
hs,3542,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,78,0,0,0,off,NA,0.1,,,,,,
hs,3543,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,79,0,0,0,off,NA,0.1,,,,,,
hs,3544,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,80,0,0,0,off,NA,0.1,,,,,,
hs,3545,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,81,0,0,0,off,NA,0.1,,,,,,
hs,3546,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,82,0,0,0,off,NA,0.1,,,,,,
hs,3547,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,83,0,0,0,off,NA,0.1,,,,,,
hs,3548,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,84,0,0,0,off,NA,0.1,,,,,,
hs,3549,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,85,0,0,0,off,NA,0.1,,,,,,
hs,3550,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,86,0,0,0,off,NA,0.1,,,,,,
hs,3551,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,87,0,0,0,off,NA,0.1,,,,,,
hs,3552,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,88,0,0,0,off,NA,0.1,,,,,,
hs,3553,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,89,0,0,0,off,NA,0.1,,,,,,
hs,3554,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,90,0,0,0,off,NA,0.1,,,,,,
hs,3555,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,91,0,0,0,off,NA,0.1,,,,,,
hs,3556,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,92,0,0,0,off,NA,0.1,,,,,,
hs,3557,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,93,0,0,0,off,NA,0.1,,,,,,
hs,3558,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,94,0,0,0,off,NA,0.1,,,,,,
hs,3559,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,95,0,0,0,off,NA,0.1,,,,,,
hs,3560,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,96,0,0,0,off,NA,0.1,,,,,,
hs,3561,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,97,0,0,0,off,NA,0.1,,,,,,
hs,3562,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,98,0,0,0,off,NA,0.1,,,,,,
hs,3563,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,99,0,0,0,off,NA,0.1,,,,,,
hs,3564,completed,tropical,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,100,0,0,0,off,NA,0.1,,,,,,
hs,3565,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,1,0,0,0,off,NA,0.1,,,,,,
hs,3566,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,2,0,0,0,off,NA,0.1,,,,,,
hs,3567,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,3,0,0,0,off,NA,0.1,,,,,,
hs,3568,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,4,0,0,0,off,NA,0.1,,,,,,
hs,3569,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,5,0,0,0,off,NA,0.1,,,,,,
hs,3570,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,6,0,0,0,off,NA,0.1,,,,,,
hs,3571,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,7,0,0,0,off,NA,0.1,,,,,,
hs,3572,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,8,0,0,0,off,NA,0.1,,,,,,
hs,3573,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,9,0,0,0,off,NA,0.1,,,,,,
hs,3574,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,10,0,0,0,off,NA,0.1,,,,,,
hs,3575,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,11,0,0,0,off,NA,0.1,,,,,,
hs,3576,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,12,0,0,0,off,NA,0.1,,,,,,
hs,3577,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,13,0,0,0,off,NA,0.1,,,,,,
hs,3578,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,14,0,0,0,off,NA,0.1,,,,,,
hs,3579,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,15,0,0,0,off,NA,0.1,,,,,,
hs,3580,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,16,0,0,0,off,NA,0.1,,,,,,
hs,3581,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,17,0,0,0,off,NA,0.1,,,,,,
hs,3582,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,18,0,0,0,off,NA,0.1,,,,,,
hs,3583,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,19,0,0,0,off,NA,0.1,,,,,,
hs,3584,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,20,0,0,0,off,NA,0.1,,,,,,
hs,3585,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,21,0,0,0,off,NA,0.1,,,,,,
hs,3586,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,22,0,0,0,off,NA,0.1,,,,,,
hs,3587,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,23,0,0,0,off,NA,0.1,,,,,,
hs,3588,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,24,0,0,0,off,NA,0.1,,,,,,
hs,3589,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,25,0,0,0,off,NA,0.1,,,,,,
hs,3590,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,26,0,0,0,off,NA,0.1,,,,,,
hs,3591,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,27,0,0,0,off,NA,0.1,,,,,,
hs,3592,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,28,0,0,0,off,NA,0.1,,,,,,
hs,3593,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,29,0,0,0,off,NA,0.1,,,,,,
hs,3594,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,30,0,0,0,off,NA,0.1,,,,,,
hs,3595,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,31,0,0,0,off,NA,0.1,,,,,,
hs,3596,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,32,0,0,0,off,NA,0.1,,,,,,
hs,3597,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,33,0,0,0,off,NA,0.1,,,,,,
hs,3598,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,34,0,0,0,off,NA,0.1,,,,,,
hs,3599,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,35,0,0,0,off,NA,0.1,,,,,,
hs,3600,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,36,0,0,0,off,NA,0.1,,,,,,
hs,3601,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,37,0,0,0,off,NA,0.1,,,,,,
hs,3602,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,38,0,0,0,off,NA,0.1,,,,,,
hs,3603,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,39,0,0,0,off,NA,0.1,,,,,,
hs,3604,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,40,0,0,0,off,NA,0.1,,,,,,
hs,3605,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,41,0,0,0,off,NA,0.1,,,,,,
hs,3606,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,42,0,0,0,off,NA,0.1,,,,,,
hs,3607,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,43,0,0,0,off,NA,0.1,,,,,,
hs,3608,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,44,0,0,0,off,NA,0.1,,,,,,
hs,3609,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,45,0,0,0,off,NA,0.1,,,,,,
hs,3610,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,46,0,0,0,off,NA,0.1,,,,,,
hs,3611,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,47,0,0,0,off,NA,0.1,,,,,,
hs,3612,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,48,0,0,0,off,NA,0.1,,,,,,
hs,3613,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,49,0,0,0,off,NA,0.1,,,,,,
hs,3614,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,50,0,0,0,off,NA,0.1,,,,,,
hs,3615,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,51,0,0,0,off,NA,0.1,,,,,,
hs,3616,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,52,0,0,0,off,NA,0.1,,,,,,
hs,3617,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,53,0,0,0,off,NA,0.1,,,,,,
hs,3618,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,54,0,0,0,off,NA,0.1,,,,,,
hs,3619,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,55,0,0,0,off,NA,0.1,,,,,,
hs,3620,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,56,0,0,0,off,NA,0.1,,,,,,
hs,3621,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,57,0,0,0,off,NA,0.1,,,,,,
hs,3622,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,58,0,0,0,off,NA,0.1,,,,,,
hs,3623,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,59,0,0,0,off,NA,0.1,,,,,,
hs,3624,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,60,0,0,0,off,NA,0.1,,,,,,
hs,3625,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,61,0,0,0,off,NA,0.1,,,,,,
hs,3626,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,62,0,0,0,off,NA,0.1,,,,,,
hs,3627,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,63,0,0,0,off,NA,0.1,,,,,,
hs,3628,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,64,0,0,0,off,NA,0.1,,,,,,
hs,3629,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,65,0,0,0,off,NA,0.1,,,,,,
hs,3630,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,66,0,0,0,off,NA,0.1,,,,,,
hs,3631,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,67,0,0,0,off,NA,0.1,,,,,,
hs,3632,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,68,0,0,0,off,NA,0.1,,,,,,
hs,3633,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,69,0,0,0,off,NA,0.1,,,,,,
hs,3634,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,70,0,0,0,off,NA,0.1,,,,,,
hs,3635,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,71,0,0,0,off,NA,0.1,,,,,,
hs,3636,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,72,0,0,0,off,NA,0.1,,,,,,
hs,3637,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,73,0,0,0,off,NA,0.1,,,,,,
hs,3638,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,74,0,0,0,off,NA,0.1,,,,,,
hs,3639,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,75,0,0,0,off,NA,0.1,,,,,,
hs,3640,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,76,0,0,0,off,NA,0.1,,,,,,
hs,3641,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,77,0,0,0,off,NA,0.1,,,,,,
hs,3642,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,78,0,0,0,off,NA,0.1,,,,,,
hs,3643,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,79,0,0,0,off,NA,0.1,,,,,,
hs,3644,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,80,0,0,0,off,NA,0.1,,,,,,
hs,3645,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,81,0,0,0,off,NA,0.1,,,,,,
hs,3646,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,82,0,0,0,off,NA,0.1,,,,,,
hs,3647,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,83,0,0,0,off,NA,0.1,,,,,,
hs,3648,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,84,0,0,0,off,NA,0.1,,,,,,
hs,3649,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,85,0,0,0,off,NA,0.1,,,,,,
hs,3650,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,86,0,0,0,off,NA,0.1,,,,,,
hs,3651,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,87,0,0,0,off,NA,0.1,,,,,,
hs,3652,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,88,0,0,0,off,NA,0.1,,,,,,
hs,3653,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,89,0,0,0,off,NA,0.1,,,,,,
hs,3654,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,90,0,0,0,off,NA,0.1,,,,,,
hs,3655,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,91,0,0,0,off,NA,0.1,,,,,,
hs,3656,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,92,0,0,0,off,NA,0.1,,,,,,
hs,3657,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,93,0,0,0,off,NA,0.1,,,,,,
hs,3658,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,94,0,0,0,off,NA,0.1,,,,,,
hs,3659,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,95,0,0,0,off,NA,0.1,,,,,,
hs,3660,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,96,0,0,0,off,NA,0.1,,,,,,
hs,3661,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,97,0,0,0,off,NA,0.1,,,,,,
hs,3662,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,98,0,0,0,off,NA,0.1,,,,,,
hs,3663,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,99,0,0,0,off,NA,0.1,,,,,,
hs,3664,completed,temperate,3,1.00E-06,1.00E-04,1,off,off,40000,11,30000,10000,100,0,0,0,off,NA,0.1,,,,,,
